TID,Comment,GroupID,GroupRate,MinGhelld,MaxGhelld,AddDropNumber,AddDropRate,DropItem01,DropItemStack01,DropRate01,DropItem02,DropItemStack02,DropRate02,DropItem03,DropItemStack03,DropRate03,DropItem04,DropItemStack04,DropRate04,DropItem05,DropItemStack05,DropRate05,DropItem06,DropItemStack06,DropRate06,DropItem07,DropItemStack07,DropRate07,DropItem08,DropItemStack08,DropRate08,DropItem09,DropItemStack09,DropRate09,DropItem10,DropItemStack10,DropRate10,DropItem11,DropItemStack11,DropRate11,DropItem12,DropItemStack12,DropRate12,DropItem13,DropItemStack13,DropRate13,DropItem14,DropItemStack14,DropRate14,DropItem15,DropItemStack15,DropRate15
127,(目标)一般_手套_8,8,2193,11,20,1,2675,2130224,1,3300,2133224,1,6600,2136224,1,9900,2130221,1,9933,2133221,1,9966,2136221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,(目标)一般_裤子_8,8,2199,11,20,1,2682,2140224,1,3300,2143224,1,6600,2146221,1,9900,2140221,1,9933,2143221,1,9966,2146221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,(目标)一般_头盔_8,8,2205,11,20,1,2690,2110224,1,3300,2113224,1,6600,2116224,1,9900,2110221,1,9933,2113221,1,9966,2116221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,(目标)一般_铠甲_8,8,2211,11,20,1,2697,2120224,1,3300,2123224,1,6600,2126224,1,9900,2120221,1,9933,2123221,1,9966,2126221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,(目标)一般_武器_8,8,2218,11,20,1,2705,1030324,1,1000,1110324,1,2000,1120324,1,3000,1130324,1,4000,1030321,1,5000,1110321,1,6000,1120321,1,7000,1130321,1,8000,1100321,1,9000,1100324,1,10000,,,,,,,,,,,,,,,
132,(目标)一般_盾牌_8,8,2224,11,20,1,2712,1020324,1,9900,1020321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,(目标)一般_靴子_9,9,288,14,25,1,352,2150201,1,3300,2153201,1,6666,2156201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,(目标)一般_手套_9,9,576,14,25,1,705,2130201,1,3300,2133201,1,6666,2136201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,(目标)一般_裤子_9,9,864,14,25,1,1057,2140201,1,3300,2143201,1,6666,2146201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,(目标)一般_头盔_9,9,1153,14,25,1,1410,2110201,1,3300,2113201,1,6666,2116201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,(目标)一般_铠甲_9,9,1441,14,25,1,1762,2120201,1,3300,2123201,1,6666,2126201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,(目标)一般_武器_9,9,1729,14,25,1,2115,1030301,1,2000,1110301,1,4000,1120301,1,6000,1130301,1,8000,1100301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,(目标)一般_盾牌_9,9,2018,14,25,1,2467,1020304,1,9900,1020301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,(目标)一般_靴子_9,9,2039,14,25,1,2492,2150214,1,3300,2153214,1,6600,2156214,1,9900,2150211,1,9933,2153211,1,9966,2156211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,(目标)一般_手套_9,9,2061,14,25,1,2517,2130214,1,3300,2133214,1,6600,2136214,1,9900,2130211,1,9933,2133211,1,9966,2136211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,(目标)一般_裤子_9,9,2083,14,25,1,2542,2140214,1,3300,2143214,1,6600,2146214,1,9900,2140211,1,9933,2143211,1,9966,2146211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,(目标)一般_头盔_9,9,2104,14,25,1,2567,2110214,1,3300,2113214,1,6600,2116214,1,9900,2110211,1,9933,2113211,1,9966,2116211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,(目标)一般_铠甲_9,9,2126,14,25,1,2592,2120214,1,3300,2123214,1,6600,2126214,1,9900,2120211,1,9933,2123211,1,9966,2126211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,(目标)一般_武器_9,9,2148,14,25,1,2617,1030314,1,1000,1110314,1,2000,1120314,1,3000,1130314,1,4000,1030311,1,5000,1110311,1,6000,1120311,1,7000,1130311,1,8000,1100311,1,9000,1100314,1,10000,,,,,,,,,,,,,,,
146,(目标)一般_盾牌_9,9,2170,14,25,1,2642,1020314,1,9900,1020311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,(目标)一般_靴子_9,9,2176,14,25,1,2650,2150224,1,3300,2153224,1,6600,2156224,1,9900,2150221,1,9933,2153221,1,9966,2156221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,(目标)一般_手套_9,9,2182,14,25,1,2657,2130224,1,3300,2133224,1,6600,2136224,1,9900,2130221,1,9933,2133221,1,9966,2136221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,(目标)一般_裤子_9,9,2188,14,25,1,2665,2140224,1,3300,2143224,1,6600,2146221,1,9900,2140221,1,9933,2143221,1,9966,2146221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,(目标)一般_头盔_9,9,2194,14,25,1,2672,2110224,1,3300,2113224,1,6600,2116224,1,9900,2110221,1,9933,2113221,1,9966,2116221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,(目标)一般_铠甲_9,9,2201,14,25,1,2680,2120224,1,3300,2123224,1,6600,2126224,1,9900,2120221,1,9933,2123221,1,9966,2126221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,(目标)一般_武器_9,9,2207,14,25,1,2687,1030324,1,1000,1110324,1,2000,1120324,1,3000,1130324,1,4000,1030321,1,5000,1110321,1,6000,1120321,1,7000,1130321,1,8000,1100321,1,9000,1100324,1,10000,,,,,,,,,,,,,,,
153,(目标)一般_盾牌_9,9,2213,14,25,1,2695,1020324,1,9900,1020321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,(目标)一般_靴子_10,10,286,17,30,1,350,2150201,1,3300,2153201,1,6666,2156201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,(目标)一般_手套_10,10,573,17,30,1,700,2130201,1,3300,2133201,1,6666,2136201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,(目标)一般_裤子_10,10,860,17,30,1,1050,2140201,1,3300,2143201,1,6666,2146201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,(目标)一般_头盔_10,10,1147,17,30,1,1400,2110201,1,3300,2113201,1,6666,2116201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,(目标)一般_铠甲_10,10,1433,17,30,1,1750,2120201,1,3300,2123201,1,6666,2126201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,(目标)一般_武器_10,10,1720,17,30,1,2100,1030401,1,2000,1110401,1,4000,1120401,1,6000,1130401,1,8000,1100401,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,(目标)一般_盾牌_10,10,2007,17,30,1,2450,1020404,1,9900,1020401,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,(目标)一般_靴子_10,10,2028,17,30,1,2475,2150214,1,3300,2153214,1,6600,2156214,1,9900,2150211,1,9933,2153211,1,9966,2156211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,(目标)一般_手套_10,10,2050,17,30,1,2500,2130214,1,3300,2133214,1,6600,2136214,1,9900,2130211,1,9933,2133211,1,9966,2136211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,(目标)一般_裤子_10,10,2072,17,30,1,2525,2140214,1,3300,2143214,1,6600,2146214,1,9900,2140211,1,9933,2143211,1,9966,2146211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,(目标)一般_头盔_10,10,2094,17,30,1,2550,2110214,1,3300,2113214,1,6600,2116214,1,9900,2110211,1,9933,2113211,1,9966,2116211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,(目标)一般_铠甲_10,10,2115,17,30,1,2575,2120214,1,3300,2123214,1,6600,2126214,1,9900,2120211,1,9933,2123211,1,9966,2126211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,(目标)一般_武器_10,10,2137,17,30,1,2600,1030414,1,1000,1110414,1,2000,1120414,1,3000,1130414,1,4000,1030411,1,5000,1110411,1,6000,1120411,1,7000,1130411,1,8000,1100411,1,9000,1100414,1,10000,,,,,,,,,,,,,,,
167,(目标)一般_盾牌_10,10,2159,17,30,1,2625,1020414,1,9900,1020411,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,(目标)一般_靴子_10,10,2165,17,30,1,2632,2150224,1,3300,2153224,1,6600,2156224,1,9900,2150221,1,9933,2153221,1,9966,2156221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,(目标)一般_手套_10,10,2171,17,30,1,2640,2130224,1,3300,2133224,1,6600,2136224,1,9900,2130221,1,9933,2133221,1,9966,2136221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,(目标)一般_裤子_10,10,2177,17,30,1,2647,2140224,1,3300,2143224,1,6600,2146221,1,9900,2140221,1,9933,2143221,1,9966,2146221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,(目标)一般_头盔_10,10,2183,17,30,1,2655,2110224,1,3300,2113224,1,6600,2116224,1,9900,2110221,1,9933,2113221,1,9966,2116221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,(目标)一般_铠甲_10,10,2190,17,30,1,2662,2120224,1,3300,2123224,1,6600,2126224,1,9900,2120221,1,9933,2123221,1,9966,2126221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,(目标)一般_武器_10,10,2196,17,30,1,2670,1030424,1,1000,1110424,1,2000,1120424,1,3000,1130424,1,4000,1030421,1,5000,1110421,1,6000,1120421,1,7000,1130421,1,8000,1100421,1,9000,1100424,1,10000,,,,,,,,,,,,,,,
174,(目标)一般_盾牌_10,10,2202,17,30,1,2677,1020424,1,9900,1020421,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,(目标)一般_靴子_11,11,283,21,37,1,335,2150301,1,3300,2153301,1,6666,2156301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,(目标)一般_手套_11,11,567,21,37,1,670,2130301,1,3300,2133301,1,6666,2136301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,(目标)一般_裤子_11,11,850,21,37,1,1005,2140301,1,3300,2143301,1,6666,2146301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,(目标)一般_头盔_11,11,1134,21,37,1,1340,2110301,1,3300,2113301,1,6666,2116301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,(目标)一般_铠甲_11,11,1418,21,37,1,1675,2120301,1,3300,2123301,1,6666,2126301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,(目标)一般_武器_11,11,1701,21,37,1,2010,1030401,1,2000,1110401,1,4000,1120401,1,6000,1130401,1,8000,1100401,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,(目标)一般_盾牌_11,11,1985,21,37,1,2345,1020404,1,9900,1020401,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,(目标)一般_靴子_11,11,2007,21,37,1,2370,2150314,1,3300,2153314,1,6600,2156314,1,9900,2150311,1,9933,2153311,1,9966,2156311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,(目标)一般_手套_11,11,2028,21,37,1,2395,2130314,1,3300,2133314,1,6600,2136314,1,9900,2130311,1,9933,2133311,1,9966,2136311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,(目标)一般_裤子_11,11,2050,21,37,1,2420,2140314,1,3300,2143314,1,6600,2146314,1,9900,2140311,1,9933,2143311,1,9966,2146311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,(目标)一般_头盔_11,11,2072,21,37,1,2445,2110314,1,3300,2113314,1,6600,2116314,1,9900,2110311,1,9933,2113311,1,9966,2116311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,(目标)一般_铠甲_11,11,2094,21,37,1,2470,2120314,1,3300,2123314,1,6600,2126314,1,9900,2120311,1,9933,2123311,1,9966,2126311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,(目标)一般_武器_11,11,2115,21,37,1,2495,1030414,1,1000,1110414,1,2000,1120414,1,3000,1130414,1,4000,1030411,1,5000,1110411,1,6000,1120411,1,7000,1130411,1,8000,1100411,1,9000,1100414,1,10000,,,,,,,,,,,,,,,
188,(目标)一般_盾牌_11,11,2137,21,37,1,2520,1020414,1,9900,1020411,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,(目标)一般_靴子_11,11,2143,21,37,1,2525,2150324,1,3300,2153324,1,6600,2156324,1,9900,2150321,1,9933,2153321,1,9966,2156321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,(目标)一般_手套_11,11,2149,21,37,1,2530,2130324,1,3300,2133324,1,6600,2136324,1,9900,2130321,1,9933,2133321,1,9966,2136321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,(目标)一般_裤子_11,11,2156,21,37,1,2535,2140324,1,3300,2143324,1,6600,2146324,1,9900,2140321,1,9933,2143321,1,9966,2146321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,(目标)一般_头盔_11,11,2162,21,37,1,2540,2110324,1,3300,2113324,1,6600,2116324,1,9900,2110321,1,9933,2113321,1,9966,2116321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,(目标)一般_铠甲_11,11,2168,21,37,1,2545,2120324,1,3300,2123324,1,6600,2126324,1,9900,2120321,1,9933,2123321,1,9966,2126321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,(目标)一般_武器_11,11,2174,21,37,1,2550,1030424,1,1000,1110424,1,2000,1120424,1,3000,1130424,1,4000,1030421,1,5000,1110421,1,6000,1120421,1,7000,1130421,1,8000,1100421,1,9000,1100424,1,10000,,,,,,,,,,,,,,,
195,(目标)一般_盾牌_11,11,2180,21,37,1,2555,1020424,1,9900,1020421,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,(目标)一般_靴子_12,12,282,24,44,1,332,2150301,1,3300,2153301,1,6666,2156301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,(目标)一般_手套_12,12,564,24,44,1,665,2130301,1,3300,2133301,1,6666,2136301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,(目标)一般_裤子_12,12,846,24,44,1,997,2140301,1,3300,2143301,1,6666,2146301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,(目标)一般_头盔_12,12,1128,24,44,1,1330,2110301,1,3300,2113301,1,6666,2116301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,(目标)一般_铠甲_12,12,1410,24,44,1,1662,2120301,1,3300,2123301,1,6666,2126301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,(目标)一般_武器_12,12,1692,24,44,1,1995,1030501,1,2000,1110501,1,4000,1120501,1,6000,1130501,1,8000,1100501,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,(目标)一般_盾牌_12,12,1974,24,44,1,2327,1020504,1,9900,1020501,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,(目标)一般_靴子_12,12,1996,24,44,1,2352,2150314,1,3300,2153314,1,6600,2156314,1,9900,2150311,1,9933,2153311,1,9966,2156311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,(目标)一般_手套_12,12,2018,24,44,1,2377,2130314,1,3300,2133314,1,6600,2136314,1,9900,2130311,1,9933,2133311,1,9966,2136311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,(目标)一般_裤子_12,12,2039,24,44,1,2402,2140314,1,3300,2143314,1,6600,2146314,1,9900,2140311,1,9933,2143311,1,9966,2146311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,(目标)一般_头盔_12,12,2061,24,44,1,2427,2110314,1,3300,2113314,1,6600,2116314,1,9900,2110311,1,9933,2113311,1,9966,2116311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,(目标)一般_铠甲_12,12,2083,24,44,1,2452,2120314,1,3300,2123314,1,6600,2126314,1,9900,2120311,1,9933,2123311,1,9966,2126311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,(目标)一般_武器_12,12,2104,24,44,1,2477,1030514,1,1000,1110514,1,2000,1120514,1,3000,1130514,1,4000,1030511,1,5000,1110511,1,6000,1120511,1,7000,1130511,1,8000,1100511,1,9000,1100514,1,10000,,,,,,,,,,,,,,,
209,(目标)一般_盾牌_12,12,2126,24,44,1,2502,1020514,1,9900,1020511,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,(目标)一般_靴子_12,12,2132,24,44,1,2507,2150324,1,3300,2153324,1,6600,2156324,1,9900,2150321,1,9933,2153321,1,9966,2156321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,(目标)一般_手套_12,12,2139,24,44,1,2512,2130324,1,3300,2133324,1,6600,2136324,1,9900,2130321,1,9933,2133321,1,9966,2136321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,(目标)一般_裤子_12,12,2145,24,44,1,2517,2140324,1,3300,2143324,1,6600,2146324,1,9900,2140321,1,9933,2143321,1,9966,2146321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,(目标)一般_头盔_12,12,2151,24,44,1,2522,2110324,1,3300,2113324,1,6600,2116324,1,9900,2110321,1,9933,2113321,1,9966,2116321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,(目标)一般_铠甲_12,12,2157,24,44,1,2527,2120324,1,3300,2123324,1,6600,2126324,1,9900,2120321,1,9933,2123321,1,9966,2126321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,(目标)一般_武器_12,12,2163,24,44,1,2532,1030524,1,1000,1110524,1,2000,1120524,1,3000,1130524,1,4000,1030521,1,5000,1110521,1,6000,1120521,1,7000,1130521,1,8000,1100521,1,9000,1100524,1,10000,,,,,,,,,,,,,,,
216,(目标)一般_盾牌_12,12,2170,24,44,1,2537,1020524,1,9900,1020521,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,(目标)一般_靴子_13,13,280,29,51,1,327,2150301,1,3300,2153301,1,6666,2156301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,(目标)一般_手套_13,13,561,29,51,1,655,2130301,1,3300,2133301,1,6666,2136301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,(目标)一般_裤子_13,13,841,29,51,1,982,2140301,1,3300,2143301,1,6666,2146301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,(目标)一般_头盔_13,13,1122,29,51,1,1310,2110301,1,3300,2113301,1,6666,2116301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,(目标)一般_铠甲_13,13,1402,29,51,1,1637,2120301,1,3300,2123301,1,6666,2126301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,(目标)一般_武器_13,13,1683,29,51,1,1965,1030501,1,2000,1110501,1,4000,1120501,1,6000,1130501,1,8000,1100501,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,(目标)一般_盾牌_13,13,1963,29,51,1,2292,1020504,1,9900,1020501,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,(目标)一般_靴子_13,13,1984,29,51,1,2317,2150314,1,3300,2153314,1,6600,2156314,1,9900,2150311,1,9933,2153311,1,9966,2156311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,(目标)一般_手套_13,13,2004,29,51,1,2342,2130314,1,3300,2133314,1,6600,2136314,1,9900,2130311,1,9933,2133311,1,9966,2136311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,(目标)一般_裤子_13,13,2024,29,51,1,2367,2140314,1,3300,2143314,1,6600,2146314,1,9900,2140311,1,9933,2143311,1,9966,2146311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,(目标)一般_头盔_13,13,2044,29,51,1,2392,2110314,1,3300,2113314,1,6600,2116314,1,9900,2110311,1,9933,2113311,1,9966,2116311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,(目标)一般_铠甲_13,13,2064,29,51,1,2417,2120314,1,3300,2123314,1,6600,2126314,1,9900,2120311,1,9933,2123311,1,9966,2126311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,(目标)一般_武器_13,13,2084,29,51,1,2442,1030514,1,1000,1110514,1,2000,1120514,1,3000,1130514,1,4000,1030511,1,5000,1110511,1,6000,1120511,1,7000,1130511,1,8000,1100511,1,9000,1100514,1,10000,,,,,,,,,,,,,,,
230,(目标)一般_盾牌_13,13,2104,29,51,1,2467,1020514,1,9900,1020511,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,(目标)一般_靴子_13,13,2109,29,51,1,2472,2150324,1,3300,2153324,1,6600,2156324,1,9900,2150321,1,9933,2153321,1,9966,2156321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,(目标)一般_手套_13,13,2114,29,51,1,2477,2130324,1,3300,2133324,1,6600,2136324,1,9900,2130321,1,9933,2133321,1,9966,2136321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,(目标)一般_裤子_13,13,2118,29,51,1,2482,2140324,1,3300,2143324,1,6600,2146324,1,9900,2140321,1,9933,2143321,1,9966,2146321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,(目标)一般_头盔_13,13,2123,29,51,1,2487,2110324,1,3300,2113324,1,6600,2116324,1,9900,2110321,1,9933,2113321,1,9966,2116321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,(目标)一般_铠甲_13,13,2128,29,51,1,2492,2120324,1,3300,2123324,1,6600,2126324,1,9900,2120321,1,9933,2123321,1,9966,2126321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,(目标)一般_武器_13,13,2132,29,51,1,2497,1030524,1,1000,1110524,1,2000,1120524,1,3000,1130524,1,4000,1030521,1,5000,1110521,1,6000,1120521,1,7000,1130521,1,8000,1100521,1,9000,1100524,1,10000,,,,,,,,,,,,,,,
237,(目标)一般_盾牌_13,13,2137,29,51,1,2502,1020524,1,9900,1020521,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,(目标)一般_靴子_14,14,279,33,59,1,325,2150301,1,3300,2153301,1,6666,2156301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,(目标)一般_手套_14,14,558,33,59,1,650,2130301,1,3300,2133301,1,6666,2136301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,(目标)一般_裤子_14,14,837,33,59,1,975,2140301,1,3300,2143301,1,6666,2146301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,(目标)一般_头盔_14,14,1116,33,59,1,1300,2110301,1,3300,2113301,1,6666,2116301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,(目标)一般_铠甲_14,14,1395,33,59,1,1625,2120301,1,3300,2123301,1,6666,2126301,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,(目标)一般_武器_14,14,1674,33,59,1,1950,1030501,1,2000,1110501,1,4000,1120501,1,6000,1130501,1,8000,1100501,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,(目标)一般_盾牌_14,14,1953,33,59,1,2275,1020504,1,9900,1020501,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,(目标)一般_靴子_14,14,1973,33,59,1,2300,2150314,1,3300,2153314,1,6600,2156314,1,9900,2150311,1,9933,2153311,1,9966,2156311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,(目标)一般_手套_14,14,1993,33,59,1,2325,2130314,1,3300,2133314,1,6600,2136314,1,9900,2130311,1,9933,2133311,1,9966,2136311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,(目标)一般_裤子_14,14,2013,33,59,1,2350,2140314,1,3300,2143314,1,6600,2146314,1,9900,2140311,1,9933,2143311,1,9966,2146311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,(目标)一般_头盔_14,14,2033,33,59,1,2375,2110314,1,3300,2113314,1,6600,2116314,1,9900,2110311,1,9933,2113311,1,9966,2116311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,(目标)一般_铠甲_14,14,2053,33,59,1,2400,2120314,1,3300,2123314,1,6600,2126314,1,9900,2120311,1,9933,2123311,1,9966,2126311,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,(目标)一般_武器_14,14,2073,33,59,1,2425,1030514,1,1000,1110514,1,2000,1120514,1,3000,1130514,1,4000,1030511,1,5000,1110511,1,6000,1120511,1,7000,1130511,1,8000,1100511,1,9000,1100514,1,10000,,,,,,,,,,,,,,,
251,(目标)一般_盾牌_14,14,2094,33,59,1,2450,1020514,1,9900,1020511,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,(目标)一般_靴子_14,14,2098,33,59,1,2455,2150324,1,3300,2153324,1,6600,2156324,1,9900,2150321,1,9933,2153321,1,9966,2156321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,(目标)一般_手套_14,14,2103,33,59,1,2460,2130324,1,3300,2133324,1,6600,2136324,1,9900,2130321,1,9933,2133321,1,9966,2136321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,(目标)一般_裤子_14,14,2108,33,59,1,2465,2140324,1,3300,2143324,1,6600,2146324,1,9900,2140321,1,9933,2143321,1,9966,2146321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,(目标)一般_头盔_14,14,2112,33,59,1,2470,2110324,1,3300,2113324,1,6600,2116324,1,9900,2110321,1,9933,2113321,1,9966,2116321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,(目标)一般_铠甲_14,14,2117,33,59,1,2475,2120324,1,3300,2123324,1,6600,2126324,1,9900,2120321,1,9933,2123321,1,9966,2126321,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
