TID,SkillGroup,SkillLevel,Comment,EngName,LocalName,LearnType,Type,Kind,Property,BuffPosition,BuffDelete,InputType,Target,MaxArea_01,MaxArea_02,VolumeArea,MinRange,MaxRange,AutoLearnSkillTID,ComboSkillGroup,ReqHP,ReqMP,NumericalClass,KindValue,SuccessRate,AddDamage,AgroValue, AffectType, AffectDuration, AffectCount,CoolTime,GlobalCoolTime,NextSkillTID,AddtionSkillTID,AddtionRate,ReqItemTID,ReqItemTIDCount,CastMoveAbility,CastingAniID,UpCastingAniID,CastingTime,CastingFailRate,CastingDelayTime,CastingDelayRate,Race,LimitWeapon,LimitMainWeapon,LimitWeaponLevel,OpenPoint,LimitCharLevel,LearnSkillPoint,PreConditionTID_01,PreConditionTID_02,SkillArea,NowGrade,MaxGrade,AniID,AniTime,UpAniID,UpAniTime,EnableMoving,EffectiveRange,AutoAttack,ActionEffectname,CameraID,SkillIconID,EngDesc,LocalDesc,AlarmMsg
125,12,5, ,SKT_Name_000057,挑战之哮 (5阶段),1,1,9,0,0,0,2,20,0,0,1,0,15,0,0,0,38,0,130,100,0,1,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,0,0,1,0,0,2,5,5,1162,2200,1163,2200,1,0,1,01_162_001,0,9,SKT_Desc_000057,<TC '240:163:63' Text'威胁对方使对方攻击自身. '/>/n<TC '240:163:63' Text'比3阶段效果好.'/>,
131,13,1,1连击 3技能 ,SKT_Name_000058,猛烈穿刺 (1阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,1,0,14,1,113,100,32,198,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,61,0,2,1,5,1104,1867,0,0,0,0,1,01_104_001,0,10,SKT_Desc_000058,<TC '240:163:63' Text'攻击对方使对方受到113伤害'/>/n<TC '240:163:63' Text'并给固定的32伤害.'/>,
132,13,2,1连击 3技能 ,SKT_Name_000059,猛烈穿刺 (2阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,1,0,20,1,133,100,39,233,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,62,0,2,2,5,1104,1867,0,0,0,0,1,01_104_001,0,10,SKT_Desc_000059,<TC '240:163:63' Text'攻击对方使对方受到133伤害'/>/n<TC '240:163:63' Text'并给固定的39伤害.'/>,
133,13,3,1连击 3技能 ,SKT_Name_000060,猛烈穿刺 (3阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,1,0,27,1,157,100,48,275,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,63,0,2,3,5,1104,1867,0,0,0,0,1,01_104_001,0,10,SKT_Desc_000060,<TC '240:163:63' Text'攻击对方使对方受到157伤害'/>/n<TC '240:163:63' Text'并给固定的48伤害.'/>,
134,13,4,1连击 3技能 ,SKT_Name_000061,猛烈穿刺 (4阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,1,0,34,1,181,100,57,317,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,64,0,2,4,5,1104,1867,0,0,0,0,1,01_104_001,0,10,SKT_Desc_000061,<TC '240:163:63' Text'攻击对方使对方受到181伤害'/>/n<TC '240:163:63' Text'并给固定的57伤害.'/>,
135,13,5,1连击 3技能 ,SKT_Name_000062,猛烈穿刺 (5阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,1,0,43,1,207,100,67,362,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,65,0,2,5,5,1104,1867,0,0,0,0,1,01_104_001,0,10,SKT_Desc_000062,<TC '240:163:63' Text'攻击对方使对方受到207伤害'/>/n<TC '240:163:63' Text'67并给固定的57伤害.'/>,
141,14,1,团队buff ,SKT_Name_000063,保护之哮 (1阶段),1,2,0,7,0,0,1,129,20,0,20,0,20,0,0,0,14,0,2,100,0,0,1,1800000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,1,0,15,0,1,0,0,2,1,5,1120,833,1121,833,1,0,1,01_120_001,0,11,SKT_Desc_000063,<TC '240:163:63' Text'和自己队伍成员（莱德）的损害每30分钟减少一次'/>/n<TC '240:163:63' Text'以2%增加.'/>,
142,14,2,团队buff ,SKT_Name_000064,保护之哮 (2阶段),1,2,0,7,0,0,1,129,20,0,20,0,20,0,0,0,33,0,4,100,0,0,1,1800000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,1,0,30,0,1,0,0,2,2,5,1120,833,1121,833,1,0,1,01_120_001,0,11,SKT_Desc_000064,<TC '240:163:63' Text'和自己队伍成员（莱德）的损害每30分钟减少一次'/>/n<TC '240:163:63' Text'以4%增加.'/>,
143,14,3,团队buff ,SKT_Name_000065,保护之哮 (3阶段),1,2,0,7,0,0,1,129,20,0,20,0,20,0,0,0,62,0,6,100,0,0,1,1800000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,1,0,50,0,1,0,0,2,3,5,1120,833,1121,833,1,0,1,01_120_001,0,11,SKT_Desc_000065,<TC '240:163:63' Text'和自己队伍成员（莱德）的损害每30分钟减少一次'/>/n<TC '240:163:63' Text'以6%增加.'/>,
144,14,4,团队buff ,SKT_Name_000066,保护之哮 (4阶段),1,2,0,7,0,0,1,129,20,0,20,0,20,0,0,0,100,0,8,100,0,0,1,1800000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,1,0,70,0,1,0,0,2,4,5,1120,833,1121,833,1,0,1,01_120_001,0,11,SKT_Desc_000066,<TC '240:163:63' Text'和自己队伍成员（莱德）的损害每30分钟减少一次'/>/n<TC '240:163:63' Text'以8%增加.'/>,
145,14,5,团队buff ,SKT_Name_000067,保护之哮 (5阶段),1,2,0,7,0,0,1,129,20,0,20,0,20,0,0,0,148,0,10,100,0,0,1,1800000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,1,0,90,0,1,0,0,2,5,5,1120,833,1121,833,1,0,1,01_120_001,0,11,SKT_Desc_000067,<TC '240:163:63' Text'和自己队伍成员（莱德）的损害每30分钟减少一次'/>/n<TC '240:163:63' Text'以10%增加.'/>,
151,15,1, ,SKT_Name_000068,灵魂强击 (1阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,0,0,24,1,170,100,0,510,0,0,0,26000,0,0,161,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,1,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000068,<TC '240:163:63' Text'给攻击对象179的伤害.对方的'/>/n<TC '240:163:63' Text'物理防御度减少152对自己来说危险度增加 .'/>,
152,15,2, ,SKT_Name_000069,灵魂强击 (2阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,0,0,34,1,197,100,0,591,0,0,0,26000,0,0,162,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,2,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000069,<TC '240:163:63' Text'给攻击对象197的伤害.对方的'/>/n<TC '240:163:63' Text'物理防御度以减少165的话对自己来说危险度增加.'/>,
153,15,3, ,SKT_Name_000070,灵魂强击 (3阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,0,0,46,1,229,100,0,687,0,0,0,26000,0,0,163,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,3,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000070,<TC '240:163:63' Text'给攻击对象229的伤害.对方的'/>/n<TC '240:163:63' Text'物理防御度减少179的话对自己来说危险度增加.'/>,
154,15,4, ,SKT_Name_000071,灵魂强击 (4阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,0,0,58,1,262,100,0,786,0,0,0,26000,0,0,164,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,4,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000071,<TC '240:163:63' Text'给攻击对象262的伤害.对方的'/>/n<TC '240:163:63' Text'物理防御度减少193的话对自己来说危险度增加.'/>,
155,15,5, ,SKT_Name_000072,灵魂强击 (5阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,0,0,72,1,297,100,0,891,0,0,0,26000,0,0,165,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,5,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000072,<TC '240:163:63' Text'给攻击对象297的伤害.对方的'/>/n<TC '240:163:63' Text'物理防御度减少208的话对自己来说危险度增加.'/>,
161,16,1, ,SKT_Name_000073,灵魂强击 (1阶段),1,3,0,2,1,0,2,20,0,0,1,0,3,0,0,0,0,1,152,100,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,1,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000073,<TC '240:163:63' Text'物理防御度减少152,
162,16,2, ,SKT_Name_000074,灵魂强击 (2阶段),1,3,0,2,1,0,2,20,0,0,1,0,3,0,0,0,0,1,165,100,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,2,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000074,<TC '240:163:63' Text'物理防御度减少165,
163,16,3, ,SKT_Name_000075,灵魂强击 (3阶段),1,3,0,2,1,0,2,20,0,0,1,0,3,0,0,0,0,1,179,100,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,3,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000075,<TC '240:163:63' Text'物理防御度减少179,
164,16,4, ,SKT_Name_000076,灵魂强击 (4阶段),1,3,0,2,1,0,2,20,0,0,1,0,3,0,0,0,0,1,193,100,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,4,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000076,<TC '240:163:63' Text'物理防御度减少193,
165,16,5, ,SKT_Name_000077,灵魂强击 (5阶段),1,3,0,2,1,0,2,20,0,0,1,0,3,0,0,0,0,1,208,100,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,5,5,1048,1500,1049,1500,1,0,1,01_048_001,0,12,SKT_Desc_000077,<TC '240:163:63' Text'物理防御度减少208,
171,17,1, ,SKT_Name_000078,挑战之吼 (1阶段),1,1,9,0,0,0,1,20,10,0,5,0,10,0,0,0,18,0,110,100,1,1,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,1,5,1164,1667,0,0,0,0,1,01_164_001,0,13,SKT_Desc_000078,<TC '240:163:63' Text'威胁在半径10m以内喊叫的五名敌人 .'/>/n<TC '240:163:63' Text'敌人拥有最高危险度数值为1.1倍的话 自己更有攻击力.'/>,
172,17,2, ,SKT_Name_000079,挑战之吼 (2阶段),1,1,9,0,0,0,1,20,10,0,5,0,10,0,0,0,26,0,115,100,1,1,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,2,5,1164,1667,0,0,0,0,1,01_164_001,0,13,SKT_Desc_000079,<TC '240:163:63' Text'威胁在半径10m以内喊叫的五名敌人.'/>/n<TC '240:163:63' Text'敌人拥有最高危险度数值为1.2倍的话，自己更有攻击力.'/>,
173,17,3, ,SKT_Name_000080,挑战之吼 (3阶段),1,1,9,0,0,0,1,20,10,0,5,0,10,0,0,0,35,0,120,100,1,1,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,3,5,1164,1667,0,0,0,0,1,01_164_001,0,13,SKT_Desc_000080,<TC '240:163:63' Text'威胁在半径10m以内喊叫的五名敌人.'/>/n<TC '240:163:63' Text'敌人拥有最高危险度数值为1.2倍的话，自己更有攻击力.'/>,
174,17,4, ,SKT_Name_000081,挑战之吼 (4阶段),1,1,9,0,0,0,1,20,10,0,5,0,10,0,0,0,44,0,125,100,1,1,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,4,5,1164,1667,0,0,0,0,1,01_164_001,0,13,SKT_Desc_000081,<TC '240:163:63' Text'威胁在半径10m以内喊叫的五名敌人.'/>/n<TC '240:163:63' Text'敌人拥有最高危险度数值为1.25倍的话，自己更有攻击力.'/>,
175,17,5, ,SKT_Name_000082,挑战之吼 (5阶段),1,1,9,0,0,0,1,20,10,0,5,0,10,0,0,0,55,0,130,100,1,1,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,5,5,1164,1667,0,0,0,0,1,01_164_001,0,13,SKT_Desc_000082,<TC '240:163:63' Text'威胁在半径10m以内喊叫的五名敌人.'/>/n<TC '240:163:63' Text'敌人拥有最高危险度数值为1.3倍的话，自己更有攻击力 .'/>,
181,18,1,1阶段技能,SKT_Name_000083,护盾 (1阶段),1,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,19,1,0,100,0,0,1,10000,1,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,1,5,1166,1500,0,0,0,0,1,01_166_001,0,14,SKT_Desc_000083,<TC '240:163:63' Text10秒间全部攻击是1次防御.这效果'/>/n<TC '240:163:63' Text'持续时间或防御回收全都消耗的话就会消失.'/>,
182,18,2,2阶段技能,SKT_Name_000084,护盾 (2阶段),1,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,27,1,0,100,0,0,1,10000,2,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,2,5,1166,1500,0,0,0,0,1,01_166_001,0,14,SKT_Desc_000084,<TC '240:163:63' Text'10秒间全部攻击是2次防御. 这效果'/>/n<TC '240:163:63' Text'持续时间或防御回收全都消耗的话就会消失.'/>,
183,18,3,3阶段技能,SKT_Name_000085,护盾 (3阶段),1,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,36,1,0,100,0,0,1,10000,3,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,3,5,1166,1500,0,0,0,0,1,01_166_001,0,14,SKT_Desc_000085,<TC '240:163:63' Text'10秒间全部攻击是3次防御. 这效果是. ? ???'/>/n<TC '240:163:63' Text'持续时间或防御回收全都消耗的话就会消失.'/>,
184,18,4,4阶段技能,SKT_Name_000086,护盾 (4阶段),1,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,46,1,0,100,0,0,1,10000,4,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,4,5,1166,1500,0,0,0,0,1,01_166_001,0,14,SKT_Desc_000086,<TC '240:163:63' Text'10秒间全部攻击是4次防御. 这效果'/>/n<TC '240:163:63' Text'持续时间或防御回收全都消耗的话就会消失.'/>,
185,18,5,5阶段技能,SKT_Name_000087,护盾 (5阶段),1,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,57,1,0,100,0,0,1,10000,5,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,15,0,1,0,0,2,5,5,1166,1500,0,0,0,0,1,01_166_001,0,14,SKT_Desc_000087,<TC '240:163:63' Text'10秒间全部攻击是5次防御. 这效果'/>/n<TC '240:163:63' Text'持续时间或防御回收全都消耗的话就会消失.'/>,
191,19,1, ,SKT_Name_000088,头部攻击 (1阶段),1,3,1,0,1,0,2,20,0,0,1,0,3,0,0,0,24,1,0,100,0,286,1,2000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,1,5,1044,1167,1045,1167,1,0,1,01_044_001,0,15,SKT_Desc_000088,<TC '240:163:63' Text'挥动盾牌2秒间使对方昏厥.'/>,
192,19,2, ,SKT_Name_000089,头部攻击 (2阶段),1,3,1,0,1,0,2,20,0,0,1,0,3,0,0,0,36,1,0,100,0,571,1,2500,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,2,5,1044,1167,1045,1167,1,0,1,01_044_001,0,15,SKT_Desc_000089,<TC '240:163:63' Text'挥动盾牌2.5秒间使对方昏厥.'/>,
193,19,3, ,SKT_Name_000090,头部攻击 (3阶段),1,3,1,0,1,0,2,20,0,0,1,0,3,0,0,0,48,1,0,100,0,857,1,3000,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,3,5,1044,1167,1045,1167,1,0,1,01_044_001,0,15,SKT_Desc_000090,<TC '240:163:63' Text'挥动盾牌3秒间使对方昏厥.'/>,
194,19,4, ,SKT_Name_000091,头部攻击 (4阶段),1,3,1,0,1,0,2,20,0,0,1,0,3,0,0,0,60,1,0,100,0,1143,1,3500,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,4,5,1044,1167,1045,1167,1,0,1,01_044_001,0,15,SKT_Desc_000091,<TC '240:163:63' Text'挥动盾牌3.5秒间使对方昏厥.'/>,
195,19,5, ,SKT_Name_000092,头部攻击 (5阶段),1,3,1,0,1,0,2,20,0,0,1,0,3,0,0,0,74,1,0,100,0,1429,1,4000,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,30,0,1,0,0,2,5,5,1044,1167,1045,1167,1,0,1,01_044_001,0,15,SKT_Desc_000092,<TC '240:163:63' Text'挥动盾牌4秒间使对方昏厥.'/>,
201,20,1, ,SKT_Name_000093,旋转盾牌 (1阶段),1,3,1,0,1,0,2,20,5,0,3,0,5,0,0,0,32,1,0,100,0,286,1,2000,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,1,5,1044,1167,0,0,0,0,1,01_044_002,0,16,SKT_Desc_000093,<TC '240:163:63' Text'大力挥动盾牌在以5m为半径内的3名敌人在2秒间'/>/n<TC '240:163:63' Text'被昏厥.'/>,
202,20,2, ,SKT_Name_000094,旋转盾牌 (2阶段),1,3,1,0,1,0,2,20,5,0,3,0,5,0,0,0,48,1,0,100,0,571,1,2500,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,2,5,1044,1167,0,0,0,0,1,01_044_002,0,16,SKT_Desc_000094,<TC '240:163:63' Text'大力挥动盾牌在以5m为半径内的3名敌人在2.5秒间'/>/n<TC '240:163:63' Text'被昏厥.'/>,
203,20,3, ,SKT_Name_000095,旋转盾牌 (3阶段),1,3,1,0,1,0,2,20,5,0,4,0,5,0,0,0,64,1,0,100,0,857,1,3000,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,3,5,1044,1167,0,0,0,0,1,01_044_002,0,16,SKT_Desc_000095,<TC '240:163:63' Text'大力挥动盾牌以5m为半径内的4名敌人在3秒间'/>/n<TC '240:163:63' Text'被昏厥.'/>,
204,20,4, ,SKT_Name_000096,旋转盾牌 (4阶段),1,3,1,0,1,0,2,20,5,0,4,0,5,0,0,0,80,1,0,100,0,1143,1,3500,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,4,5,1044,1167,0,0,0,0,1,01_044_002,0,16,SKT_Desc_000096,<TC '240:163:63' Text'大力挥动盾牌以5m为半径内的4名敌人在3.5秒间'/>/n<TC '240:163:63' Text'被昏厥.'/>,
205,20,5, ,SKT_Name_000097,旋转盾牌 (5阶段),1,3,1,0,1,0,2,20,5,0,5,0,5,0,0,0,98,1,0,100,0,1429,1,4000,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,5,5,1044,1167,0,0,0,0,1,01_044_002,0,16,SKT_Desc_000097,<TC '240:163:63' Text'大力挥动盾牌以5m为半径内的5名敌人在4秒间'/>/n<TC '240:163:63' Text'被昏厥.'/>,
211,21,1,2号连击 1技能,SKT_Name_000098,盾牌强击 (1阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,2,0,29,1,212,100,0,371,0,0,0,16000,0,0,221,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,1,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000098,"<TC '240:163:63' Text'用盾牌加击对方的话会有212的损害,'/>/n<TC '240:163:63' Text'对方命中度减少13.'/>",
212,21,2,2号连击 1技能,SKT_Name_000099,盾牌强击 (2阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,2,0,43,1,244,100,0,427,0,0,0,16000,0,0,222,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,2,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000099,"<TC '240:163:63' Text'用盾牌加击对方的话会有244的损害,'/>/n<TC '240:163:63' Text'给对方命中度减少.'/>",
213,21,3,2号连击 1技能,SKT_Name_000100,盾牌强击 (3阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,2,0,57,1,281,100,0,492,0,0,0,16000,0,0,223,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,3,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000100,"<TC '240:163:63' Text'用盾牌加击对方的话会有281的损害,'/>/n<TC '240:163:63' Text'给对方命中度减少16.'/>",
214,21,4,2号连击 1技能,SKT_Name_000101,盾牌强击 (4阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,2,0,72,1,321,100,0,562,0,0,0,16000,0,0,224,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,4,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000101,"<TC '240:163:63' Text'用盾牌加击对方的话会有321的损害,'/>/n<TC '240:163:63' Text'给对方命中度减少17.'/>",
215,21,5,2号连击 1技能,SKT_Name_000102,盾牌强击 (5阶段),1,1,0,0,1,0,2,20,0,0,1,0,3,0,2,0,88,1,361,100,0,632,0,0,0,16000,0,0,225,100,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,5,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000102,"<TC '240:163:63' Text'用盾牌加击对方的话会有361的损害,'/>/n<TC '240:163:63' Text'给对方命中度减少18.'/>",
221,22,1,2号连击 1技能,SKT_Name_000103,盾牌强击 (1阶段),1,3,0,4,1,0,2,20,0,0,1,0,3,0,0,0,0,1,13,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,1,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000103,<TC '240:163:63' Text'命中度减少13'/>,
222,22,2,2号连击 1技能,SKT_Name_000104,盾牌强击 (2阶段),1,3,0,4,1,0,2,20,0,0,1,0,3,0,0,0,0,1,14,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,2,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000104,<TC '240:163:63' Text命中度减少14'/>,
223,22,3,2号连击 1技能,SKT_Name_000105,盾牌强击 (3阶段),1,3,0,4,1,0,2,20,0,0,1,0,3,0,0,0,0,1,16,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,3,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000105,<TC '240:163:63' Text'命中度减少16'/>,
224,22,4,2号连击 1技能,SKT_Name_000106,盾牌强击 (4阶段),1,3,0,4,1,0,2,20,0,0,1,0,3,0,0,0,0,1,17,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,4,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000106,<TC '240:163:63' Text'命中度减少17'/>,
225,22,5,2号连击 1技能,SKT_Name_000107,盾牌强击 (5阶段),1,3,0,4,1,0,2,20,0,0,1,0,3,0,0,0,0,1,18,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,50,0,1,0,0,2,5,5,1106,1667,0,0,0,0,1,01_106_001,0,17,SKT_Desc_000107,<TC '240:163:63' Text'命中度减少18'/>,
231,23,1,1阶段技能,SKT_Name_000108,立盾 (1阶段),1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,43,1,0,100,0,0,1,5000,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,70,0,1,0,0,2,1,5,1120,833,1121,833,1,0,1,01_120_003,0,18,SKT_Desc_000108,<TC '240:163:63' Text'对全部损害和状态异常攻击者而言5秒间建立盾牌'/>/n<TC '240:163:63' Text'可还原.'/>,
232,23,2,2阶段技能,SKT_Name_000109,立盾 (2阶段),1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,63,1,0,100,0,0,1,5500,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,70,0,1,0,0,2,2,5,1120,833,1121,833,1,0,1,01_120_003,0,18,SKT_Desc_000109,<TC '240:163:63' Text'对全部损害和状态异常攻击者而言5.5秒间建立盾牌'/>/n<TC '240:163:63' Text'可还原.'/>,
233,23,3,3阶段技能,SKT_Name_000110,立盾 (3阶段),1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,84,1,0,100,0,0,1,6000,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,70,0,1,0,0,2,3,5,1120,833,1121,833,1,0,1,01_120_003,0,18,SKT_Desc_000110,<TC '240:163:63' Text'对全部损害和状态异常攻击者而言6秒间建立盾牌'/>/n<TC '240:163:63' Text'可还原.'/>,
234,23,4,4阶段技能,SKT_Name_000111,立盾 (4阶段),1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,106,1,0,100,0,0,1,6500,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,70,0,1,0,0,2,4,5,1120,833,1121,833,1,0,1,01_120_003,0,18,SKT_Desc_000111,<TC '240:163:63' Text'对全部损害和状态异常攻击者而言6.5秒间建立盾牌'/>/n<TC '240:163:63' Text'可还原.'/>,
235,23,5,5阶段技能,SKT_Name_000112,立盾 (5阶段),1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,129,1,0,100,0,0,1,7000,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,70,0,1,0,0,2,5,5,1120,833,1121,833,1,0,1,01_120_003,0,18,SKT_Desc_000112,<TC '240:163:63' Text'对全部损害和状态异常攻击者而言7秒间建立盾牌'/>/n<TC '240:163:63' Text'可还原.'/>,
241,24,1,2号连击 2技能,SKT_Name_000113,迅速穿刺 (1阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,2,0,37,1,276,100,0,483,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,2|4,1,0,0,70,0,1,211,0,2,1,5,1108,1167,0,0,0,0,1,01_108_001,0,19,SKT_Desc_000113,<TC '240:163:63' Text'攻击对方的话会有276程度的损害.'/>,
