TID,StatClass,StatPoint,StrPOPMin,StrPOPMax,ConMaxHp,ConHPR,WisMOPMin,WisMOPMax,MenMaxMp,MenMPR,AgilityDP,AgilityAP,AgilityCP
7991,311,1,622,622,7153,311,622,622,3732,311,342,202,286
7992,312,1,624,624,7176,312,624,624,3744,312,343,203,287
7993,313,1,626,626,7199,313,626,626,3756,313,344,203,288
7994,314,1,628,628,7222,314,628,628,3768,314,345,204,289
7995,315,1,630,630,7245,315,630,630,3780,315,347,205,290
7996,316,1,632,632,7268,316,632,632,3792,316,348,205,291
7997,317,1,634,634,7291,317,634,634,3804,317,349,206,292
7998,318,1,636,636,7314,318,636,636,3816,318,350,207,293
7999,319,1,638,638,7337,319,638,638,3828,319,351,207,293
8000,320,1,640,640,7360,320,640,640,3840,320,352,208,294
8001,321,1,642,642,7383,321,642,642,3852,321,353,209,295
8002,322,1,644,644,7406,322,644,644,3864,322,354,209,296
8003,323,1,646,646,7429,323,646,646,3876,323,355,210,297
8004,324,1,648,648,7452,324,648,648,3888,324,356,211,298
8005,325,1,650,650,7475,325,650,650,3900,325,358,211,299
8006,326,1,652,652,7498,326,652,652,3912,326,359,212,300
8007,327,1,654,654,7521,327,654,654,3924,327,360,213,301
8008,328,1,656,656,7544,328,656,656,3936,328,361,213,302
8009,329,1,658,658,7567,329,658,658,3948,329,362,214,303
8010,330,1,660,660,7590,330,660,660,3960,330,363,215,304
8011,331,1,662,662,7613,331,662,662,3972,331,364,215,305
8012,332,1,664,664,7636,332,664,664,3984,332,365,216,305
8013,333,1,666,666,7659,333,666,666,3996,333,366,216,306
8014,334,1,668,668,7682,334,668,668,4008,334,367,217,307
8015,335,1,670,670,7705,335,670,670,4020,335,369,218,308
8016,336,1,672,672,7728,336,672,672,4032,336,370,218,309
8017,337,1,674,674,7751,337,674,674,4044,337,371,219,310
8018,338,1,676,676,7774,338,676,676,4056,338,372,220,311
8019,339,1,678,678,7797,339,678,678,4068,339,373,220,312
8020,340,1,680,680,7820,340,680,680,4080,340,374,221,313
8021,341,1,682,682,7843,341,682,682,4092,341,375,222,314
8022,342,1,684,684,7866,342,684,684,4104,342,376,222,315
8023,343,1,686,686,7889,343,686,686,4116,343,377,223,316
8024,344,1,688,688,7912,344,688,688,4128,344,378,224,316
8025,345,1,690,690,7935,345,690,690,4140,345,380,224,317
8026,346,1,692,692,7958,346,692,692,4152,346,381,225,318
8027,347,1,694,694,7981,347,694,694,4164,347,382,226,319
8028,348,1,696,696,8004,348,696,696,4176,348,383,226,320
8029,349,1,698,698,8027,349,698,698,4188,349,384,227,321
8030,350,1,700,700,8050,350,700,700,4200,350,385,228,322
8031,351,1,702,702,8073,351,702,702,4212,351,386,228,323
8032,352,1,704,704,8096,352,704,704,4224,352,387,229,324
8033,353,1,706,706,8119,353,706,706,4236,353,388,229,325
8034,354,1,708,708,8142,354,708,708,4248,354,389,230,326
8035,355,1,710,710,8165,355,710,710,4260,355,391,231,327
8036,356,1,712,712,8188,356,712,712,4272,356,392,231,328
8037,357,1,714,714,8211,357,714,714,4284,357,393,232,328
8038,358,1,716,716,8234,358,716,716,4296,358,394,233,329
8039,359,1,718,718,8257,359,718,718,4308,359,395,233,330
8040,360,1,720,720,8280,360,720,720,4320,360,396,234,331
8041,361,1,722,722,8303,361,722,722,4332,361,397,235,332
8042,362,1,724,724,8326,362,724,724,4344,362,398,235,333
8043,363,1,726,726,8349,363,726,726,4356,363,399,236,334
8044,364,1,728,728,8372,364,728,728,4368,364,400,237,335
8045,365,1,730,730,8395,365,730,730,4380,365,402,237,336
8046,366,1,732,732,8418,366,732,732,4392,366,403,238,337
8047,367,1,734,734,8441,367,734,734,4404,367,404,239,338
8048,368,1,736,736,8464,368,736,736,4416,368,405,239,339
8049,369,1,738,738,8487,369,738,738,4428,369,406,240,339
8050,370,1,740,740,8510,370,740,740,4440,370,407,241,340
8051,371,1,742,742,8533,371,742,742,4452,371,408,241,341
8052,372,1,744,744,8556,372,744,744,4464,372,409,242,342
8053,373,1,746,746,8579,373,746,746,4476,373,410,242,343
8054,374,1,748,748,8602,374,748,748,4488,374,411,243,344
8055,375,1,750,750,8625,375,750,750,4500,375,413,244,345
8056,376,1,752,752,8648,376,752,752,4512,376,414,244,346
8057,377,1,754,754,8671,377,754,754,4524,377,415,245,347
8058,378,1,756,756,8694,378,756,756,4536,378,416,246,348
8059,379,1,758,758,8717,379,758,758,4548,379,417,246,349
8060,380,1,760,760,8740,380,760,760,4560,380,418,247,350
8061,381,1,762,762,8763,381,762,762,4572,381,419,248,351
8062,382,1,764,764,8786,382,764,764,4584,382,420,248,351
8063,383,1,766,766,8809,383,766,766,4596,383,421,249,352
8064,384,1,768,768,8832,384,768,768,4608,384,422,250,353
8065,385,1,770,770,8855,385,770,770,4620,385,424,250,354
8066,386,1,772,772,8878,386,772,772,4632,386,425,251,355
8067,387,1,774,774,8901,387,774,774,4644,387,426,252,356
8068,388,1,776,776,8924,388,776,776,4656,388,427,252,357
8069,389,1,778,778,8947,389,778,778,4668,389,428,253,358
8070,390,1,780,780,8970,390,780,780,4680,390,429,254,359
8071,391,1,782,782,8993,391,782,782,4692,391,430,254,360
8072,392,1,784,784,9016,392,784,784,4704,392,431,255,361
8073,393,1,786,786,9039,393,786,786,4716,393,432,255,362
8074,394,1,788,788,9062,394,788,788,4728,394,433,256,362
8075,395,1,790,790,9085,395,790,790,4740,395,435,257,363
8076,396,1,792,792,9108,396,792,792,4752,396,436,257,364
8077,397,1,794,794,9131,397,794,794,4764,397,437,258,365
8078,398,1,796,796,9154,398,796,796,4776,398,438,259,366
8079,399,1,798,798,9177,399,798,798,4788,399,439,259,367
8080,400,1,800,800,9200,400,800,800,4800,400,440,260,368
8081,401,1,802,802,9223,401,802,802,4812,401,441,261,369
8082,402,1,804,804,9246,402,804,804,4824,402,442,261,370
8083,403,1,806,806,9269,403,806,806,4836,403,443,262,371
8084,404,1,808,808,9292,404,808,808,4848,404,444,263,372
8085,405,1,810,810,9315,405,810,810,4860,405,446,263,373
8086,406,1,812,812,9338,406,812,812,4872,406,447,264,374
8087,407,1,814,814,9361,407,814,814,4884,407,448,265,374
8088,408,1,816,816,9384,408,816,816,4896,408,449,265,375
8089,409,1,818,818,9407,409,818,818,4908,409,450,266,376
8090,410,1,820,820,9430,410,820,820,4920,410,451,267,377
8091,411,1,822,822,9453,411,822,822,4932,411,452,267,378
8092,412,1,824,824,9476,412,824,824,4944,412,453,268,379
8093,413,1,826,826,9499,413,826,826,4956,413,454,268,380
8094,414,1,828,828,9522,414,828,828,4968,414,455,269,381
8095,415,1,830,830,9545,415,830,830,4980,415,457,270,382
8096,416,1,832,832,9568,416,832,832,4992,416,458,270,383
8097,417,1,834,834,9591,417,834,834,5004,417,459,271,384
8098,418,1,836,836,9614,418,836,836,5016,418,460,272,385
8099,419,1,838,838,9637,419,838,838,5028,419,461,272,385
8100,420,1,840,840,9660,420,840,840,5040,420,462,273,386
8101,421,1,842,842,9683,421,842,842,5052,421,463,274,387
8102,422,1,844,844,9706,422,844,844,5064,422,464,274,388
8103,423,1,846,846,9729,423,846,846,5076,423,465,275,389
8104,424,1,848,848,9752,424,848,848,5088,424,466,276,390
8105,425,1,850,850,9775,425,850,850,5100,425,468,276,391
8106,426,1,852,852,9798,426,852,852,5112,426,469,277,392
8107,427,1,854,854,9821,427,854,854,5124,427,470,278,393
8108,428,1,856,856,9844,428,856,856,5136,428,471,278,394
8109,429,1,858,858,9867,429,858,858,5148,429,472,279,395
8110,430,1,860,860,9890,430,860,860,5160,430,473,280,396
8111,431,1,862,862,9913,431,862,862,5172,431,474,280,397
8112,432,1,864,864,9936,432,864,864,5184,432,475,281,397
8113,433,1,866,866,9959,433,866,866,5196,433,476,281,398
8114,434,1,868,868,9982,434,868,868,5208,434,477,282,399
8115,435,1,870,870,10005,435,870,870,5220,435,479,283,400
8116,436,1,872,872,10028,436,872,872,5232,436,480,283,401
8117,437,1,874,874,10051,437,874,874,5244,437,481,284,402
8118,438,1,876,876,10074,438,876,876,5256,438,482,285,403
8119,439,1,878,878,10097,439,878,878,5268,439,483,285,404
8120,440,1,880,880,10120,440,880,880,5280,440,484,286,405
8121,441,1,882,882,10143,441,882,882,5292,441,485,287,406
8122,442,1,884,884,10166,442,884,884,5304,442,486,287,407
8123,443,1,886,886,10189,443,886,886,5316,443,487,288,408
8124,444,1,888,888,10212,444,888,888,5328,444,488,289,408
8125,445,1,890,890,10235,445,890,890,5340,445,490,289,409
8126,446,1,892,892,10258,446,892,892,5352,446,491,290,410
8127,447,1,894,894,10281,447,894,894,5364,447,492,291,411
8128,448,1,896,896,10304,448,896,896,5376,448,493,291,412
8129,449,1,898,898,10327,449,898,898,5388,449,494,292,413
8130,450,1,900,900,10350,450,900,900,5400,450,495,293,414
8131,451,1,902,902,10373,451,902,902,5412,451,496,293,415
8132,452,1,904,904,10396,452,904,904,5424,452,497,294,416
8133,453,1,906,906,10419,453,906,906,5436,453,498,294,417
8134,454,1,908,908,10442,454,908,908,5448,454,499,295,418
8135,455,1,910,910,10465,455,910,910,5460,455,501,296,419
8136,456,1,912,912,10488,456,912,912,5472,456,502,296,420
8137,457,1,914,914,10511,457,914,914,5484,457,503,297,420
8138,458,1,916,916,10534,458,916,916,5496,458,504,298,421
8139,459,1,918,918,10557,459,918,918,5508,459,505,298,422
8140,460,1,920,920,10580,460,920,920,5520,460,506,299,423
8141,461,1,922,922,10603,461,922,922,5532,461,507,300,424
8142,462,1,924,924,10626,462,924,924,5544,462,508,300,425
8143,463,1,926,926,10649,463,926,926,5556,463,509,301,426
8144,464,1,928,928,10672,464,928,928,5568,464,510,302,427
8145,465,1,930,930,10695,465,930,930,5580,465,512,302,428
8146,466,1,932,932,10718,466,932,932,5592,466,513,303,429
8147,467,1,934,934,10741,467,934,934,5604,467,514,304,430
8148,468,1,936,936,10764,468,936,936,5616,468,515,304,431
8149,469,1,938,938,10787,469,938,938,5628,469,516,305,431
8150,470,1,940,940,10810,470,940,940,5640,470,517,306,432
8151,471,1,942,942,10833,471,942,942,5652,471,518,306,433
8152,472,1,944,944,10856,472,944,944,5664,472,519,307,434
8153,473,1,946,946,10879,473,946,946,5676,473,520,307,435
8154,474,1,948,948,10902,474,948,948,5688,474,521,308,436
8155,475,1,950,950,10925,475,950,950,5700,475,523,309,437
8156,476,1,952,952,10948,476,952,952,5712,476,524,309,438
8157,477,1,954,954,10971,477,954,954,5724,477,525,310,439
8158,478,1,956,956,10994,478,956,956,5736,478,526,311,440
8159,479,1,958,958,11017,479,958,958,5748,479,527,311,441
8160,480,1,960,960,11040,480,960,960,5760,480,528,312,442
8161,481,1,962,962,11063,481,962,962,5772,481,529,313,443
8162,482,1,964,964,11086,482,964,964,5784,482,530,313,443
8163,483,1,966,966,11109,483,966,966,5796,483,531,314,444
8164,484,1,968,968,11132,484,968,968,5808,484,532,315,445
8165,485,1,970,970,11155,485,970,970,5820,485,534,315,446
8166,486,1,972,972,11178,486,972,972,5832,486,535,316,447
8167,487,1,974,974,11201,487,974,974,5844,487,536,317,448
8168,488,1,976,976,11224,488,976,976,5856,488,537,317,449
8169,489,1,978,978,11247,489,978,978,5868,489,538,318,450
8170,490,1,980,980,11270,490,980,980,5880,490,539,319,451
8171,491,1,982,982,11293,491,982,982,5892,491,540,319,452
8172,492,1,984,984,11316,492,984,984,5904,492,541,320,453
8173,493,1,986,986,11339,493,986,986,5916,493,542,320,454
8174,494,1,988,988,11362,494,988,988,5928,494,543,321,454
8175,495,1,990,990,11385,495,990,990,5940,495,545,322,455
8176,496,1,992,992,11408,496,992,992,5952,496,546,322,456
8177,497,1,994,994,11431,497,994,994,5964,497,547,323,457
8178,498,1,996,996,11454,498,996,996,5976,498,548,324,458
8179,499,1,998,998,11477,499,998,998,5988,499,549,324,459
8180,500,1,1000,1000,11500,500,1000,1000,6000,500,550,325,460
