TID,Comment,Group,GroupRate,BoxItem01,BoxItemStack01,DropRate01,BoxItem02,BoxItemStack02,DropRate02,BoxItem03,BoxItemStack03,DropRate03,BoxItem04,BoxItemStack04,DropRate04,BoxItem05,BoxItemStack05,DropRate05,BoxItem06,BoxItemStack06,DropRate06,BoxItem07,BoxItemStack07,DropRate07,BoxItem08,BoxItemStack08,DropRate08,BoxItem09,BoxItemStack09,DropRate09,BoxItem10,BoxItemStack10,DropRate10
2064,Lv20 豪华 箱子(高级) - 脚,2060,7020,2150411,1,1667,2150412,1,3334,2153411,1,5001,2153412,1,6668,2156411,1,8335,2156412,1,10000,,,,,,,,,,,,
2065,Lv20 豪华 箱子(高级) - 斗篷,2060,7488,2160411,1,5000,2160412,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2066,Lv20 豪华 箱子(高级) - 武器,2060,10000,1020811,1,1667,1030811,1,3334,1110811,1,5001,1120811,1,6668,1130811,1,8335,1100811,1,10000,,,,,,,,,,,,
2070,Lv20 珍贵的 箱子(高级) - 头发,2070,1404,2110421,1,1667,2110422,1,3334,2113421,1,5001,2113422,1,6668,2116421,1,8335,2116422,1,10000,,,,,,,,,,,,
2071,Lv20 珍贵的 箱子(高级) - 胸部,2070,2808,2120421,1,1667,2120422,1,3334,2123421,1,5001,2123422,1,6668,2126421,1,8335,2126422,1,10000,,,,,,,,,,,,
2072,Lv20 珍贵的 箱子(高级) - 手,2070,4212,2130421,1,1667,2130422,1,3334,2133421,1,5001,2133422,1,6668,2136421,1,8335,2136422,1,10000,,,,,,,,,,,,
2073,Lv20 珍贵的 箱子(高级) - 腰,2070,5616,2140421,1,1667,2140422,1,3334,2143421,1,5001,2143422,1,6668,2146421,1,8335,2146422,1,10000,,,,,,,,,,,,
2074,Lv20 珍贵的 箱子(高级) - 脚,2070,7020,2150421,1,1667,2150422,1,3334,2153421,1,5001,2153422,1,6668,2156421,1,8335,2156422,1,10000,,,,,,,,,,,,
2075,Lv20 珍贵的 箱子(高级) - 斗篷,2070,7488,2160421,1,5000,2160422,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2076,Lv20 珍贵的 箱子(高级) - 武器,2070,10000,1020821,1,1667,1030821,1,3334,1110821,1,5001,1120821,1,6668,1130821,1,8335,1100821,1,10000,,,,,,,,,,,,
2080,Lv20 特别的箱子(高级) - 头发,2080,1404,2110431,1,1667,2110432,1,3334,2113431,1,5001,2113432,1,6668,2116431,1,8335,2116432,1,10000,,,,,,,,,,,,
2081,Lv20 特别的箱子(高级) - 胸部,2080,2808,2120431,1,1667,2120432,1,3334,2123431,1,5001,2123432,1,6668,2126431,1,8335,2126432,1,10000,,,,,,,,,,,,
2082,Lv20 特别的箱子(高级) - 手,2080,4212,2130431,1,1667,2130432,1,3334,2133431,1,5001,2133432,1,6668,2136431,1,8335,2136432,1,10000,,,,,,,,,,,,
2083,Lv20 特别的箱子(高级) - 腰,2080,5616,2140431,1,1667,2140432,1,3334,2143431,1,5001,2143432,1,6668,2146431,1,8335,2146432,1,10000,,,,,,,,,,,,
2084,Lv20 特别的箱子(高级) - 脚,2080,7020,2150431,1,1667,2150432,1,3334,2153431,1,5001,2153432,1,6668,2156431,1,8335,2156432,1,10000,,,,,,,,,,,,
2085,Lv20 特别的箱子(高级) - 斗篷,2080,7488,2160431,1,5000,2160432,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2086,Lv20 特别的箱子(高级) - 武器,2080,10000,1020831,1,1667,1030831,1,3334,1110831,1,5001,1120831,1,6668,1130831,1,8335,1100831,1,10000,,,,,,,,,,,,
2090,Lv25 豪华 箱子(高级) - 头发,2090,1404,2110511,1,1667,2110512,1,3334,2113511,1,5001,2113512,1,6668,2116511,1,8335,2116512,1,10000,,,,,,,,,,,,
2091,Lv25 豪华 箱子(高级) - 胸部,2090,2808,2120511,1,1667,2120512,1,3334,2123511,1,5001,2123512,1,6668,2126511,1,8335,2126512,1,10000,,,,,,,,,,,,
2092,Lv25 豪华 箱子(高级) - 手,2090,4212,2130511,1,1667,2130512,1,3334,2133511,1,5001,2133512,1,6668,2136511,1,8335,2136512,1,10000,,,,,,,,,,,,
2093,Lv25 豪华 箱子(高级) - 腰,2090,5616,2140511,1,1667,2140512,1,3334,2143511,1,5001,2143512,1,6668,2146511,1,8335,2146512,1,10000,,,,,,,,,,,,
2094,Lv25 豪华 箱子(高级) - 脚,2090,7020,2150511,1,1667,2150512,1,3334,2153511,1,5001,2153512,1,6668,2156511,1,8335,2156512,1,10000,,,,,,,,,,,,
2095,Lv25 豪华 箱子(高级) - 斗篷,2090,7488,2160511,1,5000,2160512,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2096,Lv25 豪华 箱子(高级) - 武器,2090,10000,1021011,1,1667,1031011,1,3334,1111011,1,5001,1121011,1,6668,1131011,1,8335,1101011,1,10000,,,,,,,,,,,,
2100,Lv25 珍贵的 箱子(高级) - 头发,2100,1404,2110521,1,1667,2110522,1,3334,2113521,1,5001,2113522,1,6668,2116521,1,8335,2116522,1,10000,,,,,,,,,,,,
2101,Lv25 珍贵的 箱子(高级) - 胸部,2100,2808,2120521,1,1667,2120522,1,3334,2123521,1,5001,2123522,1,6668,2126521,1,8335,2126522,1,10000,,,,,,,,,,,,
2102,Lv25 珍贵的 箱子(高级) - 手,2100,4212,2130521,1,1667,2130522,1,3334,2133521,1,5001,2133522,1,6668,2136521,1,8335,2136522,1,10000,,,,,,,,,,,,
2103,Lv25 珍贵的 箱子(高级) - 腰,2100,5616,2140521,1,1667,2140522,1,3334,2143521,1,5001,2143522,1,6668,2146521,1,8335,2146522,1,10000,,,,,,,,,,,,
2104,Lv25 珍贵的 箱子(高级) - 脚,2100,7020,2150521,1,1667,2150522,1,3334,2153521,1,5001,2153522,1,6668,2156521,1,8335,2156522,1,10000,,,,,,,,,,,,
2105,Lv25 珍贵的 箱子(高级) - 斗篷,2100,7488,2160521,1,5000,2160522,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2106,Lv25 珍贵的 箱子(高级) - 武器,2100,10000,1021021,1,1667,1031021,1,3334,1111021,1,5001,1121021,1,6668,1131021,1,8335,1101021,1,10000,,,,,,,,,,,,
2110,Lv25 特别的箱子(高级) - 头发,2110,1404,2110531,1,1667,2110532,1,3334,2113531,1,5001,2113532,1,6668,2116531,1,8335,2116532,1,10000,,,,,,,,,,,,
2111,Lv25 特别的箱子(高级) - 胸部,2110,2808,2120531,1,1667,2120532,1,3334,2123531,1,5001,2123532,1,6668,2126531,1,8335,2126532,1,10000,,,,,,,,,,,,
2112,Lv25 特别的箱子(高级) - 手,2110,4212,2130531,1,1667,2130532,1,3334,2133531,1,5001,2133532,1,6668,2136531,1,8335,2136532,1,10000,,,,,,,,,,,,
2113,Lv25 特别的箱子(高级) - 腰,2110,5616,2140531,1,1667,2140532,1,3334,2143531,1,5001,2143532,1,6668,2146531,1,8335,2146532,1,10000,,,,,,,,,,,,
2114,Lv25 特别的箱子(高级) - 脚,2110,7020,2150531,1,1667,2150532,1,3334,2153531,1,5001,2153532,1,6668,2156531,1,8335,2156532,1,10000,,,,,,,,,,,,
2115,Lv25 特别的箱子(高级) - 斗篷,2110,7488,2160531,1,5000,2160532,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2116,Lv25 特别的箱子(高级) - 武器,2110,10000,1021031,1,1667,1031031,1,3334,1111031,1,5001,1121031,1,6668,1131031,1,8335,1101031,1,10000,,,,,,,,,,,,
2120,Lv30 豪华 箱子(高级) - 头发,2120,1404,2110611,1,1667,2110612,1,3334,2113611,1,5001,2113612,1,6668,2116611,1,8335,2116612,1,10000,,,,,,,,,,,,
2121,Lv30 豪华 箱子(高级) - 胸部,2120,2808,2120611,1,1667,2120612,1,3334,2123611,1,5001,2123612,1,6668,2126611,1,8335,2126612,1,10000,,,,,,,,,,,,
2122,Lv30 豪华 箱子(高级) - 手,2120,4212,2130611,1,1667,2130612,1,3334,2133611,1,5001,2133612,1,6668,2136611,1,8335,2136612,1,10000,,,,,,,,,,,,
2123,Lv30 豪华 箱子(高级) - 腰,2120,5616,2140611,1,1667,2140612,1,3334,2143611,1,5001,2143612,1,6668,2146611,1,8335,2146612,1,10000,,,,,,,,,,,,
2124,Lv30 豪华 箱子(高级) - 脚,2120,7020,2150611,1,1667,2150612,1,3334,2153611,1,5001,2153612,1,6668,2156611,1,8335,2156612,1,10000,,,,,,,,,,,,
2125,Lv30 豪华 箱子(高级) - 斗篷,2120,7488,2160611,1,5000,2160612,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2126,Lv30 豪华 箱子(高级) - 武器,2120,10000,1021211,1,1667,1031211,1,3334,1111211,1,5001,1121211,1,6668,1131211,1,8335,1101211,1,10000,,,,,,,,,,,,
2130,Lv30 珍贵的 箱子(高级) - 头发,2130,1404,2110621,1,1667,2110622,1,3334,2113621,1,5001,2113622,1,6668,2116621,1,8335,2116622,1,10000,,,,,,,,,,,,
2131,Lv30 珍贵的 箱子(高级) - 胸部,2130,2808,2120621,1,1667,2120622,1,3334,2123621,1,5001,2123622,1,6668,2126621,1,8335,2126622,1,10000,,,,,,,,,,,,
2132,Lv30 珍贵的 箱子(高级) - 手,2130,4212,2130621,1,1667,2130622,1,3334,2133621,1,5001,2133622,1,6668,2136621,1,8335,2136622,1,10000,,,,,,,,,,,,
2133,Lv30 珍贵的 箱子(高级) - 腰,2130,5616,2140621,1,1667,2140622,1,3334,2143621,1,5001,2143622,1,6668,2146621,1,8335,2146622,1,10000,,,,,,,,,,,,
2134,Lv30 珍贵的 箱子(高级) - 脚,2130,7020,2150621,1,1667,2150622,1,3334,2153621,1,5001,2153622,1,6668,2156621,1,8335,2156622,1,10000,,,,,,,,,,,,
2135,Lv30 珍贵的 箱子(高级) - 斗篷,2130,7488,2160621,1,5000,2160622,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2136,Lv30 珍贵的 箱子(高级) - 武器,2130,10000,1021221,1,1667,1031221,1,3334,1111221,1,5001,1121221,1,6668,1131221,1,8335,1101221,1,10000,,,,,,,,,,,,
2140,Lv30 特别的箱子(高级) - 头发,2140,1404,2110631,1,1667,2110632,1,3334,2113631,1,5001,2113632,1,6668,2116631,1,8335,2116632,1,10000,,,,,,,,,,,,
2141,Lv30 特别的箱子(高级) - 胸部,2140,2808,2120631,1,1667,2120632,1,3334,2123631,1,5001,2123632,1,6668,2126631,1,8335,2126632,1,10000,,,,,,,,,,,,
2142,Lv30 特别的箱子(高级) - 手,2140,4212,2130631,1,1667,2130632,1,3334,2133631,1,5001,2133632,1,6668,2136631,1,8335,2136632,1,10000,,,,,,,,,,,,
2143,Lv30 特别的箱子(高级) - 腰,2140,5616,2140631,1,1667,2140632,1,3334,2143631,1,5001,2143632,1,6668,2146631,1,8335,2146632,1,10000,,,,,,,,,,,,
2144,Lv30 特别的箱子(高级) - 脚,2140,7020,2150631,1,1667,2150632,1,3334,2153631,1,5001,2153632,1,6668,2156631,1,8335,2156632,1,10000,,,,,,,,,,,,
2145,Lv30 特别的箱子(高级) - 斗篷,2140,7488,2160631,1,5000,2160632,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2146,Lv30 特别的箱子(高级) - 武器,2140,10000,1021231,1,1667,1031231,1,3334,1111231,1,5001,1121231,1,6668,1131231,1,8335,1101231,1,10000,,,,,,,,,,,,
2150,Lv35 豪华 箱子(高级) - 头发,2150,1404,2110711,1,1667,2110712,1,3334,2113711,1,5001,2113712,1,6668,2116711,1,8335,2116712,1,10000,,,,,,,,,,,,
2151,Lv35 豪华 箱子(高级) - 胸部,2150,2808,2120711,1,1667,2120712,1,3334,2123711,1,5001,2123712,1,6668,2126711,1,8335,2126712,1,10000,,,,,,,,,,,,
2152,Lv35 豪华 箱子(高级) - 手,2150,4212,2130711,1,1667,2130712,1,3334,2133711,1,5001,2133712,1,6668,2136711,1,8335,2136712,1,10000,,,,,,,,,,,,
2153,Lv35 豪华 箱子(高级) - 腰,2150,5616,2140711,1,1667,2140712,1,3334,2143711,1,5001,2143712,1,6668,2146711,1,8335,2146712,1,10000,,,,,,,,,,,,
2154,Lv35 豪华 箱子(高级) - 脚,2150,7020,2150711,1,1667,2150712,1,3334,2153711,1,5001,2153712,1,6668,2156711,1,8335,2156712,1,10000,,,,,,,,,,,,
2155,Lv35 豪华 箱子(高级) - 斗篷,2150,7488,2160711,1,5000,2160712,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2156,Lv35 豪华 箱子(高级) - 武器,2150,10000,1021411,1,1667,1031411,1,3334,1111411,1,5001,1121411,1,6668,1131411,1,8335,1101411,1,10000,,,,,,,,,,,,
2160,Lv35 珍贵的 箱子(高级) - 头发,2160,1404,2110721,1,1667,2110722,1,3334,2113721,1,5001,2113722,1,6668,2116721,1,8335,2116722,1,10000,,,,,,,,,,,,
2161,Lv35 珍贵的 箱子(高级) - 胸部,2160,2808,2120721,1,1667,2120722,1,3334,2123721,1,5001,2123722,1,6668,2126721,1,8335,2126722,1,10000,,,,,,,,,,,,
2162,Lv35 珍贵的 箱子(高级) - 手,2160,4212,2130721,1,1667,2130722,1,3334,2133721,1,5001,2133722,1,6668,2136721,1,8335,2136722,1,10000,,,,,,,,,,,,
2163,Lv35 珍贵的 箱子(高级) - 腰,2160,5616,2140721,1,1667,2140722,1,3334,2143721,1,5001,2143722,1,6668,2146721,1,8335,2146722,1,10000,,,,,,,,,,,,
2164,Lv35 珍贵的 箱子(高级) - 脚,2160,7020,2150721,1,1667,2150722,1,3334,2153721,1,5001,2153722,1,6668,2156721,1,8335,2156722,1,10000,,,,,,,,,,,,
2165,Lv35 珍贵的 箱子(高级) - 斗篷,2160,7488,2160721,1,5000,2160722,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2166,Lv35 珍贵的 箱子(高级) - 武器,2160,10000,1021421,1,1667,1031421,1,3334,1111421,1,5001,1121421,1,6668,1131421,1,8335,1101421,1,10000,,,,,,,,,,,,
2170,Lv35 特别的箱子(高级) - 头发,2170,1404,2110731,1,1667,2110732,1,3334,2113731,1,5001,2113732,1,6668,2116731,1,8335,2116732,1,10000,,,,,,,,,,,,
2171,Lv35 特别的箱子(高级) - 胸部,2170,2808,2120731,1,1667,2120732,1,3334,2123731,1,5001,2123732,1,6668,2126731,1,8335,2126732,1,10000,,,,,,,,,,,,
2172,Lv35 特别的箱子(高级) - 手,2170,4212,2130731,1,1667,2130732,1,3334,2133731,1,5001,2133732,1,6668,2136731,1,8335,2136732,1,10000,,,,,,,,,,,,
2173,Lv35 特别的箱子(高级) - 腰,2170,5616,2140731,1,1667,2140732,1,3334,2143731,1,5001,2143732,1,6668,2146731,1,8335,2146732,1,10000,,,,,,,,,,,,
2174,Lv35 特别的箱子(高级) - 脚,2170,7020,2150731,1,1667,2150732,1,3334,2153731,1,5001,2153732,1,6668,2156731,1,8335,2156732,1,10000,,,,,,,,,,,,
2175,Lv35 特别的箱子(高级) - 斗篷,2170,7488,2160731,1,5000,2160732,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2176,Lv35 特别的箱子(高级) - 武器,2170,10000,1021431,1,1667,1031431,1,3334,1111431,1,5001,1121431,1,6668,1131431,1,8335,1101431,1,10000,,,,,,,,,,,,
2180,Lv40 豪华 箱子(高级) - 头发,2180,1404,2110911,1,1667,2110912,1,3334,2113911,1,5001,2113912,1,6668,2116911,1,8335,2116912,1,10000,,,,,,,,,,,,
2181,Lv40 豪华 箱子(高级) - 胸部,2180,2808,2120911,1,1667,2120912,1,3334,2123911,1,5001,2123912,1,6668,2126911,1,8335,2126912,1,10000,,,,,,,,,,,,
2182,Lv40 豪华 箱子(高级) - 手,2180,4212,2130911,1,1667,2130912,1,3334,2133911,1,5001,2133912,1,6668,2136911,1,8335,2136912,1,10000,,,,,,,,,,,,
2183,Lv40 豪华 箱子(高级) - 腰,2180,5616,2140911,1,1667,2140912,1,3334,2143911,1,5001,2143912,1,6668,2146911,1,8335,2146912,1,10000,,,,,,,,,,,,
2184,Lv40 豪华 箱子(高级) - 脚,2180,7020,2150911,1,1667,2150912,1,3334,2153911,1,5001,2153912,1,6668,2156911,1,8335,2156912,1,10000,,,,,,,,,,,,
2185,Lv40 豪华 箱子(高级) - 斗篷,2180,7488,2160911,1,5000,2160912,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2186,Lv40 豪华 箱子(高级) - 武器,2180,10000,1021611,1,1667,1031611,1,3334,1111611,1,5001,1121611,1,6668,1131611,1,8335,1101611,1,10000,,,,,,,,,,,,
2190,Lv40 珍贵的 箱子(高级) - 头发,2190,1404,2110921,1,1667,2110922,1,3334,2113921,1,5001,2113922,1,6668,2116921,1,8335,2116922,1,10000,,,,,,,,,,,,
2191,Lv40 珍贵的 箱子(高级) - 胸部,2190,2808,2120921,1,1667,2120922,1,3334,2123921,1,5001,2123922,1,6668,2126921,1,8335,2126922,1,10000,,,,,,,,,,,,
2192,Lv40 珍贵的 箱子(高级) - 手,2190,4212,2130921,1,1667,2130922,1,3334,2133921,1,5001,2133922,1,6668,2136921,1,8335,2136922,1,10000,,,,,,,,,,,,
2193,Lv40 珍贵的 箱子(高级) - 腰,2190,5616,2140921,1,1667,2140922,1,3334,2143921,1,5001,2143922,1,6668,2146921,1,8335,2146922,1,10000,,,,,,,,,,,,
2194,Lv40 珍贵的 箱子(高级) - 脚,2190,7020,2150921,1,1667,2150922,1,3334,2153921,1,5001,2153922,1,6668,2156921,1,8335,2156922,1,10000,,,,,,,,,,,,
2195,Lv40 珍贵的 箱子(高级) - 斗篷,2190,7488,2160921,1,5000,2160922,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2196,Lv40 珍贵的 箱子(高级) - 武器,2190,10000,1021621,1,1667,1031621,1,3334,1111621,1,5001,1121621,1,6668,1131621,1,8335,1101621,1,10000,,,,,,,,,,,,
2200,Lv40 特别的箱子(高级) - 头发,2200,1404,2110931,1,1667,2110932,1,3334,2113931,1,5001,2113932,1,6668,2116931,1,8335,2116932,1,10000,,,,,,,,,,,,
2201,Lv40 特别的箱子(高级) - 胸部,2200,2808,2120931,1,1667,2120932,1,3334,2123931,1,5001,2123932,1,6668,2126931,1,8335,2126932,1,10000,,,,,,,,,,,,
2202,Lv40 特别的箱子(高级) - 手,2200,4212,2130931,1,1667,2130932,1,3334,2133931,1,5001,2133932,1,6668,2136931,1,8335,2136932,1,10000,,,,,,,,,,,,
2203,Lv40 特别的箱子(高级) - 腰,2200,5616,2140931,1,1667,2140932,1,3334,2143931,1,5001,2143932,1,6668,2146931,1,8335,2146932,1,10000,,,,,,,,,,,,
2204,Lv40 特别的箱子(高级) - 脚,2200,7020,2150931,1,1667,2150932,1,3334,2153931,1,5001,2153932,1,6668,2156931,1,8335,2156932,1,10000,,,,,,,,,,,,
2205,Lv40 特别的箱子(高级) - 斗篷,2200,7488,2160931,1,5000,2160932,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2206,Lv40 特别的箱子(高级) - 武器,2200,10000,1021631,1,1667,1031631,1,3334,1111631,1,5001,1121631,1,6668,1131631,1,8335,1101631,1,10000,,,,,,,,,,,,
2210,Lv42 豪华 箱子(高级) - 头发,2210,1404,2111011,1,1667,2111012,1,3334,2114011,1,5001,2114012,1,6668,2117011,1,8335,2117012,1,10000,,,,,,,,,,,,
2211,Lv42 豪华 箱子(高级) - 胸部,2210,2808,2121011,1,1667,2121012,1,3334,2124011,1,5001,2124012,1,6668,2127011,1,8335,2127012,1,10000,,,,,,,,,,,,
2212,Lv42 豪华 箱子(高级) - 手,2210,4212,2131011,1,1667,2131012,1,3334,2134011,1,5001,2134012,1,6668,2137011,1,8335,2137012,1,10000,,,,,,,,,,,,
2213,Lv42 豪华 箱子(高级) - 腰,2210,5616,2141011,1,1667,2141012,1,3334,2144011,1,5001,2144012,1,6668,2147011,1,8335,2147012,1,10000,,,,,,,,,,,,
2214,Lv42 豪华 箱子(高级) - 脚,2210,7020,2151011,1,1667,2151012,1,3334,2154011,1,5001,2154012,1,6668,2157011,1,8335,2157012,1,10000,,,,,,,,,,,,
2215,Lv42 豪华 箱子(高级) - 斗篷,2210,7488,2161011,1,5000,2161012,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2216,Lv42 豪华 箱子(高级) - 武器,2210,10000,1021711,1,1667,1031711,1,3334,1111711,1,5001,1121711,1,6668,1131711,1,8335,1101711,1,10000,,,,,,,,,,,,
2220,Lv42 珍贵的 箱子(高级) - 头发,2220,1404,2111021,1,1667,2111022,1,3334,2114021,1,5001,2114022,1,6668,2117021,1,8335,2117022,1,10000,,,,,,,,,,,,
2221,Lv42 珍贵的 箱子(高级) - 胸部,2220,2808,2121021,1,1667,2121022,1,3334,2124021,1,5001,2124022,1,6668,2127021,1,8335,2127022,1,10000,,,,,,,,,,,,
2222,Lv42 珍贵的 箱子(高级) - 手,2220,4212,2131021,1,1667,2131022,1,3334,2134021,1,5001,2134022,1,6668,2137021,1,8335,2137022,1,10000,,,,,,,,,,,,
2223,Lv42 珍贵的 箱子(高级) - 腰,2220,5616,2141021,1,1667,2141022,1,3334,2144021,1,5001,2144022,1,6668,2147021,1,8335,2147022,1,10000,,,,,,,,,,,,
2224,Lv42 珍贵的 箱子(高级) - 脚,2220,7020,2151021,1,1667,2151022,1,3334,2154021,1,5001,2154022,1,6668,2157021,1,8335,2157022,1,10000,,,,,,,,,,,,
2225,Lv42 珍贵的 箱子(高级) - 斗篷,2220,7488,2161021,1,5000,2161022,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2226,Lv42 珍贵的 箱子(高级) - 武器,2220,10000,1021721,1,1667,1031721,1,3334,1111721,1,5001,1121721,1,6668,1131721,1,8335,1101721,1,10000,,,,,,,,,,,,
2230,Lv42 特别的箱子(高级) - 头发,2230,1404,2111031,1,1667,2111032,1,3334,2114031,1,5001,2114032,1,6668,2117031,1,8335,2117032,1,10000,,,,,,,,,,,,
2231,Lv42 特别的箱子(高级) - 胸部,2230,2808,2121031,1,1667,2121032,1,3334,2124031,1,5001,2124032,1,6668,2127031,1,8335,2127032,1,10000,,,,,,,,,,,,
2232,Lv42 特别的箱子(高级) - 手,2230,4212,2131031,1,1667,2131032,1,3334,2134031,1,5001,2134032,1,6668,2137031,1,8335,2137032,1,10000,,,,,,,,,,,,
2233,Lv42 特别的箱子(高级) - 腰,2230,5616,2141031,1,1667,2141032,1,3334,2144031,1,5001,2144032,1,6668,2147031,1,8335,2147032,1,10000,,,,,,,,,,,,
2234,Lv42 特别的箱子(高级) - 脚,2230,7020,2151031,1,1667,2151032,1,3334,2154031,1,5001,2154032,1,6668,2157031,1,8335,2157032,1,10000,,,,,,,,,,,,
2235,Lv42 特别的箱子(高级) - 斗篷,2230,7488,2161031,1,5000,2161032,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2236,Lv42 特别的箱子(高级) - 武器,2230,10000,1021731,1,1667,1031731,1,3334,1111731,1,5001,1121731,1,6668,1131731,1,8335,1101731,1,10000,,,,,,,,,,,,
2240,Lv45 豪华 箱子(高级) - 头发,2240,1404,2111111,1,1667,2111112,1,3334,2114111,1,5001,2114112,1,6668,2117111,1,8335,2117112,1,10000,,,,,,,,,,,,
2241,Lv45 豪华 箱子(高级) - 胸部,2240,2808,2121111,1,1667,2121112,1,3334,2124111,1,5001,2124112,1,6668,2127111,1,8335,2127112,1,10000,,,,,,,,,,,,
2242,Lv45 豪华 箱子(高级) - 手,2240,4212,2131111,1,1667,2131112,1,3334,2134111,1,5001,2134112,1,6668,2137111,1,8335,2137112,1,10000,,,,,,,,,,,,
2243,Lv45 豪华 箱子(高级) - 腰,2240,5616,2141111,1,1667,2141112,1,3334,2144111,1,5001,2144112,1,6668,2147111,1,8335,2147112,1,10000,,,,,,,,,,,,
2244,Lv45 豪华 箱子(高级) - 脚,2240,7020,2151111,1,1667,2151112,1,3334,2154111,1,5001,2154112,1,6668,2157111,1,8335,2157112,1,10000,,,,,,,,,,,,
2245,Lv45 豪华 箱子(高级) - 斗篷,2240,7488,2161111,1,5000,2161112,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2246,Lv45 豪华 箱子(高级) - 武器,2240,10000,1021811,1,1667,1031811,1,3334,1111811,1,5001,1121811,1,6668,1131811,1,8335,1101811,1,10000,,,,,,,,,,,,
2250,Lv45 珍贵的 箱子(高级) - 头发,2250,1404,2111121,1,1667,2111122,1,3334,2114121,1,5001,2114122,1,6668,2117121,1,8335,2117122,1,10000,,,,,,,,,,,,
2251,Lv45 珍贵的 箱子(高级) - 胸部,2250,2808,2121121,1,1667,2121122,1,3334,2124121,1,5001,2124122,1,6668,2127121,1,8335,2127122,1,10000,,,,,,,,,,,,
2252,Lv45 珍贵的 箱子(高级) - 手,2250,4212,2131121,1,1667,2131122,1,3334,2134121,1,5001,2134122,1,6668,2137121,1,8335,2137122,1,10000,,,,,,,,,,,,
2253,Lv45 珍贵的 箱子(高级) - 腰,2250,5616,2141121,1,1667,2141122,1,3334,2144121,1,5001,2144122,1,6668,2147121,1,8335,2147122,1,10000,,,,,,,,,,,,
2254,Lv45 珍贵的 箱子(高级) - 脚,2250,7020,2151121,1,1667,2151122,1,3334,2154121,1,5001,2154122,1,6668,2157121,1,8335,2157122,1,10000,,,,,,,,,,,,
2255,Lv45 珍贵的 箱子(高级) - 斗篷,2250,7488,2161121,1,5000,2161122,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2256,Lv45 珍贵的 箱子(高级) - 武器,2250,10000,1021821,1,1667,1031821,1,3334,1111821,1,5001,1121821,1,6668,1131821,1,8335,1101821,1,10000,,,,,,,,,,,,
2260,Lv45 特别的箱子(高级) - 头发,2260,1404,2111131,1,1667,2111132,1,3334,2114131,1,5001,2114132,1,6668,2117131,1,8335,2117132,1,10000,,,,,,,,,,,,
2261,Lv45 特别的箱子(高级) - 胸部,2260,2808,2121131,1,1667,2121132,1,3334,2124131,1,5001,2124132,1,6668,2127131,1,8335,2127132,1,10000,,,,,,,,,,,,
2262,Lv45 特别的箱子(高级) - 手,2260,4212,2131131,1,1667,2131132,1,3334,2134131,1,5001,2134132,1,6668,2137131,1,8335,2137132,1,10000,,,,,,,,,,,,
2263,Lv45 特别的箱子(高级) - 腰,2260,5616,2141131,1,1667,2141132,1,3334,2144131,1,5001,2144132,1,6668,2147131,1,8335,2147132,1,10000,,,,,,,,,,,,
2264,Lv45 特别的箱子(高级) - 脚,2260,7020,2151131,1,1667,2151132,1,3334,2154131,1,5001,2154132,1,6668,2157131,1,8335,2157132,1,10000,,,,,,,,,,,,
2265,Lv45 特别的箱子(高级) - 斗篷,2260,7488,2161131,1,5000,2161132,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
2266,Lv45 特别的箱子(高级) - 武器,2260,10000,1021831,1,1667,1031831,1,3334,1111831,1,5001,1121831,1,6668,1131831,1,8335,1101831,1,10000,,,,,,,,,,,,
3000,Lv10 豪华 箱子(破坏) - 头发,3000,1404,2410211,1,1667,2410212,1,3334,2413211,1,5001,2413212,1,6668,2416211,1,8335,2416212,1,10000,,,,,,,,,,,,
3001,Lv10 豪华 箱子(破坏) - 胸部,3000,2808,2420211,1,1667,2420212,1,3334,2423211,1,5001,2423212,1,6668,2426211,1,8335,2426212,1,10000,,,,,,,,,,,,
3002,Lv10 豪华 箱子(破坏) - 手,3000,4212,2430211,1,1667,2430212,1,3334,2433211,1,5001,2433212,1,6668,2436211,1,8335,2436212,1,10000,,,,,,,,,,,,
3003,Lv10 豪华 箱子(破坏) - 腰,3000,5616,2440211,1,1667,2440212,1,3334,2443211,1,5001,2443212,1,6668,2446211,1,8335,2446212,1,10000,,,,,,,,,,,,
