TID,Comment,EngName,LocalName,Type,Kind,Property,Level,Grade,Race,Gender,LimitLevel,LimitSTR,LimitCON,LimitWIS,LimitMEN,LimitAgility,LimitMainWeapon,LimitFamePointTID,ReqWeaponLevel,PenaltyRate,Area,PowerRangeMax,RelativeClass,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,SetTID,CoolTime,UseSkillTID,LearnSkillTID,SocketTID,Socket,CashSocket,RecipeTID,EnchantTID,EnchantStepMax,SeedOption,Cash,SpecialTID,SpecialValue,AlchemyValue,AlchemyTID,MixTID,BreakTID,BoxTID,QuestTID,SalePrice,PurchasePrice,SaleFamePoint,PurchaseFamePoint,ReqMedalKind,SaleMedal,PurchaseMedal,ItemRestrict,StackCount,MaxCount,Consume,BindType,UnBindCount,Stoppable,MaxDurability,MinDurability,Crash,DecreationDurability,Repairable,ItemMeshLeft,ItemMeshRight,ItemMeshScale,UseEffect,UseSound,TreeDeps_01,TreeDeps_02,ItemIcon,EngDesc,LocalDesc
51, 测试用,ITM_Name_000041,艾林河lv35箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,41,0,0,0,0,300,3,3,30,0,99,0,1,0,0,0,0,0,0,0,0,,p_w_oswd_01_rgt_lod.nif|p_w_oswd_01_rgt_lod.nif,,,,5,5,20028,ITM_Desc_000041,说明:这是艾林河30级马甲防具物品的箱子./n双击鼠标使用
52, 测试用,ITM_Name_000042,艾林河lv40箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,42,0,0,0,0,300,3,3,30,0,99,0,1,0,0,0,0,0,0,0,0,,p_w_oswd_01_rgt_lod.nif|p_w_oswd_01_rgt_lod.nif,,,,5,5,20028,ITM_Desc_000042,说明:这是艾林河30级马甲防具物品的箱子./n双击鼠标使用
53, 测试用,ITM_Name_000043,戴穆里申lv30箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,43,0,0,0,0,300,3,3,30,0,99,0,1,0,0,0,0,0,0,0,0,,p_w_oswd_01_rgt_lod.nif|p_w_oswd_01_rgt_lod.nif,,,,5,5,20028,ITM_Desc_000043,说明:这是艾林河30级马甲防具物品的箱子./n双击鼠标使用
54, 测试用,ITM_Name_000044,戴穆里申lv35箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,44,0,0,0,0,300,3,3,30,0,99,0,1,0,0,0,0,0,0,0,0,,p_w_oswd_01_rgt_lod.nif|p_w_oswd_01_rgt_lod.nif,,,,5,5,20028,ITM_Desc_000044,说明:这是艾林河30级马甲防具物品的箱子./n双击鼠标使用
55, 测试用,ITM_Name_000045,戴穆里申lv40箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,45,0,0,0,0,300,3,3,30,0,99,0,1,0,0,0,0,0,0,0,0,,p_w_oswd_01_rgt_lod.nif|p_w_oswd_01_rgt_lod.nif,,,,5,5,20028,ITM_Desc_000045,说明:这是艾林河30级马甲防具物品的箱子./n双击鼠标使用
70, 测试用战场,ITM_Name_000046,艾林河Lv.40武器/首饰箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,100,100,1,1,10,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000046,说明:这是艾林河30级武器物品的箱子./n双击鼠标使用
71, 测试用战场,ITM_Name_000047,戴穆里申Lv.40武器/首饰箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,2,0,0,0,0,200,2,2,20,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000047,说明:这是戴穆里申30级武器物品的箱子./n双击鼠标使用
80, 测试用战场,ITM_Name_000048,艾林河Lv.40马甲箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,3,0,0,0,0,300,3,3,30,0,99,0,1,0,0,0,0,0,0,0,0,,p_w_oswd_01_rgt_lod.nif|p_w_oswd_01_rgt_lod.nif,,,,5,5,20028,ITM_Desc_000048,说明:这是艾林河30级马甲防具物品的箱子./n双击鼠标使用
81, 测试用战场,ITM_Name_000049,艾林河Lv.40轻甲箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,4,0,0,0,0,0,4,4,40,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000049,说明:这是艾林河30级轻甲防具物品的箱子./n双击鼠标使用
82, 测试用战场,ITM_Name_000050,艾林河Lv.40重甲箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,5,0,0,0,0,0,5,5,50,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000050,说明:这是艾林河30级中甲防具物品箱子./n双击鼠标使用
90, 测试用战场,ITM_Name_000051,戴穆里申Lv.40马甲箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,6,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000051,说明:这是戴穆里申30级马甲防具物品箱子./n双击鼠标使用
91, 测试用战场,ITM_Name_000052,戴穆里申Lv.40轻甲箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,7,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000052,说明:这是戴穆里申30级轻甲防具物品的箱子./n双击鼠标使用
92, 测试用战场,ITM_Name_000053,戴穆里申Lv.40重甲箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,8,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000053,说明:这是戴穆里申30级中甲防具物品的箱子./n双击鼠标使用
93, 测试用战场,ITM_Name_000054,艾林河Lv.40箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,20,0,0,0,100,100,1,1,10,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000054,说明:艾林河30级装备箱子/n双击鼠标使用
94, 测试用战场,ITM_Name_000055,戴穆里申Lv.40箱子,11,2,0,1,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,21,0,0,0,100,100,1,1,10,0,99,0,1,0,0,0,0,0,0,0,0,,,,,,5,5,20028,ITM_Desc_000055,说明:戴穆里申30级装备箱子/n双击鼠标使用
100, 定制(长枪),ITM_Name_000056,盾牌,3,0,0,47,4,2|4,0,47,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_w_shle_09_lft_lod.nif|p_w_shle_09_lft_lod.nif,,,,,1,1,760,ITM_Desc_000056,
101, 定制(长枪),ITM_Name_000057,长枪,3,1,0,47,4,2|4,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,p_w_lanc_09_all_lod.nif|p_w_lanc_09_all_lod.nif,,,,1,2,10,ITM_Desc_000057,
102, 定制(长枪),ITM_Name_000058,重甲头盔,1,1,0,40,3,2|4,0,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_c_m_helm_lod.nif|p_o_05_c_m_helm_lod.nif,p_m_05_c_f_helm_lod.nif|p_o_05_c_f_helm_lod.nif,,,,2,1,16215,ITM_Desc_000058,
103, 定制(长枪),ITM_Name_000059,重甲铠甲,1,2,0,40,3,2|4,0,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_c_m_body_lod.nif|p_o_05_c_m_body_lod.nif,p_m_05_c_f_body_lod.nif|p_o_05_c_f_body_lod.nif,,,,2,2,16515,ITM_Desc_000059,
104, 定制(长枪),ITM_Name_000060,重甲装甲,1,3,0,41,3,2|4,0,41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_c_m_hand_lod.nif|p_o_05_c_m_hand_lod.nif,p_m_05_c_f_hand_lod.nif|p_o_05_c_f_hand_lod.nif,,,,2,3,16815,ITM_Desc_000060,
105, 定制(长枪),ITM_Name_000061,重甲腰带,1,4,0,40,3,2|4,0,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,4,17115,ITM_Desc_000061,
106, 定制(长枪),ITM_Name_000062,重甲长靴,1,5,0,41,3,2|4,0,41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_c_m_foot_lod.nif|p_o_05_c_m_foot_lod.nif,p_m_05_c_f_foot_lod.nif|p_o_05_c_f_foot_lod.nif,,,,2,5,17415,ITM_Desc_000062,
107, 定制(长枪),ITM_Name_000063,披风1,1,6,0,36,3,2|4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_04_c_m_cape_lod.bif|p_o_04_c_m_cape_lod.bif,p_m_04_c_f_cape_lod.bif|p_o_04_c_f_cape_lod.bif,,,,2,6,17512,ITM_Desc_000063,
108, 定制(长枪),ITM_Name_000064,披风2,1,6,0,36,1,2|4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_04_a_m_cape_lod.bif|p_o_04_a_m_cape_lod.bif,p_m_04_a_f_cape_lod.bif|p_o_04_a_f_cape_lod.bif,,,,2,6,17510,ITM_Desc_000064,
109, 定制(长枪),ITM_Name_000065,披风3,1,6,0,36,2,2|4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_04_b_m_cape_lod.bif|p_o_04_b_m_cape_lod.bif,p_m_04_b_f_cape_lod.bif|p_o_04_b_f_cape_lod.bif,,,,2,6,17511,ITM_Desc_000065,
111, 定制(手杖),ITM_Name_000066,手杖,3,2,0,42,3,1|3,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,p_w_tstf_08_all_lod.nif|p_w_tstf_08_all_lod.nif,,,,1,3,1009,ITM_Desc_000066,
112, 定制(手杖),ITM_Name_000067,马甲头盔,1,1,0,35,3,1|3,0,35,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_i_m_helm_lod.nif|p_d_04_i_m_helm_lod.nif,p_h_04_i_f_helm_lod.nif|p_d_04_i_f_helm_lod.nif,,,,2,1,10012,ITM_Desc_000067,
113, 定制(手杖),ITM_Name_000068,马甲护胸,1,2,0,35,3,1|3,0,35,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_i_m_body_lod.nif|p_d_04_i_m_body_lod.nif,p_h_04_i_f_body_lod.nif|p_d_04_i_f_body_lod.nif,,,,2,2,10312,ITM_Desc_000068,
114, 定制(手杖),ITM_Name_000069,马甲护手,1,3,0,36,3,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_i_m_hand_lod.nif|p_d_04_i_m_hand_lod.nif,p_h_04_i_f_hand_lod.nif|p_d_04_i_f_hand_lod.nif,,,,2,3,10604,ITM_Desc_000069,
115, 定制(手杖),ITM_Name_000070,马甲腰带,1,4,0,36,3,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,4,10904,ITM_Desc_000070,
116, 定制(手杖),ITM_Name_000071,马甲护脚,1,5,0,36,3,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_i_m_foot_lod.nif|p_d_04_i_m_foot_lod.nif,p_h_04_i_f_foot_lod.nif|p_d_04_i_f_foot_lod.nif,,,,2,5,11204,ITM_Desc_000071,
117, 定制(手杖),ITM_Name_000072,披风1,1,6,0,36,3,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_c_m_cape_lod.bif|p_d_04_c_m_cape_lod.bif,p_h_04_c_f_cape_lod.bif|p_d_04_c_f_cape_lod.bif,,,,2,6,11512,ITM_Desc_000072,
118, 定制(手杖),ITM_Name_000073,披风2,1,6,0,36,1,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_a_m_cape_lod.bif|p_d_04_a_m_cape_lod.bif,p_h_04_a_f_cape_lod.bif|p_d_04_a_f_cape_lod.bif,,,,2,6,11510,ITM_Desc_000073,
119, 定制(手杖),ITM_Name_000074,披风3,1,6,0,36,2,1|3,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_h_04_b_m_cape_lod.bif|p_d_04_b_m_cape_lod.bif,p_h_04_b_f_cape_lod.bif|p_d_04_b_f_cape_lod.bif,,,,2,6,11511,ITM_Desc_000074,
121, 定制(斧头),ITM_Name_000075,斧子,3,3,0,32,3,4,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_w_taxe_06_all_lod.nif,,,,,1,4,1507,ITM_Desc_000075,
122, 定制(斧头),ITM_Name_000076,重甲头盔,1,1,0,35,3,4,0,35,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_o_04_c_m_helm_lod.nif,p_o_04_c_f_helm_lod.nif,,,,2,1,16212,ITM_Desc_000076,
123, 定制(斧头),ITM_Name_000077,重甲铠甲,1,2,0,35,3,4,0,35,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_o_04_c_m_body_lod.nif,p_o_04_c_f_body_lod.nif,,,,2,2,16512,ITM_Desc_000077,
124, 定制(斧头),ITM_Name_000078,重甲装甲,1,3,0,36,3,4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_o_04_c_m_hand_lod.nif,p_o_04_c_f_hand_lod.nif,,,,2,3,16812,ITM_Desc_000078,
125, 定制(斧头),ITM_Name_000079,重甲腰带,1,4,0,36,3,4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,4,17112,ITM_Desc_000079,
126, 定制(斧头),ITM_Name_000080,重甲长靴,1,5,0,36,3,4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_o_04_c_m_foot_lod.nif,p_o_04_c_f_foot_lod.nif,,,,2,5,17412,ITM_Desc_000080,
127, 定制(斧头),ITM_Name_000081,披风1,1,6,0,36,3,4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_o_04_c_m_cape_lod.bif,p_o_04_c_f_cape_lod.bif,,,,2,6,17512,ITM_Desc_000081,
128, 定制(斧头),ITM_Name_000082,披风2,1,6,0,36,1,4,0,36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_o_04_a_m_cape_lod.bif,p_o_04_a_f_cape_lod.bif,,,,2,6,17510,ITM_Desc_000082,
131, 定制(弓箭),ITM_Name_000083,弓,3,4,0,37,3,2|4,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_w_tbow_07_all_lod.nif|p_w_tbow_07_all_lod.nif,,,,,1,5,2008,ITM_Desc_000083,
132, 定制(弓箭),ITM_Name_000084,轻甲头盔,1,1,0,40,3,2|4,0,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_f_m_helm_lod.nif|p_o_05_f_m_helm_lod.nif,p_m_05_f_f_helm_lod.nif|p_o_05_f_f_helm_lod.nif,,,,2,1,16115,ITM_Desc_000084,
133, 定制(弓箭),ITM_Name_000085,轻甲铠甲,1,2,0,40,3,2|4,0,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_f_m_body_lod.nif|p_o_05_f_m_body_lod.nif,p_m_05_f_f_body_lod.nif|p_o_05_f_f_body_lod.nif,,,,2,2,16415,ITM_Desc_000085,
134, 定制(弓箭),ITM_Name_000086,轻甲装甲,1,3,0,41,3,2|4,0,41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p_m_05_f_m_hand_lod.nif|p_o_05_f_m_hand_lod.nif,p_m_05_f_f_hand_lod.nif|p_o_05_f_f_hand_lod.nif,,,,2,3,16715,ITM_Desc_000086,
135, 定制(弓箭),ITM_Name_000087,轻甲腰带,1,4,0,40,3,2|4,0,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,4,17015,ITM_Desc_000087,
