TID,Kind,Lv,Exp,TotalExp,MainSp,ResetMainSp,SubSp,ResetSubSp,Comment,Ghelld,HPRBuff,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,IGN_AT,AP,CP,BP,AS,STR,CON,WIS,MEN,AGI
2899,12,83,1990988600,32998210757,2,164,1,82,石弓83,0,0,0,224,249,0,0,0,0,33,0,0,0,0,0,0,0
2900,12,84,2083042400,35081253157,2,166,1,83,石弓84,0,0,0,226,252,0,0,0,0,34,0,0,0,0,0,0,0
2901,12,85,2178252000,37259505157,2,168,1,84,石弓85,0,0,0,229,255,0,0,0,0,34,0,0,0,0,0,0,0
2902,12,86,2276688700,39536193857,2,170,1,85,石弓86,0,0,0,232,258,0,0,0,0,34,0,0,0,0,0,0,0
2903,12,87,2378424600,41914618457,2,172,1,86,石弓87,0,0,0,234,261,0,0,0,0,35,0,0,0,0,0,0,0
2904,12,88,2483532700,44398151157,2,174,1,87,石弓88,0,0,0,237,264,0,0,0,0,35,0,0,0,0,0,0,0
2905,12,89,2592086500,46990237657,2,176,1,88,石弓89,0,0,0,240,267,0,0,0,0,36,0,0,0,0,0,0,0
2906,12,90,2704160800,49694398457,2,178,1,89,石弓90,0,0,0,243,270,0,0,0,0,36,0,0,0,0,0,0,0
2907,12,91,2819830600,52514229057,2,180,1,90,石弓91,0,0,0,245,273,0,0,0,0,36,0,0,0,0,0,0,0
2908,12,92,2939172100,55453401157,2,182,1,91,石弓92,0,0,0,248,276,0,0,0,0,37,0,0,0,0,0,0,0
2909,12,93,3062262300,58515663457,2,184,1,92,石弓93,0,0,0,251,279,0,0,0,0,37,0,0,0,0,0,0,0
2910,12,94,3189178800,61704842257,2,186,1,93,石弓94,0,0,0,253,282,0,0,0,0,38,0,0,0,0,0,0,0
2911,12,95,3320000000,65024842257,2,188,1,94,石弓95,0,0,0,256,285,0,0,0,0,38,0,0,0,0,0,0,0
2912,12,96,3454805300,68479647557,2,190,1,95,石弓96,0,0,0,259,288,0,0,0,0,38,0,0,0,0,0,0,0
2913,12,97,3593674800,72073322357,2,192,1,96,石弓97,0,0,0,261,291,0,0,0,0,39,0,0,0,0,0,0,0
2914,12,98,3736689200,75810011557,2,194,1,97,石弓98,0,0,0,264,294,0,0,0,0,39,0,0,0,0,0,0,0
2915,12,99,3883930400,79693941957,2,196,1,98,石弓99,0,0,0,267,297,0,0,0,0,40,0,0,0,0,0,0,0
2916,12,100,4035480800,83729422757,2,198,1,99,石弓100,0,0,0,270,300,0,0,0,0,40,0,0,0,0,0,0,0
3073,13,1,7200,7200,0,0,0,0,木箭1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
3074,13,2,11200,18400,2,2,1,1,木箭2,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0
3075,13,3,16600,35000,2,4,1,2,木箭3,0,0,0,0,0,7,8,0,1,0,0,0,0,0,0,0,0
3076,13,4,23300,58300,2,6,1,3,木箭4,0,0,0,0,0,9,11,0,2,0,0,0,0,0,0,0,0
3077,13,5,31600,89900,2,8,1,4,木箭5,0,0,0,0,0,11,13,0,2,0,0,0,0,0,0,0,0
3078,13,6,41600,131500,2,10,1,5,木箭6,0,0,0,0,0,14,16,0,3,0,0,0,0,0,0,0,0
3079,13,7,53500,185000,2,12,1,6,木箭7,0,0,0,0,0,17,19,0,4,0,0,0,0,0,0,0,0
3080,13,8,67400,252400,2,14,1,7,木箭8,0,0,0,0,0,19,22,0,4,0,0,0,0,0,0,0,0
3081,13,9,108000,360400,2,16,1,8,木箭9,0,0,0,0,0,21,24,0,5,0,0,0,0,0,0,0,0
3082,13,10,158100,518500,2,18,1,9,木箭10,0,0,0,0,0,24,27,0,5,0,0,0,0,0,0,0,0
3083,13,11,223900,742400,2,20,1,10,木箭11,0,0,0,0,0,27,30,0,6,0,0,0,0,0,0,0,0
3084,13,12,308500,1050900,2,22,1,11,木箭12,0,0,0,0,0,29,33,0,6,0,0,0,0,0,0,0,0
3085,13,13,414900,1465800,2,24,1,12,木箭13,0,0,0,0,0,31,35,0,7,0,0,0,0,0,0,0,0
3086,13,14,546800,2012600,2,26,1,13,木箭14,0,0,0,0,0,34,38,0,8,0,0,0,0,0,0,0,0
3087,13,15,707800,2720400,2,28,1,14,木箭15,0,0,0,0,0,36,41,0,8,0,0,0,0,0,0,0,0
3088,13,16,902000,3622400,2,30,1,15,木箭16,0,0,0,0,0,39,44,0,9,0,0,0,0,0,0,0,0
3089,13,17,1133700,4756100,2,32,1,16,木箭17,0,0,0,0,0,41,46,0,9,0,0,0,0,0,0,0,0
3090,13,18,1407500,6163600,2,34,1,17,木箭18,0,0,0,0,0,44,49,0,10,0,0,0,0,0,0,0,0
3091,13,19,1728000,7891600,2,36,1,18,木箭19,0,0,0,0,0,46,52,0,10,0,0,0,0,0,0,0,0
3092,13,20,2100400,9992000,2,38,1,19,木箭20,0,0,0,0,0,49,55,0,11,0,0,0,0,0,0,0,0
3093,13,21,2530000,12522000,2,40,1,20,木箭21,0,0,0,0,0,51,57,0,12,0,0,0,0,0,0,0,0
3094,13,22,3022300,15544300,2,42,1,21,木箭22,0,0,0,0,0,54,60,0,12,0,0,0,0,0,0,0,0
3095,13,23,3583200,19127500,2,44,1,22,木箭23,0,0,0,0,0,56,63,0,13,0,0,0,0,0,0,0,0
3096,13,24,4218800,23346300,2,46,1,23,木箭24,0,0,0,0,0,59,66,0,13,0,0,0,0,0,0,0,0
3097,13,25,4935300,28281600,2,48,1,24,木箭25,0,0,0,0,0,61,68,0,14,0,0,0,0,0,0,0,0
3098,13,26,5739600,34021200,2,50,1,25,木箭26,0,0,0,0,0,63,71,0,14,0,0,0,0,0,0,0,0
3099,13,27,6638300,40659500,2,52,1,26,木箭27,0,0,0,0,0,66,74,0,15,0,0,0,0,0,0,0,0
3100,13,28,7638600,48298100,2,54,1,27,木箭28,0,0,0,0,0,69,77,0,16,0,0,0,0,0,0,0,0
3101,13,29,8748000,57046100,2,56,1,28,木箭29,0,0,0,0,0,71,79,0,16,0,0,0,0,0,0,0,0
3102,13,30,9974000,67020100,2,58,1,29,木箭30,0,0,0,0,0,73,82,0,17,0,0,0,0,0,0,0,0
3103,13,31,10246320,77266420,2,60,1,30,木箭31,0,0,0,0,0,76,85,0,17,0,0,0,0,0,0,0,0
3104,13,32,10534420,87800840,2,62,1,31,木箭32,0,0,0,0,0,79,88,0,18,0,0,0,0,0,0,0,0
3105,13,33,11334904,99135744,2,64,1,32,木箭33,0,0,0,0,0,81,90,0,18,0,0,0,0,0,0,0,0
3106,13,34,12010368,111146112,2,66,1,33,木箭34,0,0,0,0,0,83,93,0,19,0,0,0,0,0,0,0,0
3107,13,35,15268700,126414812,2,68,1,34,木箭35,0,0,0,0,0,86,96,0,20,0,0,0,0,0,0,0,0
3108,13,36,22118400,148533212,2,70,1,35,木箭36,0,0,0,0,0,89,99,0,20,0,0,0,0,0,0,0,0
3109,13,37,26449140,174982352,2,72,1,36,木箭37,0,0,0,0,0,90,101,0,21,0,0,0,0,0,0,0,0
3110,13,38,31365900,206348252,2,74,1,37,木箭38,0,0,0,0,0,93,104,0,21,0,0,0,0,0,0,0,0
3111,13,39,43076880,249425132,2,76,1,38,木箭39,0,0,0,0,0,96,107,0,22,0,0,0,0,0,0,0,0
3112,13,40,56131452,305556584,2,78,1,39,木箭40,0,0,0,0,0,99,110,0,23,0,0,0,0,0,0,0,0
3113,13,41,58556960,364113544,2,80,1,40,木箭41,0,0,0,0,0,100,112,0,23,0,0,0,0,0,0,0,0
3114,13,42,67699100,431812644,2,82,1,41,木箭42,0,0,0,0,0,103,115,0,24,0,0,0,0,0,0,0,0
3115,13,43,77879690,509692334,2,84,1,42,木箭43,0,0,0,0,0,106,118,0,24,0,0,0,0,0,0,0,0
3116,13,44,89181400,598873734,2,86,1,43,木箭44,0,0,0,0,0,108,121,0,25,0,0,0,0,0,0,0,0
3117,13,45,127840240,726713974,2,88,1,44,木箭45,0,0,0,0,0,110,123,0,25,0,0,0,0,0,0,0,0
3118,13,46,143740658,870454632,2,90,1,45,木箭46,0,0,0,0,0,113,126,0,26,0,0,0,0,0,0,0,0
3119,13,47,146862240,1017316872,2,92,1,46,木箭47,0,0,0,0,0,116,129,0,27,0,0,0,0,0,0,0,0
3120,13,48,161025360,1178342232,2,94,1,47,木箭48,0,0,0,0,0,118,132,0,27,0,0,0,0,0,0,0,0
3121,13,49,176258880,1354601112,2,96,1,48,木箭49,0,0,0,0,0,120,134,0,28,0,0,0,0,0,0,0,0
3122,13,50,216700110,1571301222,2,98,1,49,木箭50,0,0,0,0,0,123,137,0,28,0,0,0,0,0,0,0,0
3123,13,51,227373555,1798674777,2,100,1,50,木箭51,0,0,0,0,0,126,140,0,29,0,0,0,0,0,0,0,0
3124,13,52,233076480,2031751257,2,102,1,51,木箭52,0,0,0,0,0,128,143,0,29,0,0,0,0,0,0,0,0
3125,13,53,253489520,2285240777,2,104,1,52,木箭53,0,0,0,0,0,130,145,0,30,0,0,0,0,0,0,0,0
3126,13,54,275306480,2560547257,2,106,1,53,木箭54,0,0,0,0,0,133,148,0,31,0,0,0,0,0,0,0,0
3127,13,55,298598400,2859145657,2,108,1,54,木箭55,0,0,0,0,0,135,151,0,31,0,0,0,0,0,0,0,0
3128,13,56,367745520,3226891177,2,110,1,55,木箭56,0,0,0,0,0,138,154,0,32,0,0,0,0,0,0,0,0
3129,13,57,392459520,3619350697,2,112,1,56,木箭57,0,0,0,0,0,140,156,0,32,0,0,0,0,0,0,0,0
3130,13,58,418398640,4037749337,2,114,1,57,木箭58,0,0,0,0,0,143,159,0,33,0,0,0,0,0,0,0,0
3131,13,59,445602880,4483352217,2,116,1,58,木箭59,0,0,0,0,0,145,162,0,33,0,0,0,0,0,0,0,0
3132,13,60,474112640,4957464857,2,118,1,59,木箭60,0,0,0,0,0,148,165,0,34,0,0,0,0,0,0,0,0
3133,13,61,629961200,5587426057,2,120,1,60,木箭61,0,0,0,0,0,150,167,0,35,0,0,0,0,0,0,0,0
3134,13,62,669017200,6256443257,2,122,1,61,木箭62,0,0,0,0,0,153,170,0,35,0,0,0,0,0,0,0,0
3135,13,63,709861700,6966304957,2,124,1,62,木箭63,0,0,0,0,0,155,173,0,36,0,0,0,0,0,0,0,0
3136,13,64,752548400,7718853357,2,126,1,63,木箭64,0,0,0,0,0,158,176,0,36,0,0,0,0,0,0,0,0
3137,13,65,797132000,8515985357,2,128,1,64,木箭65,0,0,0,0,0,160,178,0,37,0,0,0,0,0,0,0,0
3138,13,66,843667800,9359653157,2,130,1,65,木箭66,0,0,0,0,0,162,181,0,37,0,0,0,0,0,0,0,0
3139,13,67,892212000,10251865157,2,132,1,66,木箭67,0,0,0,0,0,165,184,0,38,0,0,0,0,0,0,0,0
3140,13,68,942821600,11194686757,2,134,1,67,木箭68,0,0,0,0,0,168,187,0,39,0,0,0,0,0,0,0,0
3141,13,69,995554300,12190241057,2,136,1,68,木箭69,0,0,0,0,0,170,189,0,39,0,0,0,0,0,0,0,0
3142,13,70,1050468800,13240709857,2,138,1,69,木箭70,0,0,0,0,0,172,192,0,40,0,0,0,0,0,0,0,0
3143,13,71,1107624200,14348334057,2,140,1,70,木箭71,0,0,0,0,0,175,195,0,40,0,0,0,0,0,0,0,0
3144,13,72,1167081000,15515415057,2,142,1,71,木箭72,0,0,0,0,0,178,198,0,41,0,0,0,0,0,0,0,0
3145,13,73,1228899900,16744314957,2,144,1,72,木箭73,0,0,0,0,0,180,200,0,41,0,0,0,0,0,0,0,0
3146,13,74,1293142700,18037457657,2,146,1,73,木箭74,0,0,0,0,0,182,203,0,42,0,0,0,0,0,0,0,0
3147,13,75,1359872000,19397329657,2,148,1,74,木箭75,0,0,0,0,0,185,206,0,43,0,0,0,0,0,0,0,0
3148,13,76,1429151100,20826480757,2,150,1,75,木箭76,0,0,0,0,0,188,209,0,43,0,0,0,0,0,0,0,0
3149,13,77,1501044200,22327524957,2,152,1,76,木箭77,0,0,0,0,0,189,211,0,44,0,0,0,0,0,0,0,0
3150,13,78,1575616300,23903141257,2,154,1,77,木箭78,0,0,0,0,0,192,214,0,44,0,0,0,0,0,0,0,0
3151,13,79,1652932900,25556074157,2,156,1,78,木箭79,0,0,0,0,0,195,217,0,45,0,0,0,0,0,0,0,0
3152,13,80,1733060800,27289134957,2,158,1,79,木箭80,0,0,0,0,0,198,220,0,46,0,0,0,0,0,0,0,0
3153,13,81,1816067100,29105202057,2,160,1,80,木箭81,0,0,0,0,0,199,222,0,46,0,0,0,0,0,0,0,0
3154,13,82,1902020100,31007222157,2,162,1,81,木箭82,0,0,0,0,0,202,225,0,47,0,0,0,0,0,0,0,0
3155,13,83,1990988600,32998210757,2,164,1,82,木箭83,0,0,0,0,0,205,228,0,47,0,0,0,0,0,0,0,0
3156,13,84,2083042400,35081253157,2,166,1,83,木箭84,0,0,0,0,0,207,231,0,48,0,0,0,0,0,0,0,0
3157,13,85,2178252000,37259505157,2,168,1,84,木箭85,0,0,0,0,0,209,233,0,48,0,0,0,0,0,0,0,0
3158,13,86,2276688700,39536193857,2,170,1,85,木箭86,0,0,0,0,0,212,236,0,49,0,0,0,0,0,0,0,0
3159,13,87,2378424600,41914618457,2,172,1,86,木箭87,0,0,0,0,0,215,239,0,50,0,0,0,0,0,0,0,0
3160,13,88,2483532700,44398151157,2,174,1,87,木箭88,0,0,0,0,0,217,242,0,50,0,0,0,0,0,0,0,0
3161,13,89,2592086500,46990237657,2,176,1,88,木箭89,0,0,0,0,0,219,244,0,51,0,0,0,0,0,0,0,0
3162,13,90,2704160800,49694398457,2,178,1,89,木箭90,0,0,0,0,0,222,247,0,51,0,0,0,0,0,0,0,0
3163,13,91,2819830600,52514229057,2,180,1,90,木箭91,0,0,0,0,0,225,250,0,52,0,0,0,0,0,0,0,0
3164,13,92,2939172100,55453401157,2,182,1,91,木箭92,0,0,0,0,0,227,253,0,52,0,0,0,0,0,0,0,0
3165,13,93,3062262300,58515663457,2,184,1,92,木箭93,0,0,0,0,0,229,255,0,53,0,0,0,0,0,0,0,0
3166,13,94,3189178800,61704842257,2,186,1,93,木箭94,0,0,0,0,0,232,258,0,54,0,0,0,0,0,0,0,0
3167,13,95,3320000000,65024842257,2,188,1,94,木箭95,0,0,0,0,0,234,261,0,54,0,0,0,0,0,0,0,0
3168,13,96,3454805300,68479647557,2,190,1,95,木箭96,0,0,0,0,0,237,264,0,55,0,0,0,0,0,0,0,0
3169,13,97,3593674800,72073322357,2,192,1,96,木箭97,0,0,0,0,0,239,266,0,55,0,0,0,0,0,0,0,0
3170,13,98,3736689200,75810011557,2,194,1,97,木箭98,0,0,0,0,0,242,269,0,56,0,0,0,0,0,0,0,0
3171,13,99,3883930400,79693941957,2,196,1,98,木箭99,0,0,0,0,0,244,272,0,56,0,0,0,0,0,0,0,0
3172,13,100,4035480800,83729422757,2,198,1,99,木箭100,0,0,0,0,0,247,275,0,57,0,0,0,0,0,0,0,0
