TID,Type,Kind,WeatherUse,WorldTID,GroupNum,D_X,D_Y,D_Z,Radius,AimRebirthPos,DemolRebirthPos,Comment,EngName,EngSubName,LocalName,LocalSubName,BgmName,BgmLoop,Weather0,Weather1,Weather2,Weather3
2052,0,0,0,2000,0,7275.32,6852.35,108.68,60,,,,ART_Name_000142,ART_Subname_000142,冰封峡谷:,客迈拉巢穴,,1,,,,
3001,1,0,1,1004,0,256,256,214.62,256,,,,ART_Name_000143,ART_Subname_000143,阿克罗德竞技场 :,绝对者之塔,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_17.ogg,1,3064|4047|,3064|4047|,3064|4047|,3064|4047|
3002,1,0,1,1005,0,255.97,256,165.3,256,,,,ART_Name_000144,ART_Subname_000144,城市进攻 :,斯蒂尔普瑞斯,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_03.ogg,1,3043|4025|,3043|4025|,3043|4025|,3043|4025|
3003,1,0,1,1006,0,256,256,198.47,256,,,,ART_Name_000145,ART_Subname_000145,城市进攻 :,班迪路娜,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_05.ogg,1,3044|4018|,3044|4018|,3044|4018|,3044|4018|
3004,1,0,1,1007,0,255.04,256.21,14.71,256,,,,ART_Name_000146,ART_Subname_000146,英雄战:,勇猛的雪原,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_20.ogg,1,3045|4036|,3045|4036|,3045|4036|,3045|4036|
3005,1,0,1,1008,0,256,256,0.38,256,,,,ART_Name_000147,ART_Subname_000147,圣物占领战 :,奄奄一息的大地,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_19.ogg,1,4037|3046|,4037|3046|,3046|4037|,4037|3046|
3006,1,0,1,1009,0,256,256,41.95,256,,,,ART_Name_000148,ART_Subname_000148,古暗杀战 :,古代城市萨基塔,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_22.ogg,1,4035|3051|,4035|3051|,3051|4035|,4035|3051|
3007,1,0,1,1010,0,256,256,-2.48,256,,,,ART_Name_000149,ART_Subname_000149,圣物破坏战:,逆境的森林,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_25.ogg,1,3050|4027|,3050|4027|,3050|4027|,3050|4027|
3008,1,0,1,1011,0,256,256,-11.47,256,,,,ART_Name_000150,ART_Subname_000150,全面战:,阿勒代城市遗址,Sound/BGM/BGM_01.ogg|Sound/BGM/BGM_26.ogg,1,4038|3049|,4038|3049|,4038|3049|,4038|3049|
3151,0,0,0,1009,0,227.41,360.16,51.86,80,,,,ART_Name_000151,ART_Subname_000151,高级:,日出的祭坛,,0,,,,
3152,0,0,0,1009,0,403.6,392.72,47.01,45,,,,ART_Name_000152,ART_Subname_000152,高级:,传送之屋,,0,,,,
3153,0,0,0,1009,0,58.2,403.64,65.81,50,,,,ART_Name_000153,ART_Subname_000153,高级:,指挥部,,0,,,,
3154,0,0,0,1009,0,282.16,156.34,51.86,80,,,,ART_Name_000154,ART_Subname_000154,破坏:,凌晨的祭坛,,0,,,,
3155,0,0,0,1009,0,112.27,122.4,47.01,45,,,,ART_Name_000155,ART_Subname_000155,破坏:,历史之屋,,0,,,,
3156,0,0,0,1009,0,454.78,110.19,65.95,50,,,,ART_Name_000156,ART_Subname_000156,破坏:,指挥部,,0,,,,
3501,1,0,1,1100,0,256,256,9.06,256,,,,ART_Name_000157,ART_Subname_000157,黑暗马鬃高地 :,Lv. 30 ~ 40,Sound/BGM/BGM_19.ogg|Sound/BGM/BGM_20.ogg,1,3041|4024|,3041|4024|,3041|4024|,3041|4024|
3502,1,0,1,1101,0,256,256,9.06,256,,,,ART_Name_000158,ART_Subname_000158,黑暗马鬃高地 :,Lv. 41 ~ 46,Sound/BGM/BGM_19.ogg|Sound/BGM/BGM_20.ogg,1,3041|4024|,3041|4024|,3041|4024|,3041|4024|
3503,1,0,1,1102,0,256,256,9.06,256,,,,ART_Name_000159,ART_Subname_000159,黑暗马鬃高地 :,Lv. 46 ~ 50,Sound/BGM/BGM_19.ogg|Sound/BGM/BGM_20.ogg,1,3041|4024|,3041|4024|,3041|4024|,3041|4024|
3504,1,0,1,1103,0,256,256,9.06,256,,,,ART_Name_000160,ART_Subname_000160,黑暗马鬃高地 :,Lv. 51 ~ 55,Sound/BGM/BGM_19.ogg|Sound/BGM/BGM_20.ogg,1,3041|4024|,3041|4024|,3041|4024|,3041|4024|
3505,1,0,1,1104,0,256,256,9.06,256,,,,ART_Name_000161,ART_Subname_000161,黑暗马鬃高地 :,Lv. 45 ~ 50,Sound/BGM/BGM_19.ogg|Sound/BGM/BGM_20.ogg,1,3041|4024|,3041|4024|,3041|4024|,3041|4024|
3506,1,0,1,1105,0,256,256,9.06,256,,,,ART_Name_000162,ART_Subname_000162,黑暗马鬃高地 :,Lv. 51 ~ 55,Sound/BGM/BGM_19.ogg|Sound/BGM/BGM_20.ogg,1,3041|4024|,3041|4024|,3041|4024|,3041|4024|
3507,1,0,1,1110,0,256,256,34.95,256,,,,ART_Name_000163,ART_Subname_000163,泪光火石般的大地 :,Lv. 30 ~ 40,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,4034|3048|,4034|3048|,4034|3048|,4034|3048|
3508,1,0,1,1111,0,256,256,34.95,256,,,,ART_Name_000164,ART_Subname_000164,泪光火石般的大地 :,Lv. 41 ~ 46,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,4034|3048|,4034|3048|,4034|3048|,4034|3048|
3509,1,0,1,1112,0,256,256,34.95,256,,,,ART_Name_000165,ART_Subname_000165,泪光火石般的大地 :,Lv. 46 ~ 50,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,4034|3048|,4034|3048|,4034|3048|,4034|3048|
3510,1,0,1,1113,0,256,256,34.95,256,,,,ART_Name_000166,ART_Subname_000166,泪光火石般的大地 :,Lv. 51 ~ 55,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,4034|3048|,4034|3048|,4034|3048|,4034|3048|
3513,1,0,1,1120,0,256,256,18.92,256,,,,ART_Name_000167,ART_Subname_000167,叹息的山谷:,Lv. 30 ~ 40,Sound/BGM/BGM_25.ogg|Sound/BGM/BGM_22.ogg,1,3024|4022|,4022|3024|,4022|3024|,4022|3024|
3514,1,0,1,1121,0,256,256,18.92,256,,,,ART_Name_000168,ART_Subname_000168,叹息的山谷:,Lv. 41 ~ 46,Sound/BGM/BGM_25.ogg|Sound/BGM/BGM_22.ogg,1,3024|4022|,4022|3024|,4022|3024|,4022|3024|
3515,1,0,1,1122,0,256,256,18.92,256,,,,ART_Name_000169,ART_Subname_000169,叹息的山谷:,Lv. 46 ~ 50,Sound/BGM/BGM_25.ogg|Sound/BGM/BGM_22.ogg,1,3024|4022|,4022|3024|,4022|3024|,4022|3024|
3516,1,0,1,1123,0,256,256,18.92,256,,,,ART_Name_000170,ART_Subname_000170,叹息的山谷:,Lv. 51 ~ 55,Sound/BGM/BGM_25.ogg|Sound/BGM/BGM_22.ogg,1,3024|4022|,4022|3024|,4022|3024|,4022|3024|
3519,1,0,1,1130,0,256,256,-4.52,256,,,,ART_Name_000171,ART_Subname_000171,阿修罗剑道场:,Lv. 30 ~ 40,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_17.ogg,1,3046|4037|,3046|4037|,4037|3046|,3046|4037|
3520,1,0,1,1131,0,256,256,-4.52,256,,,,ART_Name_000172,ART_Subname_000172,阿修罗剑道场:,Lv. 41 ~ 46,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_17.ogg,1,3046|4037|,3046|4037|,4037|3046|,3046|4037|
3521,1,0,1,1132,0,256,256,-4.52,256,,,,ART_Name_000173,ART_Subname_000173,阿修罗剑道场:,Lv. 46 ~ 50,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_17.ogg,1,3046|4037|,3046|4037|,4037|3046|,3046|4037|
3522,1,0,1,1133,0,256,256,-4.52,256,,,,ART_Name_000174,ART_Subname_000174,阿修罗剑道场:,Lv. 51 ~ 55,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_17.ogg,1,3046|4037|,3046|4037|,4037|3046|,3046|4037|
5001,1,0,1,4000,0,256,256,15.01,256,,,洛坎的实验室:普通,ART_Name_000175,ART_Subname_000175,洛坎的实验室,普通,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5002,1,0,1,4001,0,256,256,15.01,256,,,洛坎的实验室:困难,ART_Name_000176,ART_Subname_000176,洛坎的实验室,困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5003,1,0,1,4002,0,256,256,15.01,256,,,洛坎的实验室:极困难,ART_Name_000177,ART_Subname_000177,洛坎的实验室,极困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5004,1,0,1,4003,0,256,256,15.01,256,,,洛坎的实验室:炼狱,ART_Name_000178,ART_Subname_000178,洛坎的实验室,炼狱,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5005,1,0,1,4010,0,256,256,164.38,256,,,深渊神殿:普通,ART_Name_000179,ART_Subname_000179,深渊神殿,普通,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3027|4032|,3027|4032|,3027|4032|,4032|3027|
5006,1,0,1,4011,0,256,256,164.38,256,,,深渊神殿:困难,ART_Name_000180,ART_Subname_000180,深渊神殿,困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,4032|3027|,4032|3027|,4032|3027|,4032|3027|
5007,1,0,1,4012,0,256,256,164.38,256,,,深渊神殿:极困难,ART_Name_000181,ART_Subname_000181,深渊神殿,极困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3027|4032|,3027|4032|,3027|4032|,3027|4032|
5008,1,0,1,4013,0,256,256,164.38,256,,,深渊神殿:炼狱,ART_Name_000182,ART_Subname_000182,深渊神殿,炼狱,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3027|4032|,3027|4032|,3027|4032|,3027|4032|
5009,1,0,1,4020,0,256,256,44.18,256,,,奎里奥德矿山:普通,ART_Name_000183,ART_Subname_000183,奎里奥德矿山,普通,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3037|4037|,3037|4037|,3037|4037|,3037|4037|
5010,1,0,1,4021,0,256,256,44.18,256,,,奎里奥德矿山:困难,ART_Name_000184,ART_Subname_000184,奎里奥德矿山,困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3037|4037|,3037|4037|,3037|4037|,3037|4037|
5011,1,0,1,4022,0,256,256,44.18,256,,,奎里奥德矿山:极困难,ART_Name_000185,ART_Subname_000185,奎里奥德矿山,极困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3037|4037|,3037|4037|,3037|4037|,3037|4037|
5012,1,0,1,4023,0,256,256,44.18,256,,,奎里奥德矿山:炼狱,ART_Name_000186,ART_Subname_000186,奎里奥德矿山,炼狱,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3037|4037|,3037|4037|,3037|4037|,3037|4037|
5013,1,0,1,4030,0,256,256,6.14,256,,,火焰祭坛:普通,ART_Name_000187,ART_Subname_000187,火焰祭坛,普通,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,4033|3036|,4033|3036|,4033|3036|,4033|3036|
5014,1,0,1,4031,0,256,256,6.14,256,,,火焰祭坛:困难,ART_Name_000188,ART_Subname_000188,火焰祭坛,困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3036|4033|,3036|4033|,3036|4033|,3036|4033|
5015,1,0,1,4032,0,256,256,6.14,256,,,火焰祭坛:极困难,ART_Name_000189,ART_Subname_000189,火焰祭坛,极困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,4033|3036|,4033|3036|,4033|3036|,4033|3036|
5016,1,0,1,4033,0,256,256,6.14,256,,,火焰祭坛:炼狱,ART_Name_000190,ART_Subname_000190,火焰祭坛,炼狱,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3036|4033|,3036|4033|,3036|4033|,3036|4033|
5017,1,0,1,4040,0,256,256,50.83,256,,,死亡寺院:普通,ART_Name_000191,ART_Subname_000191,死亡寺院,普通,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5018,1,0,1,4041,0,256,256,6.14,256,,,死亡寺院:困难,ART_Name_000192,ART_Subname_000192,死亡寺院,困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5019,1,0,1,4042,0,256,256,6.14,256,,,死亡寺院:极困难,ART_Name_000193,ART_Subname_000193,死亡寺院,极困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5020,1,0,1,4043,0,256,256,6.14,256,,,死亡寺院:炼狱,ART_Name_000194,ART_Subname_000194,死亡寺院,炼狱,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,1,3038|4035|,3038|4035|,3038|4035|,3038|4035|
5021,1,0,1,4050,0,256,256,58.62,256,,,阿罗汉浮游城:普通,ART_Name_000195,ART_Subname_000195,阿罗汉浮游城,普通,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3041|4010|,3041|4010|,3041|4010|,3041|4010|
5022,1,0,1,4051,0,256,256,58.62,256,,,阿罗汉浮游城:困难,ART_Name_000196,ART_Subname_000196,阿罗汉浮游城,困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3041|4010|,3041|4010|,3041|4010|,3041|4010|
5023,1,0,1,4052,0,256,256,58.62,256,,,阿罗汉浮游城:极困难,ART_Name_000197,ART_Subname_000197,阿罗汉浮游城,极困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3041|4010|,3041|4010|,3041|4010|,3041|4010|
5024,1,0,1,4053,0,256,256,58.62,256,,,阿罗汉浮游城:炼狱,ART_Name_000198,ART_Subname_000198,阿罗汉浮游城,炼狱,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,1,3041|4010|,3041|4010|,3041|4010|,3041|4010|
5025,1,0,1,4060,0,256,256,18.4,256,,,克拉伍德活体实验室:普通,ART_Name_000199,ART_Subname_000199,克拉伍德活体实验室,普通,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3052|4010|,3052|4010|,3052|4010|,3052|4010|
5026,1,0,1,4061,0,256,256,18.4,256,,,克拉伍德活体实验室:困难,ART_Name_000200,ART_Subname_000200,克拉伍德活体实验室,困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3052|4010|,4010|3052|,3052|4010|,3052|4010|
5027,1,0,1,4062,0,256,256,18.4,256,,,克拉伍德活体实验室:极困难,ART_Name_000201,ART_Subname_000201,克拉伍德活体实验室,极困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3052|4010|,3052|4010|,3052|4010|,3052|4010|
5028,1,0,1,4063,0,256,256,18.4,256,,,克拉伍德活体实验室:炼狱,ART_Name_000202,ART_Subname_000202,克拉伍德活体实验室,炼狱,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3052|4010|,3052|4010|,3052|4010|,3052|4010|
5029,1,0,1,4070,0,256,256,-63.89,256,,,火龙巢穴:普通,ART_Name_000203,ART_Subname_000203,火龙巢穴,普通,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3048|4033|,3048|4033|,3048|4033|,3048|4033|
5030,1,0,1,4071,0,256,256,-63.89,256,,,火龙巢穴:困难,ART_Name_000204,ART_Subname_000204,火龙巢穴,困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3048|4033|,3048|4033|,3048|4033|,3048|4033|
5031,1,0,1,4072,0,256,256,-63.89,256,,,火龙巢穴:极困难,ART_Name_000205,ART_Subname_000205,火龙巢穴,极困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3048|4033|,3048|4033|,3048|4033|,3048|4033|
5032,1,0,1,4073,0,256,256,-63.89,256,,,火龙巢穴:炼狱,ART_Name_000206,ART_Subname_000206,火龙巢穴,炼狱,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3048|4033|,3048|4033|,3048|4033|,3048|4033|
5033,1,0,1,4080,0,256,256,-2.06,256,,,恶鬼峡谷:普通,ART_Name_000207,ART_Subname_000207,恶鬼峡谷,普通,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3053|4012|,3053|4012|1012|,3053|4012|,3053|4012|
5034,1,0,1,4081,0,256,256,-2.06,256,,,恶鬼峡谷:困难,ART_Name_000208,ART_Subname_000208,恶鬼峡谷,困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3053|4012|,3053|4012|,3053|4012|,3053|4012|
5035,1,0,1,4082,0,256,256,-2.06,256,,,恶鬼峡谷:极困难,ART_Name_000209,ART_Subname_000209,恶鬼峡谷,极困难,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3053|4012|,3053|4012|,3053|4012|,3053|4012|
5036,1,0,1,4083,0,256,256,-2.06,256,,,恶鬼峡谷:炼狱,ART_Name_000210,ART_Subname_000210,恶鬼峡谷,炼狱,Sound/BGM/BGM_17.ogg|Sound/BGM/BGM_18.ogg,0,3053|4012|,3053|4012|,3053|4012|,3053|4012|
5037,1,0,1,4090,0,256,256,3.19,256,,,黑暗要塞:普通,ART_Name_000211,ART_Subname_000211,黑暗要塞,普通,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3054|4030|,3054|4030|1012|,3054|4030|,3054|4030|
5038,1,0,1,4091,0,256,256,22.07,256,,,黑暗要塞:困难,ART_Name_000212,ART_Subname_000212,黑暗要塞,困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3054|4030|,3054|4030|,3054|4030|,3054|4030|
5039,1,0,1,4092,0,256,256,22.07,256,,,黑暗要塞:极困难,ART_Name_000213,ART_Subname_000213,黑暗要塞,极困难,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3054|4030|,3054|4030|,3054|4030|,3054|4030|
5040,1,0,1,4093,0,256,256,22.07,256,,,黑暗要塞:炼狱,ART_Name_000214,ART_Subname_000214,黑暗要塞,炼狱,Sound/BGM/BGM_22.ogg|Sound/BGM/BGM_26.ogg,0,3054|4030|,3054|4030|,3054|4030|,3054|4030|
5501,0,0,0,4000,0,163.01,92.94,12.54,70,,,洛坎的实验室(普通):沉默的村庄,ART_Name_000215,ART_Subname_000215,洛坎的实验室,魔鬼训练营,,0,,,,
5502,0,0,0,4000,0,93.37,394.81,5.88,80,,,洛坎的实验室(普通):沉默的村庄,ART_Name_000216,ART_Subname_000216,洛坎的实验室:,沉默的村庄,,0,,,,
5503,0,0,0,4000,0,69.37,163.81,-1.97,30,,,洛坎的实验室(普通):第1 魔鬼训练营,ART_Name_000217,ART_Subname_000217,洛坎的实验室:,第1 魔鬼训练营,,0,,,,
5504,0,0,0,4000,0,264.8,80.1,0.52,30,,,洛坎的实验室(普通):第2 魔鬼训练营,ART_Name_000218,ART_Subname_000218,洛坎的实验室:,第2 魔鬼训练营,,0,,,,
5505,0,0,0,4000,0,409.27,349.02,-13.51,130,,,洛坎的实验室(普通):尸穴,ART_Name_000219,ART_Subname_000219,洛坎的实验室:,尸穴,,0,,,,
5506,0,0,0,4000,0,426.21,112.66,1.37,70,,,洛坎的实验室(普通):改造实验室,ART_Name_000220,ART_Subname_000220,洛坎的实验室:,改造实验室,,0,,,,
5507,0,0,0,4001,0,163.01,92.94,12.54,70,,,洛坎的实验室(困难):沉默的村庄,ART_Name_000221,ART_Subname_000221,洛坎的实验室,魔鬼训练营,,0,,,,
5508,0,0,0,4001,0,93.37,394.81,5.88,80,,,洛坎的实验室(困难):沉默的村庄,ART_Name_000222,ART_Subname_000222,洛坎的实验室:,沉默的村庄,,0,,,,
5509,0,0,0,4001,0,69.37,163.81,-1.97,30,,,洛坎的实验室(困难):第1 魔鬼训练营,ART_Name_000223,ART_Subname_000223,洛坎的实验室:,第1 魔鬼训练营,,0,,,,
5510,0,0,0,4001,0,264.8,80.1,0.52,30,,,洛坎的实验室(困难):第2 魔鬼训练营,ART_Name_000224,ART_Subname_000224,洛坎的实验室:,第2 魔鬼训练营,,0,,,,
5511,0,0,0,4001,0,400.12,341.52,-7.64,130,,,洛坎的实验室(困难):尸穴,ART_Name_000225,ART_Subname_000225,洛坎的实验室:,尸穴,,0,,,,
5512,0,0,0,4001,0,426.21,112.66,1.37,70,,,洛坎的实验室(困难):改造实验室,ART_Name_000226,ART_Subname_000226,洛坎的实验室:,改造实验室,,0,,,,
5513,0,0,0,4002,0,163.01,92.94,12.54,70,,,洛坎的实验室(极困难):沉默的村庄,ART_Name_000227,ART_Subname_000227,洛坎的实验室,魔鬼训练营,,0,,,,
5514,0,0,0,4002,0,93.37,394.81,5.88,80,,,洛坎的实验室(极困难):沉默的村庄,ART_Name_000228,ART_Subname_000228,洛坎的实验室:,沉默的村庄,,0,,,,
5515,0,0,0,4002,0,69.37,163.81,-1.97,30,,,洛坎的实验室(极困难):第1 魔鬼训练营,ART_Name_000229,ART_Subname_000229,洛坎的实验室:,第1 魔鬼训练营,,0,,,,
5516,0,0,0,4002,0,264.8,80.1,0.52,30,,,洛坎的实验室(极困难):第2 魔鬼训练营,ART_Name_000230,ART_Subname_000230,洛坎的实验室:,第2 魔鬼训练营,,0,,,,
5517,0,0,0,4002,0,400.12,341.52,-7.64,130,,,洛坎的实验室(极困难):尸穴,ART_Name_000231,ART_Subname_000231,洛坎的实验室:,尸穴,,0,,,,
5518,0,0,0,4002,0,426.21,112.66,1.37,70,,,洛坎的实验室(极困难):改造实验室,ART_Name_000232,ART_Subname_000232,洛坎的实验室:,改造实验室,,0,,,,
5519,0,0,0,4003,0,163.01,92.94,12.54,70,,,洛坎的实验室(炼狱):魔鬼训练营,ART_Name_000233,ART_Subname_000233,洛坎的实验室,魔鬼训练营,,0,,,,
5520,0,0,0,4003,0,93.37,394.81,5.88,80,,,洛坎的实验室(炼狱):沉默的村庄,ART_Name_000234,ART_Subname_000234,洛坎的实验室:,沉默的村庄,,0,,,,
5521,0,0,0,4003,0,69.37,163.81,-1.97,30,,,洛坎的实验室(炼狱):第1 魔鬼训练营,ART_Name_000235,ART_Subname_000235,洛坎的实验室:,第1 魔鬼训练营,,0,,,,
5522,0,0,0,4003,0,264.8,80.1,0.52,30,,,洛坎的实验室(炼狱):第2 魔鬼训练营,ART_Name_000236,ART_Subname_000236,洛坎的实验室:,第2 魔鬼训练营,,0,,,,
5523,0,0,0,4003,0,400.12,341.52,-7.64,130,,,洛坎的实验室(炼狱):尸穴,ART_Name_000237,ART_Subname_000237,洛坎的实验室:,尸穴,,0,,,,
5524,0,0,0,4003,0,426.21,112.66,1.37,70,,,洛坎的实验室(炼狱):改造实验室,ART_Name_000238,ART_Subname_000238,洛坎的实验室:,改造实验室,,0,,,,
5525,1,0,0,4010,0,408.09,165.22,167.42,120,,,深渊神殿(普通):守护者神殿,ART_Name_000239,ART_Subname_000239,深渊神殿:,守护者神殿,,0,,,,
5526,0,0,0,4010,0,75.45,397.78,74.03,100,,,深渊神殿(普通):深渊的平原,ART_Name_000240,ART_Subname_000240,深渊神殿:,深渊的平原,,0,,,,
5527,0,0,0,4010,0,61.28,86.38,105.27,80,,,深渊神殿(普通):龟裂的大地,ART_Name_000241,ART_Subname_000241,深渊神殿:,龟裂的大地,,0,,,,
5528,0,0,0,4010,0,214.63,249.23,104.29,80,,,深渊神殿(普通):深渊山谷,ART_Name_000242,ART_Subname_000242,深渊神殿:,深渊山谷,,0,,,,
5529,1,0,0,4011,0,408.09,165.22,167.42,120,,,深渊神殿(困难):守护者神殿,ART_Name_000243,ART_Subname_000243,深渊神殿:,守护者神殿,,0,,,,
5530,0,0,0,4011,0,75.45,397.78,74.03,100,,,深渊神殿(困难):深渊的平原,ART_Name_000244,ART_Subname_000244,深渊神殿:,深渊的平原,,0,,,,
5531,0,0,0,4011,0,61.28,86.38,105.27,80,,,深渊神殿(困难):龟裂的大地,ART_Name_000245,ART_Subname_000245,深渊神殿:,龟裂的大地,,0,,,,
5532,0,0,0,4011,0,214.63,249.23,104.29,80,,,深渊神殿(困难):深渊山谷,ART_Name_000246,ART_Subname_000246,深渊神殿:,深渊山谷,,0,,,,
5533,1,0,0,4012,0,408.09,165.22,167.42,120,,,深渊神殿(极困难):守护者神殿,ART_Name_000247,ART_Subname_000247,深渊神殿:,守护者神殿,,0,,,,
5534,0,0,0,4012,0,75.45,397.78,74.03,100,,,深渊神殿(极困难):深渊的平原,ART_Name_000248,ART_Subname_000248,深渊神殿:,深渊的平原,,0,,,,
5535,0,0,0,4012,0,61.28,86.38,105.27,80,,,深渊神殿(极困难):龟裂的大地,ART_Name_000249,ART_Subname_000249,深渊神殿:,龟裂的大地,,0,,,,
5536,0,0,0,4012,0,214.63,249.23,104.29,80,,,深渊神殿(极困难):深渊山谷,ART_Name_000250,ART_Subname_000250,深渊神殿:,深渊山谷,,0,,,,
5537,1,0,0,4013,0,408.09,165.22,167.42,120,,,深渊神殿(炼狱):守护者神殿,ART_Name_000251,ART_Subname_000251,深渊神殿:,守护者神殿,,0,,,,
5538,0,0,0,4013,0,75.45,397.78,74.03,100,,,深渊神殿(炼狱):深渊的平原,ART_Name_000252,ART_Subname_000252,深渊神殿:,深渊的平原,,0,,,,
5539,0,0,0,4013,0,61.28,86.38,105.27,80,,,深渊神殿(炼狱):龟裂的大地,ART_Name_000253,ART_Subname_000253,深渊神殿:,龟裂的大地,,0,,,,
5540,0,0,0,4013,0,214.63,249.23,104.29,80,,,深渊神殿(炼狱):深渊山谷,ART_Name_000254,ART_Subname_000254,深渊神殿:,深渊山谷,,0,,,,
5541,0,0,0,4020,0,261.69,312.97,-34.67,100,,,奎里奥德矿山(普通):熔岩湖,ART_Name_000255,ART_Subname_000255,奎里奥德矿山:,熔岩湖,,0,,,,
5542,0,0,0,4020,0,286.05,472.47,54.95,60,,,奎里奥德矿山(普通):魔法石开采地域,ART_Name_000256,ART_Subname_000256,奎里奥德矿山:,魔法石开采地域,,0,,,,
5543,0,0,0,4020,0,167.62,88.59,16.68,70,,,奎里奥德矿山(普通):奎里奥德工坊,ART_Name_000257,ART_Subname_000257,奎里奥德矿山:,奎里奥德工坊,,0,,,,
5544,0,0,0,4020,0,420.11,169.48,0.93,50,,,奎里奥德矿山(普通):艾林河营帐,ART_Name_000258,ART_Subname_000258,奎里奥德矿山:,艾林河营帐,,0,,,,
5545,0,0,0,4021,0,261.69,312.97,-34.67,100,,,奎里奥德矿山(困难):熔岩湖,ART_Name_000259,ART_Subname_000259,奎里奥德矿山:,熔岩湖,,0,,,,
5546,0,0,0,4021,0,286.05,472.47,54.95,60,,,奎里奥德矿山(困难):魔法石开采地域,ART_Name_000260,ART_Subname_000260,奎里奥德矿山:,魔法石开采地域,,0,,,,
