ID,MediaPath,Bone,MPartsFace,MPartsEyeball,MPartsHair,MPartsHelm,MPartsBody,MPartsHand,MPartsLegs,MPartsFoot,MPartsCape,LHandWeapon,RHandWeapon,ItemMeshScale,StepLOD_01,StepLOD_02,StepLOD_03,StepLOD_04,StepLOD_05,EffectCreate,HitEffectKind,FourFoot
14213,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14213,0,0
14214,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14214,0,0
14215,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14215,0,0
20000,Npc,20000.kfm,,,,,n_Trap_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20000_int,1,0
20100,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20100,1,0
20101,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20101,1,0
20102,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20102,1,0
20103,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20103,1,0
20104,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20104,1,0
20200,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20200,1,0
20201,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20201,1,0
20202,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20202,1,0
20203,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20203,1,0
20204,Npc,20100.kfm,,,,,n_Holy_01_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,20204,1,0
21000,Npc,21000.kfm,,,,,r_hhor_a_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21001,Npc,21000.kfm,,,,,r_hhor_a_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21002,Npc,21000.kfm,,,,,r_hhor_a_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21003,Npc,21000.kfm,,,,,r_hhor_b_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21004,Npc,21000.kfm,,,,,r_hhor_b_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21005,Npc,21000.kfm,,,,,r_hhor_b_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21006,Npc,21000.kfm,,,,,r_hhor_c_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21007,Npc,21000.kfm,,,,,r_hhor_c_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21008,Npc,21000.kfm,,,,,r_hhor_c_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21200,Npc,21200.kfm,,,,,r_ohor_a_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21201,Npc,21200.kfm,,,,,r_ohor_a_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21202,Npc,21200.kfm,,,,,r_ohor_a_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21203,Npc,21200.kfm,,,,,r_ohor_b_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21204,Npc,21200.kfm,,,,,r_ohor_b_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21205,Npc,21200.kfm,,,,,r_ohor_b_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21206,Npc,21200.kfm,,,,,r_ohor_c_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21207,Npc,21200.kfm,,,,,r_ohor_c_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21208,Npc,21200.kfm,,,,,r_ohor_c_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21400,Npc,21400.kfm,,,,,r_asti_a_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21401,Npc,21400.kfm,,,,,r_asti_a_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21402,Npc,21400.kfm,,,,,r_asti_a_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21403,Npc,21400.kfm,,,,,r_asti_a_fame_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21600,Npc,21600.kfm,,,,,r_dsti_a_lows_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21601,Npc,21600.kfm,,,,,r_dsti_a_rare_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21602,Npc,21600.kfm,,,,,r_dsti_a_uniq_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
21603,Npc,21600.kfm,,,,,r_dsti_a_fame_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
22000,Npc,22000.kfm,,,,,r_arch_a_boss_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,22000,0,1
30000,Npc,30000.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30001,Npc,30000.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30002,Npc,30000.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30003,Npc,30000.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30004,Npc,30000.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30010,Npc,30010.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30011,Npc,30010.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30012,Npc,30010.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30013,Npc,30010.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30014,Npc,30010.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30100,Npc,30100.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30101,Npc,30100.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30102,Npc,30100.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30103,Npc,30100.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30104,Npc,30100.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30110,Npc,30110.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30111,Npc,30110.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30112,Npc,30110.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30113,Npc,30110.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30114,Npc,30110.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30120,Npc,30120.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30121,Npc,30120.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30122,Npc,30120.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30123,Npc,30120.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30124,Npc,30120.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30200,Npc,30200.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30201,Npc,30200.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30202,Npc,30200.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30203,Npc,30200.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30204,Npc,30200.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30210,Npc,30210.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30211,Npc,30210.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30212,Npc,30210.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0002_lod.nif,,n_h_02_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30213,Npc,30210.kfm,n_h_m_face_0001_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30214,Npc,30210.kfm,n_h_m_face_0002_lod.nif,,n_h_m_hair_0001_lod.nif,,n_h_01_a_m_body_lod.nif,,n_h_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30220,Npc,30220.kfm,n_h_m_face_0001_gho.bif,,n_h_m_hair_0001_gho.bif,,n_h_01_a_m_body_gho.bif,,n_h_01_a_m_legs_gho.bif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,30220_ghost,0,0
30500,Npc,30500.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30501,Npc,30500.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30502,Npc,30500.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30503,Npc,30500.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30504,Npc,30500.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30510,Npc,30510.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30511,Npc,30510.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0003_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30512,Npc,30510.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0003_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30513,Npc,30510.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0003_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30514,Npc,30510.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30600,Npc,30600.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30601,Npc,30600.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30602,Npc,30600.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30603,Npc,30600.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30604,Npc,30600.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30610,Npc,30610.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_03_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30611,Npc,30610.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30612,Npc,30610.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30613,Npc,30610.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30614,Npc,30610.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30620,Npc,30620.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30621,Npc,30620.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30622,Npc,30620.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30623,Npc,30620.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30624,Npc,30620.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_01_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30700,Npc,30700.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30701,Npc,30700.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30702,Npc,30700.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0003_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30703,Npc,30700.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0003_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30704,Npc,30700.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0003_lod.nif,,n_h_02_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30710,Npc,30710.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_03_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30711,Npc,30710.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_03_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30712,Npc,30710.kfm,n_h_f_face_0003_lod.nif,,n_h_f_hair_0001_lod.nif,,n_h_03_a_f_body_lod.nif,,n_h_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30713,Npc,30710.kfm,n_h_f_face_0001_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_03_a_f_body_lod.nif,,n_h_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30714,Npc,30710.kfm,n_h_f_face_0002_lod.nif,,n_h_f_hair_0002_lod.nif,,n_h_03_a_f_body_lod.nif,,n_h_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
30720,Npc,30720.kfm,n_h_f_face_0001_gho.bif,,n_h_f_hair_0001_gho.bif,,n_h_01_a_f_body_gho.bif,,n_h_01_a_f_legs_gho.bif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,30720_ghost,0,0
32000,Npc,32000.kfm,n_d_01_a_m_face_lod.nif,,n_d_m_hair_0001_lod.nif,,n_d_01_a_m_body_lod.nif,,n_d_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32010,Npc,32010.kfm,n_d_02_a_m_face_lod.nif,,n_d_m_hair_0002_lod.nif,,n_d_02_a_m_body_lod.nif,,n_d_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32100,Npc,32100.kfm,n_d_03_a_m_face_lod.nif,,n_d_m_hair_0003_lod.nif,,n_d_03_a_m_body_lod.nif,,n_d_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32110,Npc,32110.kfm,n_d_01_a_m_face_lod.nif,,n_d_m_hair_0001_lod.nif,,n_d_01_a_m_body_lod.nif,,n_d_01_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
