TID,Comment,ReqTotal,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,EngDesc,LocalDesc
5149,破坏-2憎恶之中等套装(Lv.35),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,74,0,0,0,0,25,0,0,14,0,0,0,0,0,0,,5套装：+110护甲的物理，魔法护甲+74
5150,破坏-2憎恶之中等套装(Lv.35),6,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,110,74,0,0,0,0,25,0,0,14,0,0,0,0,0,0,,6件：+18力量，+14耐力
5151,破坏-1名誉之洛夫套装(Lv.40),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5152,破坏-1名誉之洛夫套装(Lv.40),3,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+67魔法值
5153,破坏-1名誉之洛夫套装(Lv.40),4,0,0,0,0,0,0,0,80,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 80
5154,破坏-1名誉之洛夫套装(Lv.40),5,0,0,0,0,0,0,0,80,0,67,0,0,0,0,0,84,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+84护甲的物理，魔法护甲+126
5155,破坏-1名誉之洛夫套装(Lv.40),6,0,16,0,20,0,0,0,80,0,67,0,0,0,0,0,84,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+16耐力，+20精神
5156,破坏-2名誉之洛夫套装(Lv.40),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5157,破坏-2名誉之洛夫套装(Lv.40),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,,3套装：+30命中度
5158,破坏-2名誉之洛夫套装(Lv.40),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,0,0,0,0,0,,4套装：+12致命一击
5159,破坏-2名誉之洛夫套装(Lv.40),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,126,0,0,0,0,30,0,0,12,0,0,0,0,0,0,,5套装：+84护甲的物理，魔法护甲+126
5160,破坏-2名誉之洛夫套装(Lv.40),6,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,84,126,0,0,0,0,30,0,0,12,0,0,0,0,0,0,,6.套装：+20智力，精神+16
5161,破坏-1名誉之颈甲套装(Lv.40),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5162,破坏-1名誉之颈甲套装(Lv.40),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,3套装：+20闪避
5163,破坏-1名誉之颈甲套装(Lv.40),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,0,,4套装：攻击速度+ 8％
5164,破坏-1名誉之颈甲套装(Lv.40),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,20,0,0,0,0,0,80,0,0,,5套装：+105护甲的物理，魔法护甲+105
5165,破坏-1名誉之颈甲套装(Lv.40),6,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,20,0,0,0,0,0,80,0,0,,6件：+16力量，+20敏捷
5166,破坏-2名誉之颈甲套装(Lv.40),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5167,破坏-2名誉之颈甲套装(Lv.40),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,,3套装：+30命中度
5168,破坏-2名誉之颈甲套装(Lv.40),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0,0,0,0,,4套装：+18致命一击
5169,破坏-2名誉之颈甲套装(Lv.40),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,30,0,0,18,0,0,0,0,0,0,,5套装：+105护甲的物理，魔法护甲+105
5170,破坏-2名誉之颈甲套装(Lv.40),6,12,0,0,0,24,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,30,0,0,18,0,0,0,0,0,0,,6件：+12力量，+24敏捷
5171,破坏-1名誉之中等套装(Lv.40),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5172,破坏-1名誉之中等套装(Lv.40),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,3套装：+18闪避
5173,破坏-1名誉之中等套装(Lv.40),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,0,0,0,0,0,0,,4套装：+27减少伤害
5174,破坏-1名誉之中等套装(Lv.40),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,0,0,0,0,0,18,27,0,0,0,0,0,0,0,,5套装：+126护甲的物理，魔法护甲+84
5175,破坏-1名誉之中等套装(Lv.40),6,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,0,0,0,0,0,18,27,0,0,0,0,0,0,0,,6件：+12力量，+24耐力
5176,破坏-2名誉之中等套装(Lv.40),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5177,破坏-2名誉之中等套装(Lv.40),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,,3套装：+30命中度
5178,破坏-2名誉之中等套装(Lv.40),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,15,0,0,0,0,0,0,,4套装：+15致命一击
5179,破坏-2名誉之中等套装(Lv.40),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,0,0,0,0,30,0,0,15,0,0,0,0,0,0,,5套装：+126护甲的物理，魔法护甲+84
5180,破坏-2名誉之中等套装(Lv.40),6,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,0,0,0,0,30,0,0,15,0,0,0,0,0,0,,6件：+20力量，+16耐力
5181,破坏-1名誉之洛夫套装(Lv.42),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5182,破坏-1名誉之洛夫套装(Lv.42),3,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+ 70点法力值
5183,破坏-1名誉之洛夫套装(Lv.42),4,0,0,0,0,0,0,0,90,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+90
5184,破坏-1名誉之洛夫套装(Lv.42),5,0,0,0,0,0,0,0,90,0,70,0,0,0,0,0,88,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+88护甲的物理，魔法护甲+132
5185,破坏-1名誉之洛夫套装(Lv.42),6,0,17,0,21,0,0,0,90,0,70,0,0,0,0,0,88,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+17耐力，+21精神
5186,破坏-2名誉之洛夫套装(Lv.42),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5187,破坏-2名誉之洛夫套装(Lv.42),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,,3套装：+33命中度
5188,破坏-2名誉之洛夫套装(Lv.42),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,0,0,0,0,,4套装：+13致命一击
5189,破坏-2名誉之洛夫套装(Lv.42),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,132,0,0,0,0,33,0,0,13,0,0,0,0,0,0,,5套装：+88护甲的物理，魔法护甲+132
5190,破坏-2名誉之洛夫套装(Lv.42),6,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,88,132,0,0,0,0,33,0,0,13,0,0,0,0,0,0,,6.套装：+21智力，精神+17
5191,破坏-1名誉之颈甲套装(Lv.42),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5192,破坏-1名誉之颈甲套装(Lv.42),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,,3套装：+22闪避
5193,破坏-1名誉之颈甲套装(Lv.42),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,84,0,0,,4套装：攻击速度+ 8.4％
5194,破坏-1名誉之颈甲套装(Lv.42),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,22,0,0,0,0,0,84,0,0,,5套装：+110护甲的物理，魔法护甲+110
5195,破坏-1名誉之颈甲套装(Lv.42),6,17,0,0,0,21,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,22,0,0,0,0,0,84,0,0,,6件：+17力量，+21敏捷
5196,破坏-2名誉之颈甲套装(Lv.42),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5197,破坏-2名誉之颈甲套装(Lv.42),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,,3套装：+33命中度
5198,破坏-2名誉之颈甲套装(Lv.42),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,0,0,0,0,0,0,,4套装：+19致命一击
5199,破坏-2名誉之颈甲套装(Lv.42),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,33,0,0,19,0,0,0,0,0,0,,5套装：+110护甲的物理，魔法护甲+110
5200,破坏-2名誉之颈甲套装(Lv.42),6,13,0,0,0,25,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,33,0,0,19,0,0,0,0,0,0,,6件：+13力量，+25敏捷
5201,破坏-1名誉之中等套装(Lv.42),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5202,破坏-1名誉之中等套装(Lv.42),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,3套装：+20闪避
5203,破坏-1名誉之中等套装(Lv.42),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,0,,4套装：+29减少伤害
5204,破坏-1名誉之中等套装(Lv.42),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,88,0,0,0,0,0,20,29,0,0,0,0,0,0,0,,5套装：+132护甲的物理，魔法护甲+88
5205,破坏-1名誉之中等套装(Lv.42),6,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,132,88,0,0,0,0,0,20,29,0,0,0,0,0,0,0,,6件：+13力量，+25耐力
5206,破坏-2名誉之中等套装(Lv.42),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5207,破坏-2名誉之中等套装(Lv.42),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,,3套装：+33命中度
5208,破坏-2名誉之中等套装(Lv.42),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,0,0,0,0,,4套装：+16致命一击
5209,破坏-2名誉之中等套装(Lv.42),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,88,0,0,0,0,33,0,0,16,0,0,0,0,0,0,,5套装：+132护甲的物理，魔法护甲+88
5210,破坏-2名誉之中等套装(Lv.42),6,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,132,88,0,0,0,0,33,0,0,16,0,0,0,0,0,0,,6件：+21力量，+17耐力
5211,破坏-1名誉之洛夫套装(Lv.45),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5212,破坏-1名誉之洛夫套装(Lv.45),3,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+75魔法值
5213,破坏-1名誉之洛夫套装(Lv.45),4,0,0,0,0,0,0,0,100,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+100
5214,破坏-1名誉之洛夫套装(Lv.45),5,0,0,0,0,0,0,0,100,0,75,0,0,0,0,0,95,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+95护甲的物理，魔法护甲+142
5215,破坏-1名誉之洛夫套装(Lv.45),6,0,18,0,23,0,0,0,100,0,75,0,0,0,0,0,95,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+18耐力，+23精神
5216,破坏-2名誉之洛夫套装(Lv.45),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5217,破坏-2名誉之洛夫套装(Lv.45),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,,3套装：+38命中度
5218,破坏-2名誉之洛夫套装(Lv.45),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,14,0,0,0,0,0,0,,4套装：+14致命一击
5219,破坏-2名誉之洛夫套装(Lv.45),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,142,0,0,0,0,38,0,0,14,0,0,0,0,0,0,,5套装：+95护甲的物理，魔法护甲+142
5220,破坏-2名誉之洛夫套装(Lv.45),6,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,95,142,0,0,0,0,38,0,0,14,0,0,0,0,0,0,,6.套装：+23智力，精神+18
5221,破坏-1名誉之颈甲套装(Lv.45),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5222,破坏-1名誉之颈甲套装(Lv.45),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,,3套装：+24闪避
5223,破坏-1名誉之颈甲套装(Lv.45),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,90,0,0,,4套装：攻击速度+ 9％
5224,破坏-1名誉之颈甲套装(Lv.45),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0,24,0,0,0,0,0,90,0,0,,5套装：+118护甲的物理，魔法护甲+118
5225,破坏-1名誉之颈甲套装(Lv.45),6,18,0,0,0,23,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0,24,0,0,0,0,0,90,0,0,,6件：+18力量，+23敏捷
5226,破坏-2名誉之颈甲套装(Lv.45),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5227,破坏-2名誉之颈甲套装(Lv.45),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,,3套装：+38命中度
5228,破坏-2名誉之颈甲套装(Lv.45),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,21,0,0,0,0,0,0,,4套装：+21致命一击
5229,破坏-2名誉之颈甲套装(Lv.45),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,38,0,0,21,0,0,0,0,0,0,,5套装：+118护甲的物理，魔法护甲+118
5230,破坏-2名誉之颈甲套装(Lv.45),6,14,0,0,0,27,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,38,0,0,21,0,0,0,0,0,0,,6件：+14力量，+27敏捷
5231,破坏-1名誉之中等套装(Lv.45),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5232,破坏-1名誉之中等套装(Lv.45),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,,3套装：+22闪避
5233,破坏-1名誉之中等套装(Lv.45),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,,4套装：+30减少伤害
5234,破坏-1名誉之中等套装(Lv.45),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,95,0,0,0,0,0,22,30,0,0,0,0,0,0,0,,5套装：+142护甲的物理，魔法护甲+95
5235,破坏-1名誉之中等套装(Lv.45),6,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,142,95,0,0,0,0,0,22,30,0,0,0,0,0,0,0,,6件：+14力量，+27耐力
5236,破坏-2名誉之中等套装(Lv.45),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5237,破坏-2名誉之中等套装(Lv.45),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,,3套装：+38命中度
5238,破坏-2名誉之中等套装(Lv.45),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,17,0,0,0,0,0,0,,4套装：+17致命一击
5239,破坏-2名誉之中等套装(Lv.45),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,95,0,0,0,0,38,0,0,17,0,0,0,0,0,0,,5套装：+142护甲的物理，魔法护甲+95
5240,破坏-2名誉之中等套装(Lv.45),6,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,142,95,0,0,0,0,38,0,0,17,0,0,0,0,0,0,,6件：+23力量，+18耐力
5241,破坏-1名誉之洛夫套装(Lv.47),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5242,破坏-1名誉之洛夫套装(Lv.47),3,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+79魔法值
5243,破坏-1名誉之洛夫套装(Lv.47),4,0,0,0,0,0,0,0,110,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+110
5244,破坏-1名誉之洛夫套装(Lv.47),5,0,0,0,0,0,0,0,110,0,79,0,0,0,0,0,99,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+99护甲的物理，魔法护甲+148
5245,破坏-1名誉之洛夫套装(Lv.47),6,0,19,0,24,0,0,0,110,0,79,0,0,0,0,0,99,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+19耐力+24精神
5246,破坏-2名誉之洛夫套装(Lv.47),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5247,破坏-2名誉之洛夫套装(Lv.47),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,,3套装：+42命中度
5248,破坏-2名誉之洛夫套装(Lv.47),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,15,0,0,0,0,0,0,,4套装：+15致命一击
5249,破坏-2名誉之洛夫套装(Lv.47),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,148,0,0,0,0,42,0,0,15,0,0,0,0,0,0,,5套装：+99护甲的物理，魔法护甲+148
5250,破坏-2名誉之洛夫套装(Lv.47),6,0,0,24,19,0,0,0,0,0,0,0,0,0,0,0,99,148,0,0,0,0,42,0,0,15,0,0,0,0,0,0,,6.套装：+24智力，精神+19
5251,破坏-1名誉之颈甲套装(Lv.47),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5252,破坏-1名誉之颈甲套装(Lv.47),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,,3套装：+26闪避
5253,破坏-1名誉之颈甲套装(Lv.47),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,94,0,0,,4套装：攻击速度+ 9.4％
5254,破坏-1名誉之颈甲套装(Lv.47),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,0,0,0,0,0,26,0,0,0,0,0,94,0,0,,5套装：+123护甲的物理，魔法护甲+123
5255,破坏-1名誉之颈甲套装(Lv.47),6,19,0,0,0,24,0,0,0,0,0,0,0,0,0,0,123,123,0,0,0,0,0,26,0,0,0,0,0,94,0,0,,6件：+19力量，+24敏捷
5256,破坏-2名誉之颈甲套装(Lv.47),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5257,破坏-2名誉之颈甲套装(Lv.47),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,,3套装：+42命中度
5258,破坏-2名誉之颈甲套装(Lv.47),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,22,0,0,0,0,0,0,,4套装：+22致命一击
5259,破坏-2名誉之颈甲套装(Lv.47),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,0,0,0,0,42,0,0,22,0,0,0,0,0,0,,5套装：+123护甲的物理，魔法护甲+123
5260,破坏-2名誉之颈甲套装(Lv.47),6,14,0,0,0,28,0,0,0,0,0,0,0,0,0,0,123,123,0,0,0,0,42,0,0,22,0,0,0,0,0,0,,6件：+14力量，+28敏捷
5261,破坏-1名誉之中等套装(Lv.47),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5262,破坏-1名誉之中等套装(Lv.47),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,,3套装：+24闪避
5263,破坏-1名誉之中等套装(Lv.47),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,,4套装：+32减少伤害
5264,破坏-1名誉之中等套装(Lv.47),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,99,0,0,0,0,0,24,32,0,0,0,0,0,0,0,,5套装：+148护甲的物理，魔法护甲+99
5265,破坏-1名誉之中等套装(Lv.47),6,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,148,99,0,0,0,0,0,24,32,0,0,0,0,0,0,0,,6件：+14力量，+28耐力
5266,破坏-2名誉之中等套装(Lv.47),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5267,破坏-2名誉之中等套装(Lv.47),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,,3套装：+42命中度
5268,破坏-2名誉之中等套装(Lv.47),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,18,0,0,0,0,0,0,,4套装：+18致命一击
5269,破坏-2名誉之中等套装(Lv.47),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,99,0,0,0,0,42,0,0,18,0,0,0,0,0,0,,5套装：+148护甲的物理，魔法护甲+99
5270,破坏-2名誉之中等套装(Lv.47),6,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,148,99,0,0,0,0,42,0,0,18,0,0,0,0,0,0,,6件：+24力量，+19耐力
5271,破坏-1名誉之洛夫套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5272,破坏-1名誉之洛夫套装(Lv.50),3,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+84魔法值
5273,破坏-1名誉之洛夫套装(Lv.50),4,0,0,0,0,0,0,0,120,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 120
5274,破坏-1名誉之洛夫套装(Lv.50),5,0,0,0,0,0,0,0,120,0,84,0,0,0,0,0,105,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+105护甲的物理，魔法护甲+158
5275,破坏-1名誉之洛夫套装(Lv.50),6,0,20,0,25,0,0,0,120,0,84,0,0,0,0,0,105,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+20耐力，+25精神
5276,破坏-2名誉之洛夫套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5277,破坏-2名誉之洛夫套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,3套装：+45命中度
5278,破坏-2名誉之洛夫套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,15,0,0,0,0,0,0,,4套装：+15致命一击
5279,破坏-2名誉之洛夫套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,158,0,0,0,0,45,0,0,15,0,0,0,0,0,0,,5套装：+105护甲的物理，魔法护甲+158
5280,破坏-2名誉之洛夫套装(Lv.50),6,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,105,158,0,0,0,0,45,0,0,15,0,0,0,0,0,0,,6.套装：+25智力，精神+20
5281,破坏-1名誉之颈甲套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5282,破坏-1名誉之颈甲套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,,3套装：+28闪避
5283,破坏-1名誉之颈甲套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,100,0,0,,4套装：攻击速度+ 10％
