TID,Comment,BaseGoal,DetectRadius,WanderRadius,BattleRadius,BattleRestore,AttackSkill,AttackRate,Action01,Action02,Action03,Action04,Action05,Action06,Action07,Action08,Action09,Action10,Talk_01,Talk_02,Talk_03,Talk_04,Talk_05
179,Lv.41血指贝伊内俄(5069),wander,0,10,40,1,101741|101742,50|50,MyHP|80|Rate|30|Skill|101743,,,,,,,,,,,,,,
180,Lv.42黛斯姆特山脉(5051),wander,0,10,40,1,101751|101752,50|50,MyHP|80|Rate|30|Skill|101753,,,,,,,,,,,,,,
181,Lv.42小黛斯姆特(5052),wander,0,10,40,1,101761|101762,50|50,MyHP|80|Rate|30|Skill|101763,,,,,,,,,,,,,,
182,Lv.42蚁奴山脉(5048),wander,0,10,40,1,101771|101772,50|50,MyHP|80|Rate|30|Skill|101773,,,,,,,,,,,,,,
183,Lv.42蚁兵山脉(5049),wander,0,10,40,1,101781|101782,50|50,MyHP|80|Rate|30|Skill|101783,,,,,,,,,,,,,,
184,Lv.42饥寒交迫的歪伊芬山脉(9018),wander,0,10,40,1,101791|101792,50|50,MyHP|80|Rate|30|Skill|101793,,,,,,,,,,,,,,
185,Lv.42蚂蚁盗贼山脉(5048),wander,0,10,40,1,101801|101802,50|50,MyHP|80|Rate|30|Skill|101803,,,,,,,,,,,,,,
186,Lv.42蚂蚁战士山脉(5049),wander,0,10,40,1,101811|101812,50|50,MyHP|80|Rate|30|Skill|101813,,,,,,,,,,,,,,
187,Lv.42歪伊芬山脉(9019),wander,0,10,40,1,101821|101822,50|50,MyHP|80|Rate|30|Skill|101823,,,,,,,,,,,,,,
188,Lv.42小歪伊芬山脉(9018),wander,0,10,40,1,101831|101832,50|50,MyHP|80|Rate|30|Skill|101833,,,,,,,,,,,,,,
189,Lv.43警卫的看守之链(1009),wander,0,10,40,1,101841|101842,50|50,MyHP|80|Rate|30|Skill|101843,,,,,,,,,,,,,,
190,Lv.43看守看守之链(1010),wander,0,10,40,1,101851|101852,50|50,MyHP|80|Rate|30|Skill|101853,,,,,,,,,,,,,,
191,Lv.43不安全的卢德比尔论(1015),wander,0,10,40,1,101861|101862,50|50,MyHP|80|Rate|30|Skill|101863,,,,,,,,,,,,,,
192,Lv.43安全的卢德比尔论(1016),wander,0,10,40,1,101871|101872,50|50,MyHP|80|Rate|30|Skill|101873,,,,,,,,,,,,,,
193,Lv.43魔像山脉(7000),wander,0,10,40,1,101881|101882,50|50,MyHP|80|Rate|30|Skill|101883,,,,,,,,,,,,,,
194,Lv.43烧红的魔像(7001),wander,0,10,40,1,101891|101892,50|50,MyHP|80|Rate|30|Skill|101893,,,,,,,,,,,,,,
195,Lv.43败落的斯帕特斯卡(5023),wander,0,10,40,1,101901|101902,50|50,MyHP|80|Rate|30|Skill|101903,,,,,,,,,,,,,,
196,Lv.43干燥的特利皮特(7013),wander,0,10,40,1,101911|101912,50|50,MyHP|80|Rate|30|Skill|101913,,,,,,,,,,,,,,
197,Lv.43流泪的树林斯帕特斯卡(5021),wander,0,10,40,1,101921|101922,50|50,MyHP|80|Rate|30|Skill|101923,,,,,,,,,,,,,,
198,Lv.43流泪的树林特利皮特(7012),wander,0,10,40,1,101931|101932,50|50,MyHP|80|Rate|30|Skill|101933,,,,,,,,,,,,,,
199,Lv.44战士哈比(7022),wander,0,10,40,1,101941|101942,50|50,MyHP|80|Rate|30|Skill|101943,,,,,,,,,,,,,,
200,Lv.44士兵哈比(7021),wander,0,10,40,1,101951|101952,50|50,MyHP|80|Rate|30|Skill|101953,,,,,,,,,,,,,,
201,Lv.44堕落的哈比(7021),wander,0,10,40,1,101961|101962,50|50,MyHP|80|Rate|30|Skill|101963,,,,,,,,,,,,,,
202,Lv.44突袭德雷昆(9005),wander,0,10,40,1,101971|101972,50|50,MyHP|80|Rate|30|Skill|101973,,,,,,,,,,,,,,
203,Lv.44干枯的安提兰斯(5013),wander,0,10,40,1,101981|101982,50|50,MyHP|80|Rate|30|Skill|101983,,,,,,,,,,,,,,
204,Lv.44侦查组战士(700),wander,0,10,40,1,101991|101992,50|50,MyHP|80|Rate|30|Skill|101993,,,,,,,,,,,,,,
205,Lv.44侦查组弓箭手(701),wander,0,10,40,1,102001|102002,50|50,MyHP|80|Rate|30|Skill|102003,,,,,,,,,,,,,,
206,Lv.44侦查组魔法师(702),wander,0,10,40,1,102011|102012,50|50,MyHP|80|Rate|30|Skill|102013,,,,,,,,,,,,,,
207,Lv.44精锐选任魔法师(53003),wander,0,10,40,1,102021|102022,50|50,MyHP|80|Rate|30|Skill|102023,,,,,,,,,,,,,,
208,Lv.44精锐士兵(700),wander,0,10,40,1,102031|102032,50|50,MyHP|80|Rate|30|Skill|102033,,,,,,,,,,,,,,
209,Lv.44精锐魔法师(53507),wander,0,10,40,1,102041|102042,50|50,MyHP|80|Rate|30|Skill|102043,,,,,,,,,,,,,,
210,Lv.45石头碎片德雷昆(9004),wander,0,10,40,1,102051|102052,50|50,MyHP|80|Rate|30|Skill|102053,,,,,,,,,,,,,,
211,Lv.45火鳞德雷昆(9005),wander,0,10,40,1,102061|102062,50|50,MyHP|80|Rate|30|Skill|102063,,,,,,,,,,,,,,
212,Lv.45水鳞德雷昆(9003),wander,0,10,40,1,102071|102072,50|50,MyHP|80|Rate|30|Skill|102073,,,,,,,,,,,,,,
213,Lv.45苔鳞德雷昆(9004),wander,0,10,40,1,102081|102082,50|50,MyHP|80|Rate|30|Skill|102083,,,,,,,,,,,,,,
214,Lv.45精锐熔岩德雷昆(9005),wander,0,10,40,1,102101|102102,50|50,MyHP|80|Rate|30|Skill|102103,,,,,,,,,,,,,,
215,Lv.45精锐山脉德雷昆(9004),wander,0,10,40,1,102111|102112,50|50,MyHP|80|Rate|30|Skill|102113,,,,,,,,,,,,,,
216,Lv.45精锐巡逻兵(700),wander,0,10,40,1,102131|102132,50|50,MyHP|80|Rate|30|Skill|102133,,,,,,,,,,,,,,
217,Lv.45精锐护卫兵(53010),wander,0,10,40,1,102141|102142,50|50,MyHP|80|Rate|30|Skill|102143,,,,,,,,,,,,,,
218,Lv.45精锐护卫弓箭手(701),wander,0,10,40,1,102151|102152,50|50,MyHP|80|Rate|30|Skill|102153,,,,,,,,,,,,,,
219,Lv.46[卢卡斯关隘]被污染的士兵(3018),wander,0,10,40,1,102311|102312,50|50,MyHP|80|Rate|30|Skill|102313,,,,,,,,,,,,,,
220,Lv.46[卢卡斯关隘]堕落的士兵(3019),wander,0,10,40,1,102321|102322,50|50,MyHP|80|Rate|30|Skill|102323,,,,,,,,,,,,,,
221,Lv.46[卢卡斯关隘]堕落的监视者(5027),wander,0,10,40,1,102331|102332,50|50,MyHP|80|Rate|30|Skill|102333,,,,,,,,,,,,,,
223,Lv.46[卢卡斯关隘]戴穆里申灵魂破坏者(5039),wander,0,10,40,1,102341|102342,50|50,MyHP|80|Rate|30|Skill|102343,,,,,,,,,,,,,,
224,Lv.46[卢卡斯关隘]戴穆里申灵魂攻击者(5042),wander,0,10,40,1,102351|102352,50|50,MyHP|80|Rate|30|Skill|102353,,,,,,,,,,,,,,
226,Lv.46[纳尔逊农场]疫病蚕室(5027),wander,0,10,40,1,102361|102362,50|50,MyHP|80|Rate|30|Skill|102363,,,,,,,,,,,,,,
227,Lv.46[纳尔逊农场]农场的牺牲者(7009),wander,0,10,40,1,102371|102372,50|50,MyHP|80|Rate|30|Skill|102373,,,,,,,,,,,,,,
229,Lv.46[纳尔逊农场]被污染的祭品(7010),wander,0,10,40,1,102381|102382,50|50,MyHP|80|Rate|30|Skill|102383,,,,,,,,,,,,,,
230,Lv.46[纳尔逊农场]疫病之床(12013),stand,0,0,0,0,,,,,,,,,,,,,,,,,
232,Lv.46[纳尔逊农场]泰迪的水晶球(12014),stand,0,0,0,0,,,,,,,,,,,,,,,,,
233,Lv.46[卢克村子里的废墟]疫病研究院(1003),wander,0,10,40,1,102391|102392,50|50,MyHP|80|Rate|30|Skill|102393,,,,,,,,,,,,,,
234,Lv.46[卢克村子里的废墟]疫病怪物(1009),wander,0,10,40,1,102401|102402,50|50,MyHP|80|Rate|30|Skill|102403,,,,,,,,,,,,,,
235,Lv.46[卢克村子里的废墟]露丝皮尔的召唤师(5028),wander,0,10,40,1,102411|102412,50|50,MyHP|80|Rate|30|Skill|102413,,,,,,,,,,,,,,
236,Lv.46[卢克村子里的废墟]堕落的魔道师露丝皮尔(1005),wander,0,10,40,1,110721|110722,50|50,MyHP|80|Rate|30|Skill|110723,,,,,,,,,,,,,,
237,Lv.46[卢克村子里的废墟]露丝皮尔的水晶球(12014),stand,0,0,40,1,,,,,,,,,,,,,,,,,
239,Lv.46[戴伊安关隘]深渊的看守者(1030),wander,0,10,40,1,102421|102422,50|50,MyHP|80|Rate|30|Skill|102423,,,,,,,,,,,,,,
240,Lv.46[戴伊安关隘]红色深渊的看守者(1031),wander,0,10,40,1,102431|102432,50|50,MyHP|80|Rate|30|Skill|102433,,,,,,,,,,,,,,
241,Lv.46[戴伊安关隘]龟裂的大地(12060),wander,0,10,40,1,,,,,,,,,,,,,,,,,
242,Lv.46[戴伊安关隘]深渊的封印石(12027),stand,0,0,0,1,,,Die|0|TriggerSkill|200163,,,,,,,,,,,,,,
244,Lv.47[棕色沙漠]被污染的士兵的冤魂(1006),wander,0,10,40,1,102441|102442,50|50,MyHP|80|Rate|30|Skill|102443,,,,,,,,,,,,,,
245,Lv.47[棕色沙漠]扭曲的士兵冤魂(1007),wander,0,10,40,1,102451|102452,50|50,MyHP|80|Rate|30|Skill|102453,,,,,,,,,,,,,,
247,Lv.47[棕色沙漠]布莱恩马杜克盗贼团巡逻兵(3018),wander,0,10,40,1,102461|102462,50|50,MyHP|80|Rate|30|Skill|102463,,,,,,,,,,,,,,
248,Lv.47[棕色沙漠]布莱恩马杜克盗贼团突击兵(3019),wander,0,10,40,1,102471|102472,50|50,MyHP|80|Rate|30|Skill|102473,,,,,,,,,,,,,,
249,Lv.47[棕色沙漠]红色部队侦察兵(53501),wander,0,10,40,1,102481|102482,50|50,MyHP|80|Rate|30|Skill|102483,,,,,,,,,,,,,,
250,Lv.47[棕色沙漠]红色部队护卫兵(53002),wander,0,10,40,1,102491|102492,50|50,MyHP|80|Rate|30|Skill|102493,,,,,,,,,,,,,,
252,Lv.47[艾姆帕斯野营地]骑士的亡灵(1001),wander,0,10,40,1,102501|102502,50|50,MyHP|80|Rate|30|Skill|102503,,,,,,,,,,,,,,
253,Lv.47[艾姆帕斯野营地]骑士的冤魂(7064),wander,0,10,40,1,102511|102512,50|50,MyHP|80|Rate|30|Skill|102513,,,,,,,,,,,,,,
255,Lv.47[凯尔迪亚墓地]骷髅士兵(7070),wander,0,10,40,1,102521|102522,50|50,MyHP|80|Rate|30|Skill|102523,,,,,,,,,,,,,,
256,Lv.47[凯尔迪亚墓地]骷髅魔法师(7072),wander,0,10,40,1,102531|102532,50|50,MyHP|80|Rate|30|Skill|102533,,,,,,,,,,,,,,
258,Lv.47[凯尔迪亚墓地]骷髅弓箭手(7071),wander,0,10,40,1,102541|102542,50|50,MyHP|80|Rate|30|Skill|102543,,,,,,,,,,,,,,
259,Lv.47[凯尔迪亚墓地]突击奈克罗曼肖(1024),wander,0,10,40,1,102551|102552,50|50,MyHP|80|Rate|30|Skill|102553,,,,,,,,,,,,,,
261,Lv.47[贝勒内尔墓地]强化的骷髅士兵(7073),wander,0,10,40,1,102561|102562,50|50,MyHP|80|Rate|30|Skill|102563,,,,,,,,,,,,,,
262,Lv.47[贝勒内尔墓地]强化的骷髅弓箭手(7074),wander,0,10,40,1,102571|102572,50|50,MyHP|80|Rate|30|Skill|102573,,,,,,,,,,,,,,
263,Lv.47[贝勒内尔墓地]强化的骷髅魔法师(7075),wander,0,10,40,1,102581|102582,50|50,MyHP|80|Rate|30|Skill|102583,,,,,,,,,,,,,,
264,Lv.47[贝勒内尔墓地]奈克罗曼肖(1025),wander,0,10,40,1,102591|102592,50|50,MyHP|80|Rate|30|Skill|102593,,,,,,,,,,,,,,
266,Lv.47[贝勒内尔墓地]泰利雅的蚕茧(12022),stand,0,0,0,1,,,Die|0|TriggerSkill|200172,,,,,,,,,,,,,,
268,Lv.48[破灭之路]染上疫病的狼(5067),wander,0,10,40,1,102601|102602,50|50,MyHP|80|Rate|30|Skill|102603,,,,,,,,,,,,,,
269,Lv.48[破灭之路]染上疫病的熊(5070),wander,0,10,40,1,102611|102612,50|50,MyHP|80|Rate|30|Skill|102613,,,,,,,,,,,,,,
271,Lv.48[破灭之路]染上疫病的红狼(5068),wander,0,10,40,1,102621|102622,50|50,MyHP|80|Rate|30|Skill|102623,,,,,,,,,,,,,,
272,Lv.48[破灭之路]染上疫病的红熊(5071),wander,0,10,40,1,102631|102632,50|50,MyHP|80|Rate|30|Skill|102633,,,,,,,,,,,,,,
274,Lv.48[瘟疫之谷]疫病毒虫(3006),wander,0,10,40,1,102641|102642,50|50,MyHP|80|Rate|30|Skill|102643,,,,,,,,,,,,,,
275,Lv.48[瘟疫之谷]疫病骷髅虫(3007),wander,0,10,40,1,102651|102652,50|50,MyHP|80|Rate|30|Skill|102653,,,,,,,,,,,,,,
277,Lv.48[亡者溪谷]卡特尼尔的佣人(7076),wander,0,10,40,1,102661|102662,50|50,MyHP|80|Rate|30|Skill|102663,,,,,,,,,,,,,,
278,Lv.48[亡者溪谷]卡特尼尔的追随者(7077),wander,0,10,40,1,102671|102672,50|50,MyHP|80|Rate|30|Skill|102673,,,,,,,,,,,,,,
279,Lv.48[亡者溪谷]卡特尼尔的护卫兵(7076),wander,0,10,40,1,102681|102682,50|50,MyHP|80|Rate|30|Skill|102683,,,,,,,,,,,,,,
281,Lv.48[克拉德农场前的空地]深渊的牺牲者(1031),wander,0,10,40,1,102691|102692,50|50,MyHP|80|Rate|30|Skill|102693,,,,,,,,,,,,,,
282,Lv.49[克拉德农场]克拉德的牺牲者(7009),wander,0,10,40,1,102701|102702,50|50,MyHP|80|Rate|30|Skill|102703,,,,,,,,,,,,,,
283,Lv.49[克拉德农场]克拉德的监视者(7075),wander,0,10,40,1,102711|102712,50|50,MyHP|80|Rate|30|Skill|102713,,,,,,,,,,,,,,
286,Lv.49[艾伦村子里的废墟]混乱的监视者(5052),wander,0,10,40,1,102721|102722,50|50,MyHP|80|Rate|30|Skill|102723,,,,,,,,,,,,,,
287,Lv.49[艾伦村子里的废墟]混乱的合约人(1003),wander,0,10,40,1,102731|102732,50|50,MyHP|80|Rate|30|Skill|102733,,,,,,,,,,,,,,
288,Lv.49[艾伦村子里的废墟]混乱的奴隶(1009),wander,0,10,40,1,102741|102742,50|50,MyHP|80|Rate|30|Skill|102743,,,,,,,,,,,,,,
291,Lv.49[艾伦村子前的废墟]红色部队调查兵(5040),wander,0,10,40,1,102751|102752,50|50,MyHP|80|Rate|30|Skill|102753,,,,,,,,,,,,,,
292,Lv.49[艾伦村子前的废墟]红色部队刺客(5043),wander,0,10,40,1,102761|102762,50|50,MyHP|80|Rate|30|Skill|102763,,,,,,,,,,,,,,
293,Lv.49[棕色沙漠]红色部队黑魔法师(53503),wander,0,10,40,1,102771|102772,50|50,MyHP|80|Rate|30|Skill|102773,,,,,,,,,,,,,,
294,Lv.49[棕色沙漠]红色部队突击兵(53002),wander,0,10,40,1,102781|102782,50|50,MyHP|80|Rate|30|Skill|102783,,,,,,,,,,,,,,
296,Lv.49[克拉里奥斯村庄]克拉里奥斯村庄居民(30000),wander,0,10,40,1,,,Die|0|TriggerSkill|200181,,,,,,,,,,,,,,
297,Lv.49[克拉里奥斯村庄]克拉里奥斯村庄女人(30504),wander,0,10,40,1,,,Die|0|TriggerSkill|200181,,,,,,,,,,,,,,
298,Lv.49[克拉里奥斯村庄]村长拉赫尔德(30001),wander,0,10,40,1,,,Die|0|TriggerSkill|200182,,,,,,,,,,,,,,
299,Lv.49[克拉里奥斯领地]堕落的战士(9042),wander,0,10,40,1,102791|102792,50|50,MyHP|80|Rate|30|Skill|102793,,,,,,,,,,,,,,
300,Lv.49[克拉里奥斯领地]堕落的弓箭手(9043),wander,0,10,40,1,102801|102802,50|50,MyHP|80|Rate|30|Skill|102803,,,,,,,,,,,,,,
301,Lv.49[克拉里奥斯领地]堕落的魔法师(9044),wander,0,10,40,1,102811|102812,50|50,MyHP|80|Rate|30|Skill|102813,,,,,,,,,,,,,,
302,Lv.49[克拉里奥斯领地]堕落的灵魂(5004),wander,0,10,40,1,102821|102822,50|50,MyHP|80|Rate|30|Skill|102823,,,,,,,,,,,,,,
303,Lv.49[克拉里奥斯领地]血之抉择(12027),stand,0,0,40,1,,,Die|0|TriggerSkill|200185,,,,,,,,,,,,,,
304,Lv.49[克拉里奥斯领地]灵魂的决定(12027),stand,0,0,40,1,,,Die|0|TriggerSkill|200186,,,,,,,,,,,,,,
311,Lv.49[斯蒂尔普瑞](非先攻)首都防御之师士兵(9042),wander,0,10,40,1,102831|102832,50|50,MyHP|80|Rate|30|Skill|102833,Die|0|TriggerSkill|200189,,,,,,,,,,,,,
312,Lv.50[堕落者的休息区]黑色的部队突击兵(1009),wander,0,10,40,1,102841|102842,50|50,MyHP|80|Rate|30|Skill|102843,,,,,,,,,,,,,,
313,Lv.50[堕落者的休息区]黑色的部队战士(1010),wander,0,10,40,1,102851|102852,50|50,MyHP|80|Rate|30|Skill|102853,,,,,,,,,,,,,,
315,Lv.50[堕落者的休息区]红色部队战士(700),wander,0,10,40,1,102861|102862,50|50,MyHP|80|Rate|30|Skill|102863,,,,,,,,,,,,,,
316,Lv.50[堕落者的休息区]红色部队弓箭手(701),wander,0,10,40,1,102871|102872,50|50,MyHP|80|Rate|30|Skill|102873,,,,,,,,,,,,,,
317,Lv.50[堕落者的休息区]红色部队魔法师(702),wander,0,10,40,1,102881|102882,50|50,MyHP|80|Rate|30|Skill|102883,,,,,,,,,,,,,,
318,Lv.50[堕落者的休息区]月之画部队侦察兵(5041),wander,0,10,40,1,102891|102892,50|50,MyHP|80|Rate|30|Skill|102893,,,,,,,,,,,,,,
319,Lv.50[堕落者的休息区]月之画部队突击兵(53006),wander,0,10,40,1,102901|102902,50|50,MyHP|80|Rate|30|Skill|102903,,,,,,,,,,,,,,
320,Lv.50[堕落者的休息区]月之画部队猎人(5044),wander,0,10,40,1,102911|102912,50|50,MyHP|80|Rate|30|Skill|102913,,,,,,,,,,,,,,
321,Lv.50[堕落者的休息区]月之画部队巫师(53507),wander,0,10,40,1,102921|102922,50|50,MyHP|80|Rate|30|Skill|102923,,,,,,,,,,,,,,
327,Lv.50[堕落者的休息区]月之画要塞(12027),stand,0,0,0,1,,,Die|0|TriggerSkill|200194,,,,,,,,,,,,,,
328,Lv.49[堕落者的休息区]黑色的太阳战士(9042),wander,0,10,40,1,102931|102932,50|50,MyHP|80|Rate|30|Skill|102933,,,,,,,,,,,,,,
329,Lv.49[堕落者的休息区]黑色的太阳弓箭手(9043),wander,0,10,40,1,102941|102942,50|50,MyHP|80|Rate|30|Skill|102943,,,,,,,,,,,,,,
330,Lv.49[堕落者的休息区]黑色的太阳魔法师(9044),wander,0,10,40,1,102951|102952,50|50,MyHP|80|Rate|30|Skill|102953,,,,,,,,,,,,,,
331,Lv.49[堕落者的休息区]黑色的太阳灵魂(5004),wander,0,10,40,1,102961|102962,50|50,MyHP|80|Rate|30|Skill|102963,,,,,,,,,,,,,,
336,Lv.50[堕落者的休息区]黑色的太阳之心(12027),stand,0,0,0,1,,,Die|0|TriggerSkill|200195,,,,,,,,,,,,,,
337,Lv.51[蓝色的藤蔓树]藤蔓破坏者(7012),wander,0,10,40,1,,,,,,,,,,,,,,,,,
338,Lv.51[蓝色的藤蔓树]刺之守护者(7012),wander,0,10,40,1,,,,,,,,,,,,,,,,,
339,Lv.51[蓝色的藤蔓树]树的守护者(5019),wander,0,10,40,1,,,,,,,,,,,,,,,,,
340,Lv.51[被占领的研究设施]可疑的传教士(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
341,Lv.51[被占领的研究设施]可疑的传教士(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
342,Lv.51[被占领的研究设施]临时的魔力路(12026),wander,0,10,40,1,,,,,,,,,,,,,,,,,
343,Lv.51[梦的捕食者之穴]梦的收集者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
344,Lv.51[梦的捕食者之穴]梦的收集者的水晶球(12014),wander,0,10,40,1,,,,,,,,,,,,,,,,,
345,Lv.51[梦的捕食者之穴]捕梦者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
346,Lv.51[梦的捕食者之穴]空虚的捕食者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
347,Lv.51[梦的捕食者之穴]恶梦的痕迹(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
348,Lv.52[画之火箭部队驻地]画之火箭部队/木栅(12042),wander,0,10,40,1,,,,,,,,,,,,,,,,,
349,Lv.52[画之火箭部队驻地]画之火箭部队/画之巡逻兵(5042),wander,0,10,40,1,,,,,,,,,,,,,,,,,
350,Lv.52[画之火箭部队驻地]画之火箭部队/画之护卫兵(5039),wander,0,10,40,1,,,,,,,,,,,,,,,,,
351,Lv.52[画之火箭部队驻地]可疑的协商者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
352,Lv.52[天空之光守卫]精神支配装备(12014),wander,0,10,40,1,,,,,,,,,,,,,,,,,
353,Lv.52[天空之光守卫]愤怒的守卫之守护者(9006),wander,0,10,40,1,,,,,,,,,,,,,,,,,
354,Lv.52[天空之光守卫]不吉的守卫之猎人(9007),wander,0,10,40,1,,,Die|0|TriggerSkill|200221,,,,,,,,,,,,,,
355,Lv.52[疯狂的斧头部队]疯狂的斧头部队/训练兵(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
356,Lv.52[疯狂的斧头部队]谷物袋(12010),wander,0,10,40,1,,,,,,,,,,,,,,,,,
357,Lv.52[疯狂的斧头部队]疯狂的斧头部队/斧头突击兵(5042),wander,0,10,40,1,,,,,,,,,,,,,,,,,
358,Lv.52[疯狂的斧头部队]疯狂的斧头部队/红色突击兵(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
359,Lv.52[疯狂的斧头部队]疯狂的斧头部队改造士兵(1015),wander,0,10,40,1,,,,,,,,,,,,,,,,,
360,Lv.53[恶梦恶梦之陵]恶梦的使者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
361,Lv.53[恶梦恶梦之陵]恶梦的引导者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
362,Lv.53[恶梦恶梦之陵]恶梦的研究员(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
363,Lv.53[恶梦恶梦之陵]恶梦的佣人(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
364,Lv.53[恶梦恶梦之陵]恶梦的决定(12027),stand,0,0,40,1,,,Die|0|TriggerSkill|200228,,,,,,,,,,,,,,
365,Lv.53[恶梦恶梦之陵]恶梦的蚕茧(12022),wander,0,10,40,1,,,Die|0|TriggerSkill|200225,,,,,,,,,,,,,,
366,Lv.53[恶梦之穴]恶梦的管理者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
367,Lv.53[恶梦之穴]恶梦的守护者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
368,Lv.53[恶梦之穴]堕落的梅格库里(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
369,Lv.53[恶梦之穴]红色眼睛的空虚(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
370,Lv.53[恶梦之穴]德利特(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
371,Lv.53[恶梦之穴]塔仔伊(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
372,Lv.53[红色火焰要塞]红色火焰部队/北神士兵(7036),wander,0,10,40,1,,,,,,,,,,,,,,,,,
373,Lv.53[红色火焰要塞]红色火焰部队/北神驯兽师(701),wander,0,10,40,1,,,,,,,,,,,,,,,,,
374,Lv.53[红色火焰要塞]日落的计划者(),wander,0,10,40,1,,,,,,,,,,,,,,,,,
375,Lv.20战士(9042),wander,0,10,40,1,101471|101472,50|50,MyHP|80|Rate|30|Skill|101473,,,,,,,,,,,,,,
376,Lv.33灵魂猎人(5063),wander,0,10,40,1,101521|101522,50|50,MyHP|80|Rate|30|Skill|101523,,,,,,,,,,,,,,
377,Lv.1~10平静的湖水-竞技-Lv.2沉默的恶灵(1027),wander,0,10,40,1,103061|103062,50|50,MyHP|80|Rate|30|Skill|103063,,,,,,,,,,,,,,
378,Lv.1~10平静的湖水-竞技-Lv.3虚无的恶灵(1028),wander,0,10,40,1,103071|103072,50|50,MyHP|80|Rate|30|Skill|103073,,,,,,,,,,,,,,
379,Lv.1~10平静的湖水-竞技-Lv.2洛聘突击兵(3009),wander,0,10,40,1,103081|103082,50|50,MyHP|80|Rate|30|Skill|103083,,,,,,,,,,,,,,
380,Lv.1~10平静的湖水-竞技-Lv.3洛聘魔法师(3011),wander,0,10,40,1,103091|103092,50|50,MyHP|80|Rate|30|Skill|103093,,,,,,,,,,,,,,
381,Lv.1~10平静的湖水-竞技-Lv.3暴乱的沉默的守护者(5066),wander,0,10,40,1,103101|103102,50|50,MyHP|80|Rate|30|Skill|103103,,,,,,,,,,,,,,
382,Lv.1~10平静的湖水-竞技-Lv.3暴乱的平静的守护者(5067),wander,0,10,40,1,103111|103112,50|50,MyHP|80|Rate|30|Skill|103113,,,,,,,,,,,,,,
383,Lv.1~10平静的湖水-竞技-Lv.4堕落的寂静的守护者(5069),wander,0,10,40,1,103121|103122,50|50,MyHP|80|Rate|30|Skill|103123,,,,,,,,,,,,,,
384,Lv.1~10平静的湖水-竞技-Lv.4小理查德曼(5030),wander,0,10,40,1,103131|103132,50|50,MyHP|80|Rate|30|Skill|103133,,,,,,,,,,,,,,
385,Lv.1~10平静的湖水-竞技-Lv.4理查德曼战士(5031),wander,0,10,40,1,103141|103142,50|50,MyHP|80|Rate|30|Skill|103143,,,,,,,,,,,,,,
386,Lv.1~10平静的湖水-竞技-Lv.5理查德曼巫师(5032),wander,0,10,40,1,103151|103152,50|50,MyHP|80|Rate|30|Skill|103153,,,,,,,,,,,,,,
387,Lv.1~10平静的湖水-竞技-Lv.5黑色之幕渗透组(700),wander,0,10,40,1,103161|103162,50|50,MyHP|80|Rate|30|Skill|103163,,,,,,,,,,,,,,
388,Lv.1~10平静的湖水-竞技-Lv.5黑色之幕刺客组(701),wander,0,10,40,1,103171|103172,50|50,MyHP|80|Rate|30|Skill|103173,,,,,,,,,,,,,,
389,Lv.1~10平静的湖水-竞技-Lv.6黑色之幕战士(5039),wander,0,10,40,1,103181|103182,50|50,MyHP|80|Rate|30|Skill|103183,,,,,,,,,,,,,,
390,Lv.1~10平静的湖水-竞技-Lv.6布拉考(9007),wander,0,10,40,1,103191|103192,50|50,MyHP|80|Rate|30|Skill|103193,,,,,,,,,,,,,,
391,Lv.1~10平静的湖水-竞技-Lv.6布拉考猛兽(9008),wander,0,10,40,1,103201|103202,50|50,MyHP|80|Rate|30|Skill|103203,,,,,,,,,,,,,,
392,Lv.1~10平静的湖水-竞技-Lv.7小角狼(5051),wander,0,10,40,1,103221|103222,50|50,MyHP|80|Rate|30|Skill|103223,,,,,,,,,,,,,,
393,Lv.1~10平静的湖水-竞技-Lv.7角狼(5053),wander,0,10,40,1,103231|103232,50|50,MyHP|80|Rate|30|Skill|103233,,,,,,,,,,,,,,
394,Lv.1~10平静的湖水-竞技-Lv.8分裂的侵略者(9057),wander,0,10,40,1,103251|103252,50|50,MyHP|80|Rate|30|Skill|103253,,,,,,,,,,,,,,
395,Lv.1~10平静的湖水-竞技-Lv.8空间的侵略者(9057),wander,0,10,40,1,103261|103262,50|50,MyHP|80|Rate|30|Skill|103263,,,,,,,,,,,,,,
