TID,Position,String,EngContents,LocalContents,System_Voice,FontColor,FontSize,Comment
216,0,WORD_MAGICGUN_SKILL2,MST_Contents_000215,禁区(辅助治疗师),,"255,255,0",10,技能窗口提示名称-马坦剑
217,0,WORD_MAGICGUN_SKILL3,MST_Contents_000216,干扰(主要混乱师),,"255,255,0",10,技能窗口提示名称-马坦剑
218,0,WORD_SWORD_SKILL1,MST_Contents_000217,基本,,"255,255,0",10,技能窗口提示名称-单手剑
219,0,WORD_SWORD_SKILL2,MST_Contents_000218,一击(辅攻者),,"255,255,0",10,技能窗口提示名称-单手剑
220,0,WORD_SWORD_SKILL3,MST_Contents_000219,防御(主要防御者),,"255,255,0",10,技能窗口提示名称-单手剑
221,0,WORD_BLADE_SKILL1,MST_Contents_000220,基本,,"255,255,0",10,技能窗口提示名称-双手剑
222,0,WORD_BLADE_SKILL2,MST_Contents_000221,破坏(主攻者),,"255,255,0",10,技能窗口提示名称-双手剑
223,0,WORD_BLADE_SKILL3,MST_Contents_000222,守卫(辅助防御者),,"255,255,0",10,技能窗口提示名称-双手剑
224,0,WORD_ARBALEST_SKILL1,MST_Contents_000223,基本,,"255,255,0",10,技能窗口提示名称-石弓
225,0,WORD_ARBALEST_SKILL2,MST_Contents_000224,射击(主攻者),,"255,255,0",10,技能窗口提示名称-石弓
226,0,WORD_ARBALEST_SKILL3,MST_Contents_000225,陷阱(辅助混乱师),,"255,255,0",10,技能窗口提示名称-石弓
227,0,WORD_WAND_SKILL1,MST_Contents_000226,基本,,"255,255,0",10,技能窗口提示名称-魔杖
228,0,WORD_WAND_SKILL2,MST_Contents_000227,混沌(辅助混乱师),,"255,255,0",10,技能窗口提示名称-魔杖
229,0,WORD_WAND_SKILL3,MST_Contents_000228,生命(主要治疗师),,"255,255,0",10,技能窗口提示名称-魔杖
230,0,WORD_TOOLTIP_SHOP_END,MST_Contents_000229,种类,,"255,255,0",10,在商店卖出数量耗尽以及时间到期时输出的列表
231,0,WORD_TOOLTIP_SHOP_DAY,MST_Contents_000230,每天,,"255,255,0",10,在商店卖出日期表示-每日
232,0,WORD_TOOLTIP_SHOP_MONDAY,MST_Contents_000231,星期日,,"255,255,0",10,在商店卖出日期表示-星期一
233,0,WORD_TOOLTIP_SHOP_TUESDAY,MST_Contents_000232,星期一,,"255,255,0",10,在商店卖出日期表示-星期二
234,0,WORD_TOOLTIP_SHOP_WEDNESDAY,MST_Contents_000233,星期二,,"255,255,0",10,在商店卖出日期表示-星期三
235,0,WORD_TOOLTIP_SHOP_THURSDAY,MST_Contents_000234,星期三,,"255,255,0",10,在商店卖出日期表示-星期四
236,0,WORD_TOOLTIP_SHOP_FRIDAY,MST_Contents_000235,星期四,,"255,255,0",10,在商店卖出日期表示-星期五
237,0,WORD_TOOLTIP_SHOP_SATURDAY,MST_Contents_000236,星期五,,"255,255,0",10,在商店卖出日期表示-星期六
238,0,WORD_TOOLTIP_SHOP_SUNDAY,MST_Contents_000237,星期六,,"255,255,0",10,在商店卖出日期表示-星期日
239,0,WORD_TOOLTIP_SHOP_PURCHASEPRICE,MST_Contents_000238,买入价格,,"255,255,0",10,在商店物品买入价格
240,0,WORD_TOOLTIP_SHOP_SALEPRICE,MST_Contents_000239,卖出价格,,"255,255,0",10,在商店物品卖出价格
241,0,WORD_TOOLTIP_SHOP_SALETIME,MST_Contents_000240,卖出时间,,"255,255,0",10,在商店物品卖出时间
242,0,WORD_TOOLTIP_BREAK_GHELLD,MST_Contents_000241,分解价格,,"255,255,0",10,提示中表示分解价格
243,0,WORD_TOOLTIP_SHOP_GHELLD,MST_Contents_000242,金币,,"255,255,0",10,在商店物品卖出金币测试输出
244,0,WORD_TOOLTIP_SHOP_MAXSALE,MST_Contents_000243,最大卖出数量,,"255,255,0",10,在商店物品卖出最大数量
245,0,WORD_TOOLTIP_WEAPON_DESC,MST_Contents_000244,武器熟练度效果,,"255,255,0",10,武器熟练度UI产生的提示
246,0,WORD_QUESTCONTENTS_QUEST_VERYEASY,MST_Contents_000245,1名,,"255,255,0",10,任务内容
247,0,WORD_QUESTCONTENTS_QUEST_EASY,MST_Contents_000246,2名,,"255,255,0",10,任务内容
248,0,WORD_QUESTCONTENTS_QUEST_NORMALGRADE,MST_Contents_000247,3名,,"255,255,0",10,任务内容
249,0,WORD_QUESTCONTENTS_QUEST_HARD,MST_Contents_000248,4名,,"255,255,0",10,任务内容
250,0,WORD_QUESTCONTENTS_QUEST_VERYHARD,MST_Contents_000249,5名,,"255,255,0",10,任务内容
251,0,WORD_QUESTCONTENTS_QUEST_TYPE,MST_Contents_000250,种类,,"255,255,0",10,任务内容
252,0,WORD_QUESTCONTENTS_QUEST_SCENARIO,MST_Contents_000251,剧本任务,,"255,255,0",10,任务内容
253,0,WORD_QUESTCONTENTS_QUEST_NORMAL,MST_Contents_000252,一般任务,,"255,255,0",10,任务内容
254,0,WORD_QUESTCONTENTS_QUEST_REPEAT,MST_Contents_000253,反复任务,,"255,255,0",10,任务内容
255,0,WORD_QUESTCONTENTS_QUEST_BASICREWARD,MST_Contents_000254,补偿,,"246,215,160",10,任务内容
256,0,WORD_QUESTCONTENTS_QUEST_SELECTREWARD,MST_Contents_000255,追加补偿,,"246,215,160",10,任务内容
257,0,WORD_QUESTCONTENTS_QUEST_MAIN,MST_Contents_000256,文本,,"255,255,0",10,任务内容
258,0,WORD_QUESTCONTENTS_ACCEPTBUTTON,MST_Contents_000257,接受,,"255,255,0",10,任务内容
259,0,WORD_QUESTCONTENTS_REFUSALBUTTON,MST_Contents_000258,拒绝,,"255,255,0",10,任务内容
260,0,WORD_QUESTCONTENTS_GIVEUPBUTTON,MST_Contents_000259,放弃,,"255,255,0",10,任务内容
261,0,WORD_QUESTCONTENTS_SHAREBUTTON,MST_Contents_000260,共有,,"255,255,0",10,任务内容
262,0,WORD_QUESTCONTENTS_CONFIRMBUTTON,MST_Contents_000261,关闭,,"255,255,0",10,任务内容
263,0,WORD_QUESTCONTENTS_COMPLETEBUTTON,MST_Contents_000262,完成,,"255,255,0",10,任务内容
264,0,WORD_QUESTCONTENTS_REWARD_GHELLD,MST_Contents_000263,金币,,"255,255,0",10,任务内容金币
265,0,WORD_QUESTCONTENTS_REWARD_EXP,MST_Contents_000264,经验值,,"255,255,0",10,任务内容经验值
266,0,WORD_QUESTCONTENTS_REWARD_STATPOINT,MST_Contents_000265,seutet要点,,"255,255,0",10,任务内容seutet要点
267,0,WORD_QUESTCONTENTS_REWARD_LEVEL,MST_Contents_000266,等级,,"255,255,0",10,任务内容等级
268,0,WORD_QUESTCONTENTS_REWARD_WEXP,MST_Contents_000267,武器熟练度,,"255,255,0",10,任务内容武器经验值
269,0,WORD_QUESTCONTENTS_REWARD_WSKILLPOINT,MST_Contents_000268,武器技能要点,,"255,255,0",10,任务内容武器技能要点
270,0,WORD_QUESTCONTENTS_REWARD_WLEVEL,MST_Contents_000269,武器等级,,"255,255,0",10,任务内容武器等级
271,0,WORD_QUESTCONTENTS_REWARD_TITLE,MST_Contents_000270,标题,,"255,255,0",10,任务内容标题
272,0,WORD_NPCTALKBTN_TRADE,MST_Contents_000271,关于交易,,"255,255,0",10,对话商店NPC
273,0,WORD_NPCTALKBTN_SAFE,MST_Contents_000272,关于保存,,"255,255,0",10,对话仓库 NPC
274,0,WORD_NPCTALKBTN_UPGRADE,MST_Contents_000273,关于强化,,"255,255,0",10,对话强化NPC
275,0,WORD_NPCTALKBTN_GOSSIP,MST_Contents_000274,关于传闻,,"255,255,0",10,关于对话窗口
276,0,WORD_PRODUCT_T_KIND_01,MST_Contents_000275,武器制作,,"255,255,0",10,上线的生产种类UI输出信息
277,0,WORD_PRODUCT_T_KIND_02,MST_Contents_000276,防御品制作,,"255,255,0",10,上线的生产种类UI输出信息
278,0,WORD_PRODUCT_T_KIND_03,MST_Contents_000277,食物制作,,"255,255,0",10,上线的生产种类UI输出信息
279,0,WORD_PRODUCT_T_KIND_04,MST_Contents_000278,饰品制作,,"255,255,0",10,上线的生产种类UI输出信息
280,0,WORD_PRODUCT_T_KIND_05,MST_Contents_000279,药水制作,,"255,255,0",10,上线的生产种类UI输出信息
281,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_01,MST_Contents_000280,盾牌,,"255,255,0",10,生产UI的目录
282,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_02,MST_Contents_000281,长枪,,"255,255,0",10,生产UI的目录
283,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_03,MST_Contents_000282,手杖,,"255,255,0",10,生产UI的目录
284,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_04,MST_Contents_000283,斧头,,"255,255,0",10,生产UI的目录
285,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_05,MST_Contents_000284,弓箭,,"255,255,0",10,生产UI的目录
286,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_06,MST_Contents_000285,环刃,,"255,255,0",10,生产UI的目录
287,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_07,MST_Contents_000286,大炮,,"255,255,0",10,生产UI的目录
288,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_08,MST_Contents_000287,短剑,,"255,255,0",10,生产UI的目录
289,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_09,MST_Contents_000288,玄机,,"255,255,0",10,生产UI的目录
290,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_10,MST_Contents_000289,魔弹枪,,"255,255,0",10,生产UI的目录
291,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_11,MST_Contents_000290,单手剑,,"255,255,0",10,生产UI的目录
292,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_12,MST_Contents_000291,双手剑,,"255,255,0",10,生产UI的目录
293,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_13,MST_Contents_000292,石弓,,"255,255,0",10,生产UI的目录
294,0,WORD_PRODUCT_T_COMPLETEKIND_WEAPON_14,MST_Contents_000293,魔杖,,"255,255,0",10,生产UI的目录
295,0,WORD_PRODUCT_T_COMPLETEKIND_ARMOR_01,MST_Contents_000294,头盔,,"255,255,0",10,生产UI的目录
296,0,WORD_PRODUCT_T_COMPLETEKIND_ARMOR_02,MST_Contents_000295,铠甲,,"255,255,0",10,生产UI的目录
297,0,WORD_PRODUCT_T_COMPLETEKIND_ARMOR_03,MST_Contents_000296,手套,,"255,255,0",10,生产UI的目录
298,0,WORD_PRODUCT_T_COMPLETEKIND_ARMOR_04,MST_Contents_000297,腰带,,"255,255,0",10,生产UI的目录
299,0,WORD_PRODUCT_T_COMPLETEKIND_ARMOR_05,MST_Contents_000298,鞋,,"255,255,0",10,生产UI的目录
300,0,WORD_PRODUCT_T_COMPLETEKIND_ARMOR_06,MST_Contents_000299,披风,,"255,255,0",10,生产UI的目录
301,0,WORD_PRODUCT_T_COMPLETEKIND_FOOD_01,MST_Contents_000300,食物,,"255,255,0",10,生产UI的目录
302,0,WORD_PRODUCT_T_COMPLETEKIND_ACCESSORY_01,MST_Contents_000301,戒指,,"255,255,0",10,生产UI的目录
303,0,WORD_PRODUCT_T_COMPLETEKIND_ACCESSORY_02,MST_Contents_000302,项链,,"255,255,0",10,生产UI的目录
304,0,WORD_PRODUCT_T_COMPLETEKIND_POTION_01,MST_Contents_000303,生命恢复,,"255,255,0",10,生产UI的目录
305,0,WORD_PRODUCT_T_COMPLETEKIND_POTION_02,MST_Contents_000304,法力恢复,,"255,255,0",10,生产UI的目录
306,0,WORD_PRODUCT_T_COMPLETEKIND_POTION_03,MST_Contents_000305,特殊,,"255,255,0",10,生产UI的目录
307,0,WORD_PRODUCT_T_COMPLETEKIND_ETC,MST_Contents_000306,其他,,"255,255,0",10,生产UI的目录
308,0,WORD_GUILD_CONNECTING_MEMBER,MST_Contents_000307,连接中,,"255,255,0",10,公会成员连接时
309,0,WORD_GUILDSAFE_ITEM_IN,MST_Contents_000308,授予,,"255,255,0",10,在公会日志中表示(交付物品)
310,0,WORD_GUILDSAFE_ITEM_OUT,MST_Contents_000309,找寻,,"255,255,0",10,在公会日志中表示(寻找物品)
311,0,WORD_BIND_WHEN_PICKUP,MST_Contents_000310,获得时背包含,,"255,192,0",10,表示提示中的归属情况
312,0,WORD_BIND_WHEN_EQUIPPED,MST_Contents_000311,穿着是背包含,,"255,192,0",10,表示提示中的归属情况
313,0,WORD_BOUNDED,MST_Contents_000312,背包含,,"255,192,0",10,表示提示中的归属情况
314,0,WORD_RACEWAR_TIME_TO_START,MST_Contents_000313,"%u小时,%u分,%u?秒",,"255,255,0",10,大规模种族战剩余时间
315,0,WORD_TRADE_TRADE_READY,MST_Contents_000314,交易准备,,"255,255,0",10,1:1交易UI附加测试
316,0,WORD_TRADE_TRADE_DECISION,MST_Contents_000315,交易决定,,"255,255,0",10,1:1交易UI附加测试
317,0,WORD_TRADE_TRADE_CANCEL,MST_Contents_000316,交易取消,,"255,255,0",10,1:1交易UI附加测试
318,0,WORD_TRADE_READY_CANCEL,MST_Contents_000317,准备取消,,"255,255,0",10,1:1交易UI附加测试
319,0,WORD_PCSHOP_OPEN,MST_Contents_000318,开设,,"255,255,0",10,个人商店UI附加测试
320,0,WORD_PCSHOP_STOP,MST_Contents_000319,终止,,"255,255,0",10,个人商店UI附加测试
321,0,WORD_AIMHIGH,MST_Contents_000320,艾林河,,"255,255,0",10,阵营选择测试
322,0,WORD_DEMOLITION,MST_Contents_000321,戴穆里申,,"255,255,0",10,阵营选择测试
323,0,WORD_NETURAL,MST_Contents_000322,中立,,"255,255,0",10,阵营测试
324,0,WORD_WEAPON,MST_Contents_000323,武器,,"255,255,0",10,提示中的可分解物品
325,0,WORD_WEAPON_SWORD,MST_Contents_000324,单手剑,,"255,255,0",10,提示中的物品种类
326,0,WORD_WEAPON_BLADE,MST_Contents_000325,双手剑,,"255,255,0",10,提示中的物品种类
327,0,WORD_WEAPON_ARBALEST,MST_Contents_000326,石弓,,"255,255,0",10,提示中的物品种类
328,0,WORD_WEAPON_WAND,MST_Contents_000327,魔杖,,"255,255,0",10,提示中的物品种类
329,0,WORD_ACCESSORY,MST_Contents_000328,饰品,,"255,255,0",10,提示中的可分解物品
330,0,WORD_MATERIAL,MST_Contents_000329,材料,,"255,255,0",10,提示中的物品种类
331,0,WORD_POTION,MST_Contents_000330,药水,,"255,255,0",10,提示中的物品种类
332,0,WORD_FOOD,MST_Contents_000331,食物,,"255,255,0",10,提示中的物品种类
333,0,WORD_ENCHANT,MST_Contents_000332,强化石,,"255,255,0",10,提示中的物品种类
334,0,WORD_ETC,MST_Contents_000333,其他,,"255,255,0",10,提示中的物品种类
335,0,WORD_PRODUCTION,MST_Contents_000334,制作,,"255,255,0",10,提示中的物品种类
336,0,WORD_PARTYMATCHING_STATUS_NORMAL,MST_Contents_000335,一般,,"255,255,0",10,在队伍匹配中表示队伍状态
337,0,WORD_PARTYMATCHING_STATUS_UNION,MST_Contents_000336,突袭,,"255,255,0",10,在队伍匹配中表示队伍状态
338,0,WORD_PARTY_DISTRIBUTION_SW_01,MST_Contents_000337,依次,,"255,255,0",10,队伍信息的分配方式价值
339,0,WORD_PARTY_DISTRIBUTION_SW_02,MST_Contents_000338,随机,,"255,255,0",10,队伍信息的分配方式价值
340,0,WORD_PARTY_DISTRIBUTION_SW_03,MST_Contents_000339,自由,,"255,255,0",10,队伍信息的分配方式价值
341,0,WORD_DISABLE,MST_Contents_000340,非活性,,"255,255,0",10,非活性状态价值
342,0,WORD_ITEM_CRASH,MST_Contents_000341,"(耐久度为0的情况,消失)",,"255,255,0",10,根据提示表示耐久度为0的物品
343,0,WORD_ITEM_TOOLTIP,MST_Contents_000342,佩戴中的物品,,"227,108,10",10,比较提示中装备的物品目录
344,0,WORD_SKILL_TOOLTIP,MST_Contents_000343,下一阶段技能,,"227,108,10",10,比较提示中现技能目录
345,0,WORD_WAR_OCCUPATION,MST_Contents_000344,圣物占领战,,"255,255,0",10,战争内容
346,0,WORD_WAR_HERO,MST_Contents_000345,英雄战,,"255,255,0",10,战争内容
347,0,WORD_WAR_ASSASSIN,MST_Contents_000346,暗杀战,,"255,255,0",10,战争内容
348,0,WORD_WAR_INVASION,MST_Contents_000347,都市争夺战,,"255,255,0",10,战争内容
349,0,WORD_WAR_DESTORY,MST_Contents_000348,圣物破坏战,,"255,255,0",10,战争内容
350,0,WORD_WAR_RACEWAR,MST_Contents_000349,全面战争,,"255,255,0",10,战争内容
351,0,WORD_WAR_ARCHLORD,MST_Contents_000350,霸王之决,,"255,255,0",10,战争内容
352,0,WORD_WAR_GOALKILL,MST_Contents_000351,目标击杀:,,"255,255,0",10,战争内容
353,0,WORD_WAR_LIMITTIME,MST_Contents_000352,时间限制:,,"255,255,0",10,战争内容
354,0,WORD_WAR_RACEKILL,MST_Contents_000353,阵营击杀情况,,"255,255,0",10,战争内容
355,0,WORD_WAR_OWNKILL,MST_Contents_000354,自己的击杀分数:,,"255,255,0",10,战争内容
356,0,WORD_WAR_GOALPOINT,MST_Contents_000355,目标分数:,,"255,255,0",10,战争内容
357,0,WORD_WAR_OCCUPATIONPOINT,MST_Contents_000356,占领分数:,,"255,255,0",10,战争内容
358,0,WORD_WAR_FAMEPOINT,MST_Contents_000357,声望分数:,,"255,255,0",10,战争内容
359,0,WORD_WAR_RACEBUFF,MST_Contents_000358,阵营buff:,,"255,255,0",10,战争内容
360,0,WORD_TOOLTOP_ITEM_WEAPONLEVEL_LOW ,MST_Contents_000359,<TC '255:0:0' Text'(穿着时效果降低)'/>,,"255,0,0",10,熟练度关联信息
361,0,WORD_CHAR_OUT,MST_Contents_000360,角色选择,,"255,255,255",10,系统选择权
362,0,WORD_WAR_OUT,MST_Contents_000361,退出战场,,"255,255,255",10,系统选择权
363,0,WORD_CHAT_GENERAL,MST_Contents_000362,一般(/s),,"255,255,0",10,聊天-种类选择
364,0,WORD_CHAT_SHOUT,MST_Contents_000363,喊(/h),,"255,255,0",10,聊天-种类选择
365,0,WORD_CHAT_PARTY,MST_Contents_000364,队伍(/p),,"255,255,0",10,聊天-种类选择
366,0,WORD_CHAT_PARTY_ALLY,MST_Contents_000365,突袭(/q),,"255,255,0",10,聊天-种类选择
367,0,WORD_CHAT_GUILD,MST_Contents_000366,公会(/g),,"255,255,0",10,聊天-种类选择
368,0,WORD_CHAT_WHISPER,MST_Contents_000367,密语(/w),,"255,255,0",10,聊天-种类选择
369,0,WORD_CHAT_ALERT,MST_Contents_000368,信息(/a),,"255,255,0",10,聊天-种类选择
370,0,WORD_CHAT_CASHMESSAGE,MST_Contents_000369,喇叭(/m),,"255,255,0",10,聊天-种类选择
371,0,WORD_CHAT_ARCHLORD,MST_Contents_000370,霸王,,"255,255,0",10,聊天-种类选择
372,0,WORD_WAR_INVASION_GOAL1,MST_Contents_000371,干掉对方阵营头领,,"255,255,255",10,战争内容目标(城市进攻-进攻)
373,0,WORD_WAR_INVASION_GOAL2,MST_Contents_000372,保护我方阵营头领,,"255,255,255",10,战争内容目标(城市进攻-防守)
374,0,WORD_WAR_DRAW,MST_Contents_000373,平局,,"255,255,255",10,战争内容无胜负的情况
375,0,WORD_KEYSETTING_FORWARDMOVE,MST_Contents_000374,向前移动,,"255,255,255",10,按键设定
376,0,WORD_KEYSETTING_BACKMOVE,MST_Contents_000375,向后移动,,"255,255,255",10,按键设定
377,0,WORD_KEYSETTING_LEFTMOVE,MST_Contents_000376,向左移动,,"255,255,255",10,按键设定
378,0,WORD_KEYSETTING_RIGHTMOVE,MST_Contents_000377,向右移动,,"255,255,255",10,按键设定
379,0,WORD_KEYSETTING_CAMERALEFT,MST_Contents_000378,镜头向左转,,"255,255,255",10,按键设定
380,0,WORD_KEYSETTING_CAMERARIGHT,MST_Contents_000379,镜头向右转,,"255,255,255",10,按键设定
381,0,WORD_KEYSETTING_JUMP,MST_Contents_000380,跳跃,,"255,255,255",10,按键设定
382,0,WORD_KEYSETTING_RUN,MST_Contents_000381,自动跑步前进,,"255,255,255",10,按键设定
383,0,WORD_KEYSETTING_CHRINFO,MST_Contents_000382,角色信息,,"255,255,255",10,按键设定
384,0,WORD_KEYSETTING_SWAP,MST_Contents_000383,换武器,,"255,255,255",10,按键设定
385,0,WORD_KEYSETTING_INVEN,MST_Contents_000384,库存,,"255,255,255",10,按键设定
386,0,WORD_KEYSETTING_SKILL,MST_Contents_000385,技能,,"255,255,255",10,按键设定
387,0,WORD_KEYSETTING_QUEST,MST_Contents_000386,任务,,"255,255,255",10,按键设定
388,0,WORD_KEYSETTING_GUILD,MST_Contents_000387,公会,,"255,255,255",10,按键设定
389,0,WORD_KEYSETTING_FRIEND,MST_Contents_000388,好友,,"255,255,255",10,按键设定
390,0,WORD_KEYSETTING_CHAT_WHISPER,MST_Contents_000389,密语,,"255,255,255",10,按键设定
391,0,WORD_KEYSETTING_PARTYMATCH,MST_Contents_000390,队伍/突袭 配合,,"255,255,255",10,按键设定
392,0,WORD_KEYSETTING_WORLDMAP,MST_Contents_000391,全部地图,,"255,255,255",10,按键设定
393,0,WORD_KEYSETTING_LORDMAP,MST_Contents_000392,透明地图,,"255,255,255",10,按键设定
394,0,WORD_KEYSETTING_SHOP,MST_Contents_000393,个人商店,,"255,255,255",10,按键设定
395,0,WORD_KEYSETTING_WAR,MST_Contents_000394,战况,,"255,255,255",10,按键设定
396,0,WORD_KEYSETTING_TARGET,MST_Contents_000395,自动选择敌军,,"255,255,255",10,按键设定
397,0,WORD_KEYSETTING_HELP,MST_Contents_000396,帮助,,"255,255,255",10,按键设定
398,0,WORD_KEYSETTING_SAVECAPTURE,MST_Contents_000397,录像/停止,,"255,255,255",10,按键设定
399,0,WORD_KEYSETTING_ONE,MST_Contents_000398,数字1表示,,"255,255,255",10,按键设定
400,0,WORD_KEYSETTING_TWO,MST_Contents_000399,数字2表示,,"255,255,255",10,按键设定
401,0,WORD_KEYSETTING_THREE,MST_Contents_000400,数字3表示,,"255,255,255",10,按键设定
402,0,WORD_KEYSETTING_FOUR,MST_Contents_000401,数字4表示,,"255,255,255",10,按键设定
403,0,WORD_KEYSETTING_FIVE,MST_Contents_000402,数字5表示,,"255,255,255",10,按键设定
404,0,WORD_KEYSETTING_PARTY_ONE,MST_Contents_000403,队伍成员1选择,,"255,255,255",10,按键设定
405,0,WORD_KEYSETTING_PARTY_TWO,MST_Contents_000404,队伍成员2选择,,"255,255,255",10,按键设定
406,0,WORD_KEYSETTING_PARTY_THREE,MST_Contents_000405,队伍成员3选择,,"255,255,255",10,按键设定
407,0,WORD_KEYSETTING_PARTY_FOUR,MST_Contents_000406,队伍成员4选择,,"255,255,255",10,按键设定
408,0,WORD_KEYSETTING_PARTY_FIVE,MST_Contents_000407,队伍成员5选择,,"255,255,255",10,按键设定
409,0,WORD_KEYSETTING_BASIC_ONE,MST_Contents_000408,基本快捷栏1号,,"255,255,255",10,按键设定
410,0,WORD_KEYSETTING_BASIC_TWO,MST_Contents_000409,基本快捷栏2号,,"255,255,255",10,按键设定
411,0,WORD_KEYSETTING_BASIC_THREE,MST_Contents_000410,基本快捷栏3号,,"255,255,255",10,按键设定
412,0,WORD_KEYSETTING_BASIC_FOUR,MST_Contents_000411,基本快捷栏4号,,"255,255,255",10,按键设定
413,0,WORD_KEYSETTING_BASIC_FIVE,MST_Contents_000412,基本快捷栏5号,,"255,255,255",10,按键设定
414,0,WORD_KEYSETTING_BASIC_SIX,MST_Contents_000413,基本快捷栏6号,,"255,255,255",10,按键设定
415,0,WORD_KEYSETTING_BASIC_SEVEN,MST_Contents_000414,基本快捷栏7号,,"255,255,255",10,按键设定
416,0,WORD_KEYSETTING_BASIC_EIGHT,MST_Contents_000415,基本快捷栏8号,,"255,255,255",10,按键设定
417,0,WORD_KEYSETTING_BASIC_NINE,MST_Contents_000416,基本快捷栏9号,,"255,255,255",10,按键设定
418,0,WORD_KEYSETTING_BASIC_TEN,MST_Contents_000417,基本快捷栏10号,,"255,255,255",10,按键设定
419,0,WORD_KEYSETTING_BASIC_ELEVEN,MST_Contents_000418,基本快捷栏11号,,"255,255,255",10,按键设定
