TID,GroupTID,Step,Comment,SuccessRate,KeepRate,DownRate,ResetRate,CostGhelld,SourceItem01,Item01Value,SourceItem02,Item02Value,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS
1064,1050,14,矛_11~20,500,0,0,0,18800,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,381,381,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,15,0,0
1065,1050,15,矛_11~20,400,0,0,0,20140,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,432,432,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,17,0,0
1101,1100,1,矛_21~30,10000,0,0,0,6350,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1100,2,矛_21~30,9000,9500,10000,0,12710,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,1100,3,矛_21~30,7500,8500,10000,0,19060,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,1100,4,矛_21~30,6000,7500,10000,0,25420,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,1100,5,矛_21~30,4500,6500,10000,0,31770,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1100,6,矛_21~30,3500,5500,10000,0,38120,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,1100,7,矛_21~30,2500,4500,10000,0,44480,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,1100,8,矛_21~30,1500,3500,0,10000,50830,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
1109,1100,9,矛_21~30,1000,2500,0,10000,57190,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0
1110,1100,10,矛_21~30,900,1500,0,9000,63540,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,0,0
1111,1100,11,矛_21~30,800,0,0,0,69890,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,356,356,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,9,0,0
1112,1100,12,矛_21~30,700,0,0,0,76250,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,414,414,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0
1113,1100,13,矛_21~30,600,0,0,0,82600,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,490,490,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,13,0,0
1114,1100,14,矛_21~30,500,0,0,0,88960,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,566,566,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,15,0,0
1115,1100,15,矛_21~30,400,0,0,0,95310,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,642,642,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,17,0,0
1151,1150,1,矛_31~40,10000,0,0,0,18600,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,1150,2,矛_31~40,9000,9500,10000,0,37190,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,1150,3,矛_31~40,7500,8500,10000,0,55790,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,1150,4,矛_31~40,6000,7500,10000,0,74390,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,1150,5,矛_31~40,4500,6500,10000,0,92980,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,1150,6,矛_31~40,3500,5500,10000,0,111580,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,1150,7,矛_31~40,2500,4500,10000,0,130180,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,1150,8,矛_31~40,1500,3500,0,10000,148770,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,266,266,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0
1159,1150,9,矛_31~40,1000,2500,0,10000,167370,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,321,321,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0
1160,1150,10,矛_31~40,900,1500,0,9000,185970,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,398,398,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0
1161,1150,11,矛_31~40,800,0,0,0,204560,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,475,475,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,9,0,0
1162,1150,12,矛_31~40,700,0,0,0,223160,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,552,552,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,11,0,0
1163,1150,13,矛_31~40,600,0,0,0,241760,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,653,653,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,13,0,0
1164,1150,14,矛_31~40,500,0,0,0,260350,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,754,754,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,15,0,0
1165,1150,15,矛_31~40,400,0,0,0,278950,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,855,855,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,17,0,0
1201,1200,1,矛_41~50,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1200,2,矛_41~50,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1200,3,矛_41~50,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1200,4,矛_41~50,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,1200,5,矛_41~50,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,1200,6,矛_41~50,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,1200,7,矛_41~50,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1200,8,矛_41~50,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,333,333,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0
1209,1200,9,矛_41~50,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,402,402,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0
1210,1200,10,矛_41~50,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,498,498,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,7,0,0
1211,1200,11,矛_41~50,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,594,594,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,9,0,0
1212,1200,12,矛_41~50,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,690,690,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,11,0,0
1213,1200,13,矛_41~50,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,817,817,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,13,0,0
1214,1200,14,矛_41~50,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,944,944,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,15,0,0
1215,1200,15,矛_41~50,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,1071,1071,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,17,0,0
1251,1250,1,矛_51~60,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,1250,2,矛_51~60,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,1250,3,矛_51~60,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,1250,4,矛_51~60,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,1250,5,矛_51~60,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,1250,6,矛_51~60,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,1250,7,矛_51~60,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,1250,8,矛_51~60,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0
1259,1250,9,矛_51~60,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0
1260,1250,10,矛_51~60,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,7,0,0
1261,1250,11,矛_51~60,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,715,715,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,9,0,0
1262,1250,12,矛_51~60,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,831,831,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,11,0,0
1263,1250,13,矛_51~60,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,983,983,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,13,0,0
1264,1250,14,矛_51~60,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,1135,1135,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,15,0,0
1265,1250,15,矛_51~60,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,1287,1287,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,17,0,0
1301,1300,1,矛_61~70,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,1300,2,矛_61~70,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,1300,3,矛_61~70,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,1300,4,矛_61~70,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,1300,5,矛_61~70,4500,6500,10000,0,109340,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,1300,6,矛_61~70,3500,5500,10000,0,131210,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,1300,7,矛_61~70,2500,4500,10000,0,153080,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1300,8,矛_61~70,1500,3500,0,10000,174950,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0
1309,1300,9,矛_61~70,1000,2500,0,10000,196820,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,0,0
1310,1300,10,矛_61~70,900,1500,0,9000,218680,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,7,0,0
1311,1300,11,矛_61~70,800,0,0,0,240550,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,9,0,0
1312,1300,12,矛_61~70,700,0,0,0,262420,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,11,0,0
1313,1300,13,矛_61~70,600,0,0,0,284290,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,13,0,0
1314,1300,14,矛_61~70,500,0,0,0,306160,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,15,0,0
1315,1300,15,矛_61~70,400,0,0,0,328030,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,17,0,0
1901,1900,1,权杖_1~10,10000,0,0,0,100,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,1900,2,权杖_1~10,9000,9500,10000,0,200,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,1900,3,权杖_1~10,7500,8500,10000,0,300,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,1900,4,权杖_1~10,6000,7500,10000,0,400,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,1900,5,权杖_1~10,4500,6500,10000,0,500,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,1900,6,权杖_1~10,3500,5500,10000,0,600,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,1900,7,权杖_1~10,2500,4500,10000,0,700,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,1900,8,权杖_1~10,1500,3500,0,10000,800,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0
1909,1900,9,权杖_1~10,1000,2500,0,10000,900,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0
1910,1900,10,权杖_1~10,900,1500,0,9000,1000,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0
1911,1900,11,权杖_1~10,800,0,0,0,1100,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0
1912,1900,12,权杖_1~10,700,0,0,0,1200,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,25,0,0,0,0,0,0,11,0,0
1913,1900,13,权杖_1~10,600,0,0,0,1300,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,30,0,0,0,0,0,0,13,0,0
1914,1900,14,权杖_1~10,500,0,0,0,1400,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,0,0,0,0,0,0,35,0,0,0,0,0,0,15,0,0
1915,1900,15,权杖_1~10,400,0,0,0,1500,40000,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,0,0,40,0,0,0,0,0,0,17,0,0
1951,1950,1,权杖_11~20,10000,0,0,0,1340,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,1950,2,权杖_11~20,9000,9500,10000,0,2690,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,1950,3,权杖_11~20,7500,8500,10000,0,4030,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,1950,4,权杖_11~20,6000,7500,10000,0,5370,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1950,5,权杖_11~20,4500,6500,10000,0,6710,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1950,6,权杖_11~20,3500,5500,10000,0,8060,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,1950,7,权杖_11~20,2500,4500,10000,0,9400,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,1950,8,权杖_11~20,1500,3500,0,10000,10740,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0
1959,1950,9,权杖_11~20,1000,2500,0,10000,12090,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0
1960,1950,10,权杖_11~20,900,1500,0,9000,13430,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0
1961,1950,11,权杖_11~20,800,0,0,0,14770,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,24,0,0,0,0,0,0,9,0,0
1962,1950,12,权杖_11~20,700,0,0,0,16110,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,0,0,0,0,0,0,30,0,0,0,0,0,0,11,0,0
1963,1950,13,权杖_11~20,600,0,0,0,17460,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,0,0,0,0,0,36,0,0,0,0,0,0,13,0,0
1964,1950,14,权杖_11~20,500,0,0,0,18800,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,315,315,0,0,0,0,0,0,42,0,0,0,0,0,0,15,0,0
1965,1950,15,权杖_11~20,400,0,0,0,20140,40001,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,357,357,0,0,0,0,0,0,48,0,0,0,0,0,0,17,0,0
2001,2000,1,权杖_21~30,10000,0,0,0,6350,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2000,2,权杖_21~30,9000,9500,10000,0,12710,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2000,3,权杖_21~30,7500,8500,10000,0,19060,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2000,4,权杖_21~30,6000,7500,10000,0,25420,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,2000,5,权杖_21~30,4500,6500,10000,0,31770,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2000,6,权杖_21~30,3500,5500,10000,0,38120,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2000,7,权杖_21~30,2500,4500,10000,0,44480,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2000,8,权杖_21~30,1500,3500,0,10000,50830,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
2009,2000,9,权杖_21~30,1000,2500,0,10000,57190,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,204,204,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0
2010,2000,10,权杖_21~30,900,1500,0,9000,63540,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,22,0,0,0,0,0,0,7,0,0
2011,2000,11,权杖_21~30,800,0,0,0,69890,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,29,0,0,0,0,0,0,9,0,0
2012,2000,12,权杖_21~30,700,0,0,0,76250,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,348,348,0,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0
2013,2000,13,权杖_21~30,600,0,0,0,82600,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,411,411,0,0,0,0,0,0,43,0,0,0,0,0,0,13,0,0
2014,2000,14,权杖_21~30,500,0,0,0,88960,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,474,474,0,0,0,0,0,0,50,0,0,0,0,0,0,15,0,0
2015,2000,15,权杖_21~30,400,0,0,0,95310,40002,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,537,537,0,0,0,0,0,0,58,0,0,0,0,0,0,17,0,0
2051,2050,1,权杖_31~40,10000,0,0,0,18600,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,2050,2,权杖_31~40,9000,9500,10000,0,37190,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,2050,3,权杖_31~40,7500,8500,10000,0,55790,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,2050,4,权杖_31~40,6000,7500,10000,0,74390,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,2050,5,权杖_31~40,4500,6500,10000,0,92980,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,2050,6,权杖_31~40,3500,5500,10000,0,111580,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,2050,7,权杖_31~40,2500,4500,10000,0,130180,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,2050,8,权杖_31~40,1500,3500,0,10000,148770,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0
2059,2050,9,权杖_31~40,1000,2500,0,10000,167370,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0
2060,2050,10,权杖_31~40,900,1500,0,9000,185970,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,331,331,0,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0
2061,2050,11,权杖_31~40,800,0,0,0,204560,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,0,0,0,0,0,0,35,0,0,0,0,0,0,9,0,0
2062,2050,12,权杖_31~40,700,0,0,0,223160,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,459,459,0,0,0,0,0,0,43,0,0,0,0,0,0,11,0,0
2063,2050,13,权杖_31~40,600,0,0,0,241760,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,543,543,0,0,0,0,0,0,52,0,0,0,0,0,0,13,0,0
2064,2050,14,权杖_31~40,500,0,0,0,260350,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,627,627,0,0,0,0,0,0,60,0,0,0,0,0,0,15,0,0
2065,2050,15,权杖_31~40,400,0,0,0,278950,40003,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,711,711,0,0,0,0,0,0,70,0,0,0,0,0,0,17,0,0
2101,2100,1,权杖_41~50,10000,0,0,0,21870,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,2100,2,权杖_41~50,9000,9500,10000,0,43740,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,2100,3,权杖_41~50,7500,8500,10000,0,65610,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,2100,4,权杖_41~50,6000,7500,10000,0,87470,40004,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
