TID,WorldTID,Type,Name,Pos,Rotation,Ambient,Diffuse,Specular,Dimmer,Radius,SpotIn,SpotOut
162,2000,0,LightPoint:0162,6995.790|6921.770|101.497,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|64.000,255.000|255.000|255.000,0.5,30,0,0
163,2000,0,LightPoint:0163,7249.010|6739.890|111.700,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
164,2000,0,LightPoint:0164,7250.624|6712.059|110.128,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
165,2000,0,LightPoint:0165,7272.869|6743.841|116.663,0.000|0.000|0.000,255.000|255.000|255.000,255.000|140.000|20.000,255.000|255.000|255.000,1.5,12,0,0
166,2000,0,LightPoint:0166,7292.176|6735.709|117.223,0.000|0.000|0.000,255.000|255.000|255.000,255.000|140.000|20.000,255.000|255.000|255.000,1.5,12,0,0
167,2000,0,LightPoint:0167,7281.570|6723.240|110.610,0.000|0.000|0.000,255.000|255.000|255.000,255.000|140.000|20.000,255.000|255.000|255.000,1.5,10,0,0
168,2000,0,LightPoint:0168,7260.143|6716.589|-20.189,0.000|0.000|0.000,255.000|255.000|255.000,255.000|140.000|20.000,255.000|255.000|255.000,1.5,12,0,0
169,2000,0,LightPoint:0169,7275.891|6755.729|112.130,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|255.000,255.000|255.000|255.000,0.5,8,0,0
170,2000,0,LightPoint:0170,7368.476|7034.326|110.614,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
171,2000,0,LightPoint:0171,7382.239|7032.901|110.935,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
172,2000,0,LightPoint:0172,7347.692|7111.375|112.180,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
173,2000,0,LightPoint:0173,7349.820|6834.218|115.164,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|64.000,255.000|255.000|255.000,0.4,20,0,0
174,2000,0,LightPoint:0174,7474.230|7048.290|119.250,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,0.5,20,0,0
175,2000,0,LightPoint:0175,7620.430|6891.728|110.066,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
176,2000,0,LightPoint:0176,7617.380|6791.310|117.970,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,0.4,20,0,0
177,2000,0,LightPoint:0177,7535.396|6757.836|112.906,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,0.4,20,0,0
178,2000,0,LightPoint:0178,7457.120|6793.480|104.830,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,2,50,0,0
179,2000,0,LightPoint:0179,7004.750|7788.080|96.230,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
180,2000,0,LightPoint:0180,6993.542|7795.942|83.913,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
181,2000,0,LightPoint:0181,7105.860|7788.114|109.486,0.000|0.000|0.000,255.000|255.000|255.000,255.000|138.000|21.000,255.000|255.000|255.000,1.5,10,0,0
182,2000,0,LightPoint:0182,6770.370|8014.980|137.580,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,25,0,0
183,2000,0,LightPoint:0183,6797.980|7993.920|145.960,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,25,0,0
184,2000,0,LightPoint:0184,6823.338|7999.809|150.080,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
185,2000,0,LightPoint:0185,7012.995|7823.148|88.792,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
186,2000,0,LightPoint:0186,7070.019|7807.878|105.352,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
187,2000,0,LightPoint:0187,6990.473|7884.722|84.160,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
188,2000,0,LightPoint:0188,7005.120|7867.774|83.570,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
189,2000,0,LightPoint:0189,6991.680|7862.360|84.050,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
190,2000,0,LightPoint:0190,6993.268|7834.466|84.171,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
191,2000,0,LightPoint:0191,7047.390|7845.060|96.020,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
192,2000,0,LightPoint:0192,7020.357|7884.578|95.734,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
193,2000,0,LightPoint:0193,7004.850|7991.080|92.040,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,20,0,0
194,2000,0,LightPoint:0194,6886.210|8030.220|83.380,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
195,2000,0,LightPoint:0195,6910.839|7978.540|73.351,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
196,2000,0,LightPoint:0196,6888.108|7841.318|75.233,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
197,2000,0,LightPoint:0197,6821.790|7780.600|107.230,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
198,2000,0,LightPoint:0198,6863.590|7778.510|98.710,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
199,2000,0,LightPoint:0199,6910.160|7795.440|90.630,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
200,2000,0,LightPoint:0200,6840.990|7858.190|72.890,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
201,2000,0,LightPoint:0201,6936.770|8308.980|131.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
202,2000,0,LightPoint:0202,6921.243|8314.000|140.180,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
203,2000,0,LightPoint:0203,7037.420|7806.250|96.430,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
204,2000,0,LightPoint:0204,6979.990|8519.100|112.840,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
205,2000,0,LightPoint:0205,6967.130|8538.350|111.810,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
206,2000,0,LightPoint:0206,6958.310|8540.130|114.770,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1,10,0,0
207,2000,0,LightPoint:0207,7227.000|8387.178|157.284,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
208,2000,0,LightPoint:0208,7207.349|8379.188|157.742,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
209,2000,0,LightPoint:0209,7234.791|8404.033|157.348,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
210,2000,0,LightPoint:0210,7199.390|8408.150|155.120,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
211,2000,0,LightPoint:0211,7198.668|8419.979|156.980,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
212,2000,0,LightPoint:0212,7229.670|8374.610|156.735,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
213,2000,0,LightPoint:0213,7206.716|8390.723|154.684,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
214,2000,0,LightPoint:0214,7386.060|8242.766|128.880,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
215,2000,0,LightPoint:0215,7392.187|8253.173|137.817,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
216,2000,0,LightPoint:0216,7356.949|8447.870|164.266,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
217,2000,0,LightPoint:0217,7602.770|8368.040|169.610,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,70,0,0
218,2000,0,LightPoint:0218,7599.600|8455.530|170.650,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,70,0,0
219,2000,0,LightPoint:0219,7623.690|8413.480|171.980,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|192.000,255.000|255.000|255.000,2,70,0,0
220,2000,0,LightPoint:0220,7617.420|8409.130|223.100,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,70,0,0
221,2000,0,LightPoint:0221,7354.190|7841.210|98.530,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,15,0,0
222,2000,0,LightPoint:0222,7344.242|7836.270|98.103,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
223,2000,0,LightPoint:0223,7323.277|8049.149|103.991,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
224,2000,0,LightPoint:0224,7317.621|8055.833|103.963,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
225,2000,0,LightPoint:0225,7281.925|8044.978|100.912,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
226,2000,0,LightPoint:0226,7302.920|8051.910|103.356,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,1.5,15,0,0
227,2000,0,LightPoint:0227,7299.533|8036.002|100.938,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
228,2000,0,LightPoint:0228,7318.371|8036.738|102.772,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,1.5,10,0,0
229,2000,0,LightPoint:0229,7282.843|8029.746|101.169,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
230,2000,0,LightPoint:0230,7292.770|8011.422|100.879,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
231,2000,0,LightPoint:0231,7317.789|7999.809|103.823,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
232,2000,0,LightPoint:0232,7303.150|8021.285|100.136,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
233,2000,0,LightPoint:0233,7315.260|7964.266|93.500,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1,50,0,0
234,2000,0,LightPoint:0234,7282.572|8080.846|118.087,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
235,2000,0,LightPoint:0235,7289.622|8050.941|103.086,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,1.5,10,0,0
236,2000,0,LightPoint:0236,7534.420|8061.490|101.163,0.000|0.000|0.000,255.000|255.000|255.000,70.000|117.000|109.000,255.000|255.000|255.000,2,100,0,0
237,2000,0,LightPoint:0237,7579.180|7845.950|102.880,0.000|0.000|0.000,255.000|255.000|255.000,119.000|38.000|4.000,255.000|255.000|255.000,1.5,30,0,0
238,2000,0,LightPoint:0238,7447.260|6775.400|155.960,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,30,0,0
239,2000,0,LightPoint:0239,7413.100|6704.450|138.540,0.000|0.000|0.000,255.000|255.000|255.000,128.000|200.000|255.000,255.000|255.000|255.000,2,50,0,0
240,2000,0,LightPoint:0240,6874.900|8150.150|153.840,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,60,0,0
241,2000,0,LightPoint:0241,6897.111|8154.063|134.575,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
242,2000,0,LightPoint:0242,7178.443|8592.675|147.613,0.000|0.000|0.000,255.000|255.000|255.000,177.000|82.000|54.000,255.000|255.000|255.000,2,50,0,0
243,2000,0,LightPoint:0243,7168.106|8560.126|139.771,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
244,2000,0,LightPoint:0244,7215.891|8290.347|147.300,0.000|0.000|0.000,255.000|255.000|255.000,223.000|58.000|17.000,255.000|255.000|255.000,1.5,80,0,0
245,2000,0,LightPoint:0245,7212.605|8317.892|143.526,0.000|0.000|0.000,255.000|255.000|255.000,253.000|58.000|17.000,255.000|255.000|255.000,1.5,80,0,0
246,2000,0,LightPoint:0246,7592.990|8244.069|146.093,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1.5,50,0,0
247,2000,0,LightPoint:0247,7579.455|8194.731|141.245,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1.5,50,0,0
248,2000,0,LightPoint:0248,7504.346|7906.993|121.223,0.000|0.000|0.000,255.000|255.000|255.000,186.000|89.000|1.000,255.000|255.000|255.000,1.5,30,0,0
249,2000,0,LightPoint:0249,7478.137|7902.000|124.370,0.000|0.000|0.000,255.000|255.000|255.000,119.000|38.000|4.000,255.000|255.000|255.000,1.5,30,0,0
250,2000,0,LightPoint:0250,7547.170|7815.959|108.850,0.000|0.000|0.000,255.000|255.000|255.000,119.000|38.000|4.000,255.000|255.000|255.000,1.5,50,0,0
251,2000,0,LightPoint:0251,7504.488|7868.485|119.046,0.000|0.000|0.000,255.000|255.000|255.000,119.000|38.000|4.000,255.000|255.000|255.000,1.5,30,0,0
252,2000,0,LightPoint:0252,7509.913|7940.119|121.603,0.000|0.000|0.000,255.000|255.000|255.000,186.000|89.000|1.000,255.000|255.000|255.000,1.5,30,0,0
253,2000,0,LightPoint:0253,7338.942|8131.386|111.822,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,30,0,0
254,2000,0,LightPoint:0254,7385.210|8115.150|111.890,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,30,0,0
255,2000,0,LightPoint:0255,7383.670|8080.180|111.178,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,30,0,0
256,2000,0,LightPoint:0256,7378.638|8031.378|109.794,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|255.000,255.000|255.000|255.000,1,10,0,0
257,2000,0,LightPoint:0257,7416.000|8025.493|102.459,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,30,0,0
258,2000,0,LightPoint:0258,7440.282|8065.627|107.757,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,30,0,0
259,2000,0,LightPoint:0259,7607.570|7642.410|99.110,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1.8,50,0,0
260,2000,0,LightPoint:0260,7245.210|7565.587|52.526,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,100,0,0
261,2000,0,LightPoint:0261,7324.980|7567.460|58.356,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,60,0,0
262,2000,0,LightPoint:0262,7398.820|7598.150|59.499,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,60,0,0
263,2000,0,LightPoint:0263,7470.250|7570.829|58.804,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,60,0,0
264,2000,0,LightPoint:0264,7531.468|7561.170|62.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,60,0,0
265,2000,0,LightPoint:0265,7407.697|7760.570|73.553,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1,30,0,0
266,2000,0,LightPoint:0266,7459.200|7745.960|74.084,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1,30,0,0
267,2000,0,LightPoint:0267,7635.770|7613.120|90.189,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1,20,0,0
268,2000,0,LightPoint:0268,7599.674|7595.210|79.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1,30,0,0
269,2000,0,LightPoint:0269,7566.994|7644.003|73.605,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1,20,0,0
270,2000,0,LightPoint:0270,7267.054|7505.181|71.147,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
271,2000,0,LightPoint:0271,7267.410|7510.870|70.700,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
272,2000,0,LightPoint:0272,7250.636|7500.480|70.883,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
273,2000,0,LightPoint:0273,7234.095|7503.520|71.140,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
274,2000,0,LightPoint:0274,7233.580|7513.620|71.180,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
275,2000,0,LightPoint:0275,7258.073|7536.460|82.295,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
276,2000,0,LightPoint:0276,7264.964|7519.308|82.363,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
277,2000,0,LightPoint:0277,7244.543|7523.244|71.039,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
278,2000,0,LightPoint:0278,7442.068|7388.435|84.357,0.000|0.000|0.000,255.000|255.000|255.000,255.000|32.000|0.000,255.000|255.000|255.000,1.5,60,0,0
279,2000,0,LightPoint:0279,7542.725|7350.022|109.490,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,30,0,0
280,2000,0,LightPoint:0280,7549.750|7422.710|106.982,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,30,0,0
281,2000,0,LightPoint:0281,7382.650|7388.493|103.608,0.000|0.000|0.000,255.000|255.000|255.000,242.000|64.000|4.000,255.000|255.000|255.000,1.5,50,0,0
282,2000,0,LightPoint:0282,7288.840|7252.648|125.726,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,60,0,0
283,2000,0,LightPoint:0283,7377.140|7289.878|77.810,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,60,0,0
284,2000,0,LightPoint:0284,7493.140|7454.320|96.769,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|128.000,255.000|255.000|255.000,1,30,0,0
285,2000,0,LightPoint:0285,7271.394|7361.250|91.180,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
286,2000,0,LightPoint:0286,7551.803|7237.292|128.521,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,80,0,0
287,2000,0,LightPoint:0287,7548.917|7261.573|147.001,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1.5,50,0,0
288,2000,0,LightPoint:0288,7576.064|7234.918|144.817,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1.5,50,0,0
289,2000,0,LightPoint:0289,7616.309|7292.135|105.043,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,50,0,0
290,2000,0,LightPoint:0290,7597.266|7268.033|116.451,0.000|0.000|0.000,255.000|255.000|255.000,128.000|255.000|0.000,255.000|255.000|255.000,1,50,0,0
291,2000,0,LightPoint:0291,7448.567|7310.158|83.982,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
292,2000,0,LightPoint:0292,7459.573|7301.037|84.249,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
293,2000,0,LightPoint:0293,7463.720|7287.992|92.754,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
294,2000,0,LightPoint:0294,7523.360|7280.441|88.840,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
295,2000,0,LightPoint:0295,7431.520|7264.322|82.562,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,30,0,0
296,2000,0,LightPoint:0296,7455.292|7318.016|87.788,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,10,0,0
297,2000,0,LightPoint:0297,7476.313|7303.180|87.390,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
298,2000,0,LightPoint:0298,7473.937|7297.996|87.426,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
299,2000,0,LightPoint:0299,1804.460|4806.290|77.710,0.000|0.000|0.000,255.000|255.000|255.000,255.000|255.000|0.000,255.000|255.000|255.000,1.5,20,0,0
